scenario no.,scenario diversity
2512,358457.891
2513,358366.1335
2514,358511.8493
2515,358344.2213
2516,358308.1722
2517,358231.8622
2518,358112.3567
2519,358127.268
2520,358078.4644
2521,358089.2978
2522,358062.3883
2523,358023.0255
2524,357823.9318
2525,357932.2387
2526,357647.9811
2527,357582.5231
2528,357612.9737
2529,357558.7157
2530,357444.7867
2531,357415.0443
2532,357382.4498
2533,357234.9104
2534,357173.3111
2535,357197.8334
2536,357144.9591
2537,357134.6601
2538,357140.8626
2539,357064.6639
2540,356903.5073
2541,356774.4972
2542,356790.944
2543,356892.0732
2544,356846.3492
2545,356779.0827
2546,356603.3763
2547,356548.3601
2548,356438.2785
2549,356384.5756
2550,356260.4887
2551,356204.055
2552,356197.1737
2553,356114.2507
2554,356105.0349
2555,356050.1451
2556,355993.9548
2557,355936.9592
2558,356044.5125
2559,355828.1425
2560,355588.0036
2561,355570.2536
2562,355498.2798
2563,355360.4207
2564,355292.4146
2565,355571.4346
2566,355408.9583
2567,355033.8457
2568,354949.5016
2569,354901.6134
2570,354857.303
2571,354805.2646
2572,354741.571
2573,354726.9756
2574,354635.5681
2575,354583.3239
2576,354533.1843
2577,354479.3004
2578,354425.8566
2579,354372.3021
2580,354319.2727
2581,354275.4594
2582,354218.4734
2583,354165.3392
2584,354112.4604
2585,354058.3953
2586,354005.2134
2587,353951.7405
2588,353898.9065
2589,353848.0174
2590,353794.9975
2591,353792.8393
2592,353790.7358
2593,353714.3219
2594,353589.5332
2595,353574.6897
2596,353502.515
2597,353373.9363
2598,353320.7652
2599,353279.6014
2600,353230.209
2601,353138.9485
2602,353085.3158
2603,353032.8331
2604,352980.5483
2605,352940.1666
2606,352871.2856
2607,352817.2961
2608,352764.2298
2609,353595.8017
2610,353315.4673
2611,353262.5449
2612,352544.8134
2613,353543.7749
2614,353086.6415
2615,352381.5217
2616,353064.8859
2617,352296.3245
2618,352240.232
2619,352184.3956
2620,352129.6629
2621,352071.8474
2622,352259.9843
2623,352075.5114
2624,352019.7815
2625,351965.8529
2626,351912.2227
2627,351858.3904
2628,351827.305
2629,351773.5532
2630,351772.4479
2631,351505.094
2632,351429.0594
2633,351402.2206
2634,351357.4361
2635,351288.7863
2636,351246.3285
2637,351220.3563
2638,351142.9758
2639,351085.3737
2640,351043.4116
2641,350992.2353
2642,350941.8952
2643,350893.8802
2644,350842.1096
2645,350790.9995
2646,350739.5938
2647,350689.2094
2648,350637.9772
2649,350586.9445
2650,350540.4988
2651,350489.6579
2652,350438.8191
2653,350398.1671
2654,350461.1121
2655,350321.5613
2656,350320.835
2657,350228.2391
2658,350196.094
2659,350097.7389
2660,350294.8432
2661,350246.4527
2662,350251.8111
2663,350221.2207
2664,350271.9569
2665,350312.7646
2666,350227.2156
2667,349666.4531
2668,349967.9227
2669,350145.0577
2670,350142.635
2671,350171.7165
2672,349342.441
2673,349291.8481
2674,349242.1852
2675,349192.5176
2676,349144.5579
2677,349722.0791
2678,349049.6711
2679,349347.1221
2680,349457.1615
2681,349405.5471
2682,349305.4066
2683,349264.3998
2684,349281.5959
2685,349231.3783
2686,349170.8866
2687,349111.5936
2688,349053.7898
2689,348963.3546
2690,349039.7086
2691,349022.9164
2692,348872.8084
2693,348797.0982
2694,348733.7105
2695,348766.7637
2696,348803.2842
2697,348875.9414
2698,348621.2284
2699,348530.808
2700,348376.4908
2701,348246.6765
2702,348162.9519
2703,347911.1125
2704,347849.1804
2705,347879.8583
2706,347717.7793
2707,347667.1048
2708,347616.4664
2709,347565.8783
2710,347514.9155
2711,347464.2554
2712,347413.9251
2713,347363.3884
2714,347312.7861
2715,347262.4707
2716,347212.2141
2717,347161.9594
2718,347111.671
2719,347061.4186
2720,347011.2259
2721,346961.0706
2722,346910.8459
2723,346860.7698
2724,346810.0116
2725,346760.248
2726,346710.0224
2727,346660.0773
2728,346610.1852
2729,346603.8417
2730,346555.1271
2731,346583.4017
2732,346553.2868
2733,346503.4375
2734,346405.8452
2735,346128.9156
2736,346073.4889
2737,346038.1306
2738,345993.1654
2739,345935.9858
2740,345896.6721
2741,345850.7064
2742,345797.7701
2743,345758.7791
2744,345712.5709
2745,345665.3413
2746,345618.6521
2747,345573.7615
2748,345526.8905
2749,345480.2784
2750,345433.7175
2751,345387.2791
2752,345340.2336
2753,345293.9703
2754,345247.8275
2755,345204.0512
2756,345158.338
2757,345124.0468
2758,345193.5573
2759,345117.6411
2760,345048.1955
2761,344993.1742
2762,344873.1396
2763,344801.4814
2764,344758.5142
2765,344710.5402
2766,344629.8934
2767,344583.0046
2768,344536.4413
2769,344491.1213
2770,344458.9044
2771,344397.3781
2772,345069.6475
2773,345016.8185
2774,345041.2392
2775,345409.1375
2776,345363.8574
2777,344112.6521
2778,344179.2013
2779,344155.7702
2780,344106.6285
2781,344057.4803
2782,344008.7151
2783,343958.9616
2784,343919.2859
2785,343860.0254
2786,343820.6595
2787,344016.5251
2788,343992.2596
2789,343970.4014
2790,343922.9665
2791,343680.0567
2792,343828.0328
2793,343780.7092
2794,343627.9731
2795,343386.6259
2796,343338.8005
2797,343293.263
2798,343246.0814
2799,343200.7651
2800,343007.6897
2801,342927.9323
2802,342893.4845
2803,342891.2585
2804,342815.9702
2805,342799.6058
2806,342755.4894
2807,342677.096
2808,342630.2877
2809,342587.3864
2810,342544.0264
2811,342500.1648
2812,342455.3445
2813,342411.5418
2814,342370.4712
2815,342327.0748
2816,342309.6878
2817,342239.2567
2818,342192.9157
2819,342148.5167
2820,342104.2165
2821,342064.7003
2822,342020.0619
2823,341975.6471
2824,341941.7408
2825,342020.9759
2826,341872.2812
2827,341884.0878
2828,341833.2812
2829,341675.5344
2830,341626.4076
2831,341741.5525
2832,341758.8456
2833,341693.1436
2834,341624.4381
2835,341536.0337
2836,341489.5158
2837,341444.8418
2838,341399.2443
2839,341419.4534
2840,341410.2507
2841,341441.8833
2842,341451.5713
2843,341388.8999
2844,341354.3513
2845,341309.6012
2846,341273.8829
2847,341057.4741
2848,341044.7759
2849,341080.3052
2850,341117.109
2851,341084.1284
2852,341046.1674
2853,341013.4197
2854,340678.5548
2855,340744.9853
2856,340760.2661
2857,340778.4808
2858,340745.5092
2859,340725.6959
2860,340695.6954
2861,340656.6152
2862,340322.1304
2863,340320.5796
2864,340341.8888
2865,340371.8416
2866,340547.717
2867,340359.4018
2868,340059.0481
2869,340155.8568
2870,340149.8605
2871,339733.0212
2872,339691.9849
2873,339655.4043
2874,339613.4
2875,339603.9309
2876,339540.0349
2877,339498.5802
2878,339492.5565
2879,339411.8714
2880,339543.2241
2881,340104.761
2882,339989.0355
2883,340039.6163
2884,339829.4272
2885,339846.5379
2886,339786.2978
2887,339742.8148
2888,339712.1186
2889,339650.4739
2890,339606.8359
2891,339572.8115
2892,338890.5271
2893,338805.2828
2894,338844.3141
2895,338713.0599
2896,338714.9982
2897,338645.8009
2898,338587.6973
2899,338529.8273
2900,338477.5566
2901,338479.418
2902,338423.9214
2903,338358.9118
2904,338321.2687
2905,338272.8084
2906,338236.812
2907,338195.1761
2908,338186.0497
2909,338139.1465
2910,338718.5326
2911,338010.1838
2912,338024.522
2913,337977.2935
2914,338614.78
2915,338076.5299
2916,337954.6393
2917,337976.0755
2918,338204.6348
2919,337831.7738
2920,337759.4658
2921,337720.6468
2922,337725.151
2923,337683.0488
2924,337640.8043
2925,337598.6857
2926,337556.7084
2927,337315.2647
2928,337268.7339
2929,337231.0587
2930,337193.3072
2931,337167.3311
2932,337131.7754
2933,337130.5285
2934,337077.5568
2935,337008.0308
2936,336968.4339
2937,336928.9321
2938,336889.7273
2939,336850.3014
2940,336810.9121
2941,336772.0183
2942,336734.8448
2943,336700.2265
2944,336657.1227
2945,336617.4157
2946,336578.7104
2947,336539.7373
2948,336501.1833
2949,336461.4259
2950,336424.8399
2951,336387.1685
2952,336357.7492
2953,336350.0035
2954,336376.0994
2955,336303.1408
2956,336268.2609
2957,336150.605
2958,336174.7057
2959,336325.2496
2960,336306.025
2961,336451.6949
2962,336427.5602
2963,336412.2308
2964,336439.1582
2965,336436.9848
2966,335755.6294
2967,335671.539
2968,335640.814
2969,335593.9912
2970,335566.7587
2971,335523.2082
2972,335490.2366
2973,335448.7246
2974,335423.1938
2975,335369.6578
2976,335343.4101
2977,335291.6001
2978,335920.5079
2979,335955.3573
2980,336249.8823
2981,335876.6627
2982,335095.7699
2983,335257.541
2984,335211.3086
2985,335168.2787
2986,335125.0642
2987,335046.5205
2988,335006.9738
2989,334967.5331
2990,334928.2862
2991,334873.6263
2992,335041.4229
2993,335001.9046
2994,334771.1697
2995,334923.0
2996,334693.0753
2997,334653.9244
2998,334615.006
2999,334575.9952
3000,334726.9467
3001,334498.065
3002,334459.1142
3003,334420.4084
3004,334389.7148
3005,334343.4041
3006,334305.5429
3007,334265.5964
3008,334226.9897
3009,334188.5369
3010,334335.8763
3011,334111.1846
3012,334073.3922
3013,334034.985
3014,334181.0357
3015,333957.7568
3016,333919.6225
3017,333881.4051
3018,333843.1802
3019,333805.1935
3020,333768.1661
3021,333771.3658
3022,333733.3923
3023,333749.639
3024,333722.3699
3025,333678.9542
3026,333632.3923
3027,333626.0174
3028,333545.3608
3029,333685.9932
3030,333482.5492
3031,333446.0397
3032,333418.9748
3033,333413.4992
3034,333358.206
3035,333320.9704
3036,333291.4222
3037,333503.9756
3038,333340.4521
3039,333153.5763
3040,333124.0335
3041,333057.282
3042,332738.9363
3043,332779.134
3044,332671.1928
3045,332650.9031
3046,332605.6155
3047,332574.7019
3048,332577.0531
3049,332509.1756
3050,332469.5136
3051,332435.2611
3052,332399.9085
3053,332369.0471
3054,332335.1268
3055,332298.7254
3056,332266.0843
3057,332231.7731
3058,332197.2225
3059,332162.1039
3060,332127.9806
3061,332091.6184
3062,332056.4282
3063,332021.8231
3064,331991.2388
3065,331957.4442
3066,331932.7577
3067,331931.7757
3068,331938.5248
3069,331815.3966
3070,331835.739
3071,331808.1237
3072,331743.808
3073,331935.061
3074,331853.8984
3075,331803.5431
3076,331742.4472
3077,331794.4827
3078,331442.2018
3079,331402.4122
3080,331380.0695
3081,331332.1589
3082,331297.355
3083,331264.0581
3084,331230.8105
3085,331199.6929
3086,331789.2284
3087,331232.1496
3088,331271.7725
3089,331727.2658
3090,331162.2419
3091,331513.5894
3092,331477.1212
3093,331441.7458
3094,331438.814
3095,331604.3518
3096,331569.5847
3097,331331.7316
3098,331274.8172
3099,331420.8986
3100,331275.6536
3101,331266.6043
3102,331355.6065
3103,331358.917
3104,331288.0013
3105,331020.7389
3106,331035.7088
3107,330967.4312
3108,330961.9195
3109,330933.6325
3110,330898.7817
3111,330867.8053
3112,330830.8149
3113,330227.4735
3114,330140.6044
3115,330251.3354
3116,330183.2142
3117,330483.8771
3118,330443.8337
3119,330401.5147
3120,330357.3475
3121,330252.7207
3122,330294.2339
3123,330257.3987
3124,330221.4499
3125,330112.3004
3126,330078.6017
3127,330076.2813
3128,330065.829
3129,330150.1312
3130,330088.8804
3131,329978.216
3132,329557.7731
3133,329527.1395
3134,329786.176
3135,329993.5921
3136,330228.4975
3137,330094.4602
3138,329641.4281
3139,329607.0111
3140,329560.9185
3141,329510.1348
3142,329503.3991
3143,329563.7712
3144,329582.6166
3145,329444.52
3146,329458.8589
3147,329416.024
3148,329349.2151
3149,329624.4084
3150,329286.2984
3151,329395.1014
3152,329146.5733
3153,329184.3953
3154,329055.3656
3155,329362.9303
3156,329095.4636
3157,329017.5754
3158,328936.7884
3159,328882.4769
3160,328947.7209
3161,329015.627
3162,329061.6749
3163,328919.2455
3164,328936.1083
3165,328934.8204
3166,329049.6505
3167,329087.0374
3168,328829.4348
3169,328860.3776
3170,328280.1624
3171,328220.4214
3172,328213.1423
3173,328159.2689
3174,328144.5179
3175,328140.2983
3176,328108.4433
3177,328087.3833
3178,328123.2246
3179,328091.3195
3180,328067.0455
3181,328039.0327
3182,328009.4426
3183,328063.6155
3184,328033.7529
3185,328002.6226
3186,327973.6125
3187,327942.8171
3188,327942.5615
3189,327884.4024
3190,327851.9219
3191,327646.4204
3192,327617.4993
3193,327601.3727
3194,327565.2128
3195,327603.8127
3196,327505.1384
3197,327529.3896
3198,327485.5345
3199,327423.2042
