scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
4919,2,3,4,0,9
4920,1,3,1,0,5
4921,3,3,0,0,6
4922,2,3,0,5,10
4923,1,3,1,10,15
4924,0,3,0,10,13
4925,0,3,3,0,6
4926,0,4,3,0,7
4927,0,4,3,0,7
4928,0,4,3,0,7
4929,0,4,3,0,7
4930,0,4,3,0,7
4931,2,4,3,0,9
4932,1,4,3,0,8
4933,1,4,3,0,8
4934,1,4,3,0,8
4935,1,4,3,0,8
4936,1,4,3,0,8
4937,1,4,3,0,8
4938,1,4,3,0,8
4939,1,4,3,0,8
4940,1,4,3,0,8
4941,1,3,3,0,7
4942,1,3,3,0,7
4943,1,3,3,0,7
4944,1,3,3,0,7
4945,0,3,3,0,6
4946,1,3,3,0,7
4947,2,3,3,0,8
4948,2,3,3,0,8
4949,2,3,3,0,8
4950,1,3,3,0,7
4951,1,3,3,0,7
4952,1,3,3,0,7
4953,1,3,3,0,7
4954,1,3,3,0,7
4955,1,3,3,0,7
4956,1,3,3,0,7
4957,1,3,3,0,7
4958,1,3,3,0,7
4959,1,3,3,0,7
4960,1,3,3,0,7
4961,0,3,3,0,6
4962,0,3,3,0,6
4963,0,3,3,0,6
4964,0,3,3,0,6
4965,1,3,3,0,7
4966,2,3,3,0,8
4967,1,3,3,0,7
4968,1,3,3,0,7
4969,1,3,3,0,7
4970,1,3,3,0,7
4971,1,3,3,0,7
4972,1,3,3,0,7
4973,1,3,3,0,7
4974,1,3,3,0,7
4975,1,3,3,0,7
4976,1,3,4,0,8
4977,1,3,3,0,7
4978,2,3,3,0,8
4979,3,1,0,0,4
4980,1,1,0,5,7
4981,1,1,3,0,5
4982,1,1,3,0,5
4983,1,3,3,0,7
4984,1,3,3,0,7
4985,1,3,3,0,7
4986,2,3,3,0,8
4987,2,3,3,0,8
4988,2,3,3,0,8
4989,2,3,3,0,8
4990,1,3,3,0,7
4991,2,3,3,0,8
4992,3,3,3,0,9
4993,3,3,3,0,9
4994,2,3,3,10,18
4995,3,3,3,10,19
4996,2,3,3,0,8
4997,2,3,3,0,8
4998,2,3,4,0,9
4999,1,3,4,0,8
5000,1,3,4,0,8
5001,2,3,2,0,7
5002,1,3,2,0,6
5003,3,3,1,0,7
5004,5,3,1,0,9
5005,1,3,1,5,10
5006,1,3,2,0,6
5007,2,3,3,0,8
5008,2,3,3,0,8
5009,1,3,3,0,7
5010,2,3,3,0,8
5011,1,3,3,0,7
5012,1,3,1,0,5
5013,2,3,1,0,6
5014,2,3,3,10,18
5015,1,3,3,10,17
5016,1,3,3,10,17
5017,1,3,3,10,17
5018,1,3,3,10,17
5019,1,3,3,10,17
5020,1,3,3,0,7
5021,1,3,4,0,8
5022,1,3,3,0,7
5023,1,3,3,0,7
5024,1,3,3,0,7
5025,1,3,3,0,7
5026,1,3,3,0,7
5027,2,3,3,0,8
5028,2,3,3,0,8
5029,1,3,3,0,7
5030,1,3,3,0,7
5031,1,3,3,0,7
5032,2,3,3,10,18
5033,2,3,3,0,8
5034,1,3,3,0,7
5035,1,3,3,0,7
5036,1,3,3,0,7
5037,1,3,3,0,7
5038,2,3,3,0,8
5039,2,3,1,4,10
5040,2,3,0,10,15
5041,1,3,0,10,14
5042,1,3,3,0,7
5043,0,3,3,0,6
5044,1,3,3,0,7
5045,2,3,3,0,8
5046,2,3,3,0,8
5047,2,3,1,0,6
5048,3,3,2,0,8
5049,1,3,3,0,7
5050,1,3,1,0,5
5051,4,3,1,0,8
5052,0,3,1,0,4
5053,2,3,1,0,6
5054,3,3,1,5,12
5055,2,3,1,5,11
5056,3,3,3,0,9
5057,3,3,3,4,13
5058,3,3,3,0,9
5059,2,3,0,5,10
5060,2,3,1,5,11
5061,3,3,1,5,12
5062,3,3,1,0,7
5063,3,3,1,0,7
5064,2,3,0,0,5
5065,2,3,0,0,5
5066,2,3,0,0,5
5067,1,3,0,5,9
5068,1,3,3,0,7
5069,1,3,3,0,7
5070,1,3,3,0,7
5071,1,3,3,0,7
5072,1,3,3,0,7
5073,2,3,0,0,5
5074,1,3,0,0,4
5075,2,3,3,10,18
5076,2,3,3,10,18
5077,1,3,0,0,4
5078,2,1,0,10,13
5079,1,1,3,0,5
5080,2,1,3,0,6
5081,2,1,3,10,16
5082,1,1,3,10,15
5083,1,1,3,0,5
5084,1,1,3,0,5
5085,0,1,0,10,11
5086,3,3,1,10,17
5087,2,3,1,4,10
5088,2,3,1,6,12
5089,2,3,1,0,6
5090,2,3,1,0,6
5091,2,3,1,7,13
5092,2,3,1,5,11
5093,2,3,1,5,11
5094,2,3,2,5,12
5095,2,3,3,2,10
5096,1,3,2,2,8
5097,1,3,1,3,8
5098,0,3,1,0,4
5099,0,3,1,0,4
5100,1,3,1,5,10
5101,3,1,0,10,14
5102,1,1,3,10,15
5103,1,1,0,10,12
5104,1,1,3,0,5
5105,1,1,3,0,5
5106,1,3,3,0,7
5107,1,3,3,0,7
5108,2,3,3,0,8
5109,2,3,3,0,8
5110,2,3,3,0,8
5111,2,3,3,0,8
5112,2,3,3,0,8
5113,1,3,3,0,7
5114,2,3,3,0,8
5115,3,3,3,0,9
5116,3,3,3,0,9
5117,3,3,3,0,9
5118,2,3,3,0,8
5119,2,3,3,0,8
5120,2,3,3,0,8
5121,1,3,4,0,8
5122,2,3,4,0,9
5123,1,3,4,0,8
5124,1,3,4,0,8
5125,1,3,1,5,10
5126,1,3,2,5,11
5127,0,3,2,2,7
5128,2,3,3,0,8
5129,0,3,3,0,6
5130,2,3,3,0,8
5131,2,3,3,0,8
5132,1,3,3,0,7
5133,1,3,3,0,7
5134,2,3,3,0,8
5135,2,3,3,0,8
5136,1,3,3,0,7
5137,2,3,3,0,8
5138,2,3,3,0,8
5139,2,3,3,0,8
5140,2,3,3,0,8
5141,2,3,3,10,18
5142,1,3,3,0,7
5143,1,3,4,0,8
5144,1,3,4,0,8
5145,1,3,4,0,8
5146,1,3,4,10,18
5147,1,3,4,0,8
5148,1,3,4,0,8
5149,1,3,4,0,8
5150,1,3,1,0,5
5151,1,3,2,0,6
5152,1,3,2,5,11
5153,1,3,3,0,7
5154,2,3,0,10,15
5155,2,3,1,10,16
5156,2,3,1,10,16
5157,2,3,4,10,19
5158,2,3,4,10,19
5159,3,3,3,10,19
5160,2,3,3,0,8
5161,2,3,1,4,10
5162,2,3,1,0,6
5163,2,3,1,5,11
5164,1,3,1,0,5
5165,1,3,4,5,13
5166,1,3,3,10,17
5167,2,3,3,5,13
5168,1,3,3,0,7
5169,1,3,3,0,7
5170,1,3,3,0,7
5171,1,3,3,0,7
5172,1,3,3,0,7
5173,1,3,3,0,7
5174,1,3,3,0,7
5175,1,3,3,0,7
5176,1,3,3,0,7
5177,1,3,3,0,7
5178,0,3,3,0,6
5179,0,3,3,0,6
5180,0,3,3,0,6
5181,0,3,3,0,6
5182,2,3,3,0,8
5183,2,3,3,0,8
5184,2,3,3,0,8
5185,2,3,3,0,8
5186,0,3,3,0,6
5187,0,3,3,0,6
5188,0,3,3,0,6
5189,0,3,3,0,6
5190,0,3,3,0,6
5191,0,3,3,0,6
5192,0,3,3,0,6
5193,0,3,3,0,6
5194,0,3,3,0,6
5195,1,1,3,0,5
5196,2,1,3,10,16
5197,2,1,3,10,16
5198,2,1,3,0,6
5199,3,1,3,0,7
5200,2,1,0,0,3
5201,2,1,3,10,16
5202,1,3,3,0,7
5203,1,3,3,0,7
5204,1,3,3,0,7
5205,1,3,3,0,7
5206,1,3,3,0,7
5207,1,3,4,0,8
5208,1,3,4,0,8
5209,1,3,4,0,8
5210,1,3,3,0,7
5211,2,3,3,0,8
5212,2,3,3,0,8
5213,2,3,3,0,8
5214,2,3,3,0,8
5215,2,3,3,0,8
5216,2,3,3,0,8
5217,1,3,3,0,7
5218,2,3,3,0,8
5219,2,3,3,0,8
5220,1,3,3,0,7
5221,1,3,3,10,17
5222,0,3,3,0,6
5223,0,3,3,0,6
5224,0,3,3,0,6
5225,0,3,3,0,6
5226,0,3,3,0,6
5227,0,3,3,0,6
5228,0,3,3,10,16
5229,0,3,3,0,6
5230,0,3,3,0,6
5231,0,3,3,0,6
5232,0,3,3,0,6
5233,1,3,3,0,7
5234,2,3,0,0,5
5235,1,3,3,0,7
5236,1,3,3,0,7
5237,1,3,3,0,7
5238,1,3,3,0,7
5239,1,3,4,0,8
5240,1,3,4,0,8
5241,1,3,4,0,8
5242,1,3,4,0,8
5243,1,3,4,0,8
5244,1,3,4,0,8
5245,1,3,4,0,8
5246,1,3,4,0,8
5247,1,3,3,0,7
5248,0,3,3,0,6
5249,0,3,3,0,6
5250,2,3,3,0,8
5251,1,3,3,0,7
5252,1,3,3,0,7
5253,1,3,3,0,7
5254,1,3,3,10,17
5255,2,3,3,0,8
5256,1,3,3,10,17
5257,2,3,4,0,9
5258,0,3,3,0,6
5259,0,3,3,0,6
5260,0,3,3,0,6
5261,1,3,3,0,7
5262,2,3,3,0,8
5263,1,3,3,0,7
5264,1,3,3,0,7
5265,0,3,3,0,6
5266,0,3,0,10,13
5267,1,1,0,5,7
5268,2,1,0,0,3
5269,2,1,1,0,4
5270,1,1,3,0,5
5271,3,1,3,0,7
5272,3,1,0,0,4
5273,3,1,0,0,4
5274,2,1,3,10,16
5275,1,1,3,10,15
5276,2,1,4,10,17
5277,1,1,4,10,16
5278,2,1,3,0,6
5279,2,1,3,0,6
5280,1,1,3,0,5
5281,2,1,3,0,6
5282,2,1,4,0,7
5283,2,1,4,10,17
5284,1,1,4,10,16
5285,2,1,4,10,17
5286,3,3,1,0,7
5287,1,3,1,0,5
5288,1,3,1,0,5
5289,4,3,2,0,9
5290,4,3,1,0,8
5291,4,3,1,0,8
5292,3,3,1,3,10
5293,4,3,2,0,9
5294,3,3,2,0,8
5295,3,3,1,3,10
5296,5,3,1,0,9
5297,4,3,1,0,8
5298,4,3,1,0,8
5299,1,3,1,0,5
5300,0,3,3,0,6
5301,1,3,3,0,7
5302,1,3,3,0,7
5303,1,3,3,0,7
5304,1,3,3,0,7
5305,1,3,3,0,7
5306,1,3,3,0,7
5307,1,3,3,0,7
5308,2,3,3,0,8
5309,2,3,3,10,18
5310,1,3,3,0,7
5311,2,3,3,0,8
5312,2,3,3,0,8
5313,1,3,3,0,7
5314,1,3,3,0,7
5315,1,3,3,0,7
5316,1,3,3,0,7
5317,1,3,3,0,7
5318,1,3,3,0,7
5319,1,3,4,0,8
5320,1,3,4,0,8
5321,1,3,4,0,8
5322,1,3,4,0,8
5323,1,3,4,0,8
5324,1,3,4,0,8
5325,1,3,4,0,8
5326,1,2,4,0,7
5327,1,2,4,0,7
5328,1,2,4,0,7
5329,1,2,4,0,7
5330,1,2,4,0,7
5331,1,2,4,0,7
5332,1,2,4,0,7
5333,1,2,4,0,7
5334,1,3,4,0,8
5335,1,3,4,0,8
5336,2,3,4,0,9
5337,2,3,4,0,9
5338,2,3,4,0,9
5339,2,3,4,0,9
5340,2,3,4,0,9
5341,2,3,4,0,9
5342,1,3,4,0,8
5343,3,3,4,0,10
5344,0,3,3,0,6
5345,1,3,3,0,7
5346,1,3,3,0,7
5347,2,3,0,0,5
5348,1,3,0,10,14
5349,1,3,3,0,7
5350,1,3,0,0,4
5351,1,3,0,10,14
5352,1,3,0,0,4
5353,1,3,0,0,4
5354,1,3,3,0,7
5355,2,3,0,0,5
5356,3,3,0,0,6
5357,1,1,3,0,5
5358,1,1,3,0,5
5359,2,1,0,10,13
5360,1,1,3,10,15
5361,2,1,3,10,16
5362,1,1,4,10,16
5363,2,1,3,0,6
5364,1,3,3,0,7
5365,2,3,3,0,8
5366,2,3,3,0,8
5367,2,3,3,0,8
5368,2,3,3,0,8
5369,3,3,3,0,9
5370,2,3,3,0,8
5371,3,3,3,0,9
5372,1,3,3,0,7
5373,1,3,3,0,7
5374,2,3,3,0,8
5375,1,3,3,0,7
5376,1,3,4,0,8
5377,1,3,4,0,8
5378,1,3,4,0,8
5379,1,3,4,0,8
5380,1,3,4,0,8
5381,1,3,3,0,7
5382,2,3,3,0,8
5383,1,3,3,0,7
5384,2,3,3,0,8
5385,1,3,3,0,7
5386,2,3,3,0,8
5387,2,3,4,0,9
5388,2,3,4,0,9
5389,2,3,4,0,9
5390,1,3,2,0,6
5391,1,3,4,0,8
5392,1,3,0,10,14
5393,3,3,0,10,16
5394,2,3,0,10,15
5395,2,3,0,10,15
5396,1,3,0,10,14
5397,1,3,3,0,7
5398,1,3,3,0,7
5399,1,3,3,0,7
5400,1,3,3,0,7
5401,1,3,3,0,7
5402,1,3,3,0,7
5403,1,3,3,0,7
5404,1,3,4,0,8
5405,1,3,3,10,17
5406,0,3,3,10,16
5407,0,3,1,10,14
5408,1,3,1,2,7
5409,0,3,3,0,6
5410,0,3,1,2,6
5411,0,3,1,2,6
5412,0,3,1,2,6
5413,0,3,1,2,6
5414,0,3,1,2,6
5415,0,3,3,0,6
5416,0,3,3,0,6
5417,0,3,3,0,6
5418,0,3,1,2,6
5419,0,3,1,2,6
5420,0,3,1,2,6
5421,0,3,1,2,6
5422,0,3,1,2,6
5423,0,3,1,2,6
5424,0,3,1,2,6
5425,0,3,1,2,6
5426,0,3,1,2,6
5427,0,3,1,2,6
5428,0,3,1,2,6
5429,0,3,3,0,6
5430,0,3,3,0,6
5431,0,3,3,0,6
5432,0,3,3,0,6
5433,0,3,3,0,6
5434,0,3,3,0,6
5435,0,3,3,0,6
5436,0,3,1,2,6
5437,0,3,3,0,6
5438,0,3,3,0,6
5439,0,3,3,0,6
5440,0,3,3,0,6
5441,0,3,3,0,6
5442,0,3,1,2,6
5443,0,3,1,2,6
5444,0,3,3,0,6
5445,1,3,3,0,7
5446,1,3,3,0,7
5447,2,3,3,0,8
5448,2,3,3,0,8
5449,1,3,3,0,7
5450,2,3,3,0,8
5451,2,3,3,0,8
5452,1,3,3,0,7
5453,1,3,3,0,7
5454,2,3,3,0,8
5455,2,3,3,0,8
5456,2,3,3,0,8
5457,2,3,3,0,8
5458,2,3,3,0,8
5459,2,3,3,0,8
5460,1,3,3,0,7
5461,1,3,3,0,7
5462,1,3,3,0,7
5463,1,3,3,0,7
5464,1,3,4,0,8
5465,1,3,4,0,8
5466,1,3,4,0,8
5467,1,3,4,0,8
5468,1,3,4,0,8
5469,1,3,3,10,17
5470,0,3,3,10,16
5471,0,3,3,0,6
5472,1,3,3,0,7
5473,1,3,3,0,7
5474,1,3,3,0,7
5475,1,3,3,0,7
5476,1,3,3,0,7
5477,2,3,3,0,8
5478,2,3,3,0,8
5479,1,3,3,0,7
5480,1,3,3,0,7
5481,1,3,3,0,7
5482,0,3,3,10,16
5483,0,3,3,0,6
5484,2,2,3,0,7
5485,3,2,3,10,18
5486,1,2,3,10,16
5487,1,2,3,0,6
5488,1,2,3,0,6
5489,1,2,3,0,6
5490,1,2,3,0,6
5491,2,2,3,0,7
5492,2,2,3,10,17
5493,1,2,3,0,6
5494,1,2,3,0,6
5495,1,2,4,0,7
5496,2,2,3,0,7
5497,0,2,3,0,5
5498,1,2,3,0,6
5499,1,2,3,0,6
5500,1,2,3,0,6
5501,1,2,3,0,6
5502,1,3,4,0,8
5503,2,1,1,0,4
5504,2,1,1,0,4
5505,1,1,4,0,6
5506,0,1,3,0,4
5507,2,1,0,0,3
5508,2,1,0,0,3
5509,2,1,1,10,14
5510,2,1,1,10,14
5511,2,1,4,10,17
5512,2,1,4,10,17
5513,2,1,1,10,14
5514,2,3,1,0,6
5515,2,3,1,0,6
5516,2,3,1,0,6
5517,2,3,1,0,6
5518,2,3,1,0,6
5519,2,3,1,10,16
5520,2,3,1,10,16
5521,2,3,1,0,6
5522,2,3,2,0,7
5523,1,3,1,5,10
5524,1,3,1,5,10
5525,1,3,1,5,10
5526,0,3,3,0,6
5527,3,3,3,0,9
5528,1,3,3,0,7
5529,1,3,1,0,5
5530,1,3,3,0,7
5531,2,3,3,0,8
5532,3,3,3,0,9
5533,2,3,1,4,10
5534,2,3,1,0,6
5535,2,3,1,5,11
5536,2,3,1,5,11
5537,2,3,1,5,11
5538,2,3,1,5,11
5539,4,3,1,5,13
5540,4,3,1,1,9
5541,2,3,1,5,11
5542,2,3,1,0,6
5543,1,3,3,0,7
5544,1,3,3,0,7
5545,2,3,3,0,8
5546,1,3,3,0,7
5547,1,3,3,0,7
5548,1,3,3,0,7
5549,2,3,3,0,8
5550,1,3,3,0,7
5551,2,3,3,0,8
5552,2,3,3,0,8
5553,1,3,3,0,7
5554,1,3,3,0,7
5555,1,3,3,0,7
5556,1,3,3,0,7
5557,1,3,3,0,7
5558,1,3,3,0,7
5559,1,3,3,0,7
5560,1,3,3,0,7
5561,1,3,4,0,8
5562,1,3,4,0,8
5563,1,3,4,0,8
5564,1,3,4,0,8
5565,1,3,4,0,8
5566,1,3,4,0,8
5567,1,3,4,0,8
5568,2,3,3,0,8
5569,1,3,3,0,7
5570,0,3,3,0,6
5571,0,3,3,0,6
5572,0,3,3,0,6
5573,0,3,3,0,6
5574,0,3,3,0,6
5575,0,3,3,0,6
5576,0,3,3,0,6
5577,0,3,3,0,6
5578,0,3,3,0,6
5579,0,3,3,0,6
5580,0,3,3,0,6
5581,0,3,3,0,6
5582,0,3,3,0,6
5583,0,3,3,0,6
5584,2,3,3,0,8
5585,1,3,3,0,7
5586,1,3,3,0,7
5587,1,3,3,0,7
5588,1,3,3,0,7
5589,2,3,3,0,8
5590,1,3,3,0,7
5591,1,3,3,0,7
5592,2,3,3,0,8
5593,2,3,3,0,8
5594,1,3,3,0,7
5595,1,3,4,0,8
5596,1,3,4,0,8
5597,1,3,4,0,8
5598,1,3,4,0,8
5599,1,3,4,0,8
