scenario no.,scenario diversity
5755,375541.6233
5756,375541.008
5757,375539.6569
5758,375679.4899
5759,375760.3971
5760,375829.5297
5761,375954.6724
5762,375844.4187
5763,375974.6009
5764,376092.6962
5765,376175.3913
5766,376219.5835
5767,376309.3269
5768,376383.2437
5769,376370.5748
5770,376490.6322
5771,376586.2854
5772,376660.5802
5773,376650.1109
5774,376897.6288
5775,376892.6764
5776,377008.556
5777,377102.2022
5778,377179.8062
5779,377172.3279
5780,377283.6945
5781,377381.2947
5782,377132.5502
5783,377355.2638
5784,377694.447
5785,377301.1084
5786,377421.1207
5787,377495.1458
5788,377599.0271
5789,378046.6323
5790,378199.4802
5791,378289.964
5792,377811.6425
5793,378167.7228
5794,378287.7167
5795,378404.8079
5796,378526.1692
5797,378604.4971
5798,378736.7883
5799,378859.2481
5800,378440.936
5801,378525.0294
5802,378547.8529
5803,378547.3657
5804,378630.5419
5805,378685.6544
5806,378777.4527
5807,378813.4496
5808,378921.6841
5809,378981.0465
5810,379058.6744
5811,379126.1763
5812,379196.7855
5813,379267.1206
5814,379339.025
5815,379410.0041
5816,379482.6635
5817,379553.2066
5818,379627.3084
5819,379697.4719
5820,379769.895
5821,379841.4148
5822,379914.1386
5823,379986.4849
5824,380060.7756
5825,380133.0549
5826,380431.4654
5827,380290.3368
5828,380361.6192
5829,380399.5874
5830,380481.0512
5831,380554.0097
5832,380626.9662
5833,380717.0148
5834,380773.7569
5835,380878.0393
5836,380949.7097
5837,381022.1546
5838,381757.2225
5839,381882.4162
5840,381240.7002
5841,381311.6069
5842,381385.0216
5843,381459.6795
5844,381531.2844
5845,381701.1562
5846,381766.705
5847,381807.3158
5848,381755.9989
5849,381861.2805
5850,381960.4082
5851,382030.6518
5852,382331.8997
5853,382351.0103
5854,382458.8974
5855,382520.5453
5856,382499.5293
5857,382577.0621
5858,382644.1238
5859,382834.2832
5860,382901.6818
5861,382968.9337
5862,382944.7536
5863,383044.0458
5864,383164.5702
5865,383241.8715
5866,383201.3663
5867,383339.6837
5868,383410.012
5869,383483.4157
5870,383627.5191
5871,383700.9187
5872,383774.3151
5873,383847.7623
5874,383921.2513
5875,383900.8896
5876,384024.0055
5877,384130.8858
5878,384206.6678
5879,384269.0691
5880,384279.6476
5881,384418.2595
5882,384500.057
5883,384569.0281
5884,384574.157
5885,384716.2665
5886,384795.3665
5887,384854.554
5888,384916.1689
5889,385018.3573
5890,385086.6507
5891,385176.666
5892,385319.2592
5893,385283.1975
5894,385361.0389
5895,385421.8966
5896,385361.9701
5897,385437.3771
5898,385749.1681
5899,385891.0266
5900,385936.7943
5901,385967.2252
5902,386052.3446
5903,386184.9449
5904,386324.103
5905,386285.0644
5906,386384.0712
5907,386520.1948
5908,386544.1738
5909,386599.5628
5910,386695.0082
5911,386825.3696
5912,386905.3612
5913,387159.6617
5914,387255.5893
5915,387089.4509
5916,387135.6472
5917,387211.107
5918,387286.6785
5919,387362.404
5920,387709.5727
5921,387594.8636
5922,387265.4189
5923,387957.83
5924,387470.0595
5925,387553.2359
5926,387657.8831
5927,387923.1388
5928,387903.4158
5929,388088.0626
5930,387925.1493
5931,388243.7629
5932,388051.4145
5933,388120.9409
5934,388197.7537
5935,388273.5573
5936,388348.4384
5937,388394.0179
5938,388502.7733
5939,388578.2712
5940,388624.5436
5941,388735.1835
5942,388778.3721
5943,388856.6399
5944,388931.3537
5945,389059.5403
5946,389135.9371
5947,389212.1159
5948,389288.8532
5949,389366.2391
5950,389443.0848
5951,390184.7965
5952,389597.1048
5953,389831.9303
5954,389864.0984
5955,389910.3265
5956,390006.0634
5957,390014.1889
5958,390062.3198
5959,390121.1149
5960,390197.794
5961,390278.0341
5962,390355.8827
5963,390418.6406
5964,390497.2148
5965,390573.5012
5966,390657.0732
5967,390735.2067
5968,390811.7253
5969,391561.9045
5970,391642.9204
5971,391054.3041
5972,391131.5307
5973,391209.6206
5974,391261.6918
5975,391339.6812
5976,391386.4526
5977,391522.79
5978,391608.9311
5979,391770.2872
5980,391846.6737
5981,391896.212
5982,391967.5748
5983,392357.29
5984,392215.2042
5985,392113.9968
5986,392244.5155
5987,392743.4308
5988,392385.0504
5989,392459.0011
5990,392547.8193
5991,392642.0681
5992,393111.1871
5993,393232.6208
5994,393367.3762
5995,392864.8217
5996,392965.0966
5997,393462.8236
5998,393209.4516
5999,393285.938
6000,393364.426
6001,393442.8753
6002,393688.1739
6003,393828.9805
6004,393678.4626
6005,394026.2503
6006,394166.643
6007,393946.1538
6008,393993.1468
6009,394363.6238
6010,394105.4921
6011,394619.9803
6012,394276.6089
6013,394442.4982
6014,394939.2851
6015,395078.4896
6016,394995.3617
6017,395167.2357
6018,394997.5456
6019,394762.804
6020,394835.5657
6021,394913.5378
6022,394994.3612
6023,395072.629
6024,395152.0088
6025,395231.917
6026,395311.3546
6027,395424.2707
6028,395469.0528
6029,395549.7781
6030,395663.6895
6031,395710.9932
6032,395794.4141
6033,395871.0781
6034,395957.6042
6035,396036.8438
6036,396117.1953
6037,396197.027
6038,396281.7526
6039,397028.5072
6040,396439.4634
6041,396556.7649
6042,396722.5067
6043,397124.0911
6044,396762.8321
6045,396842.69
6046,396889.4163
6047,396988.3325
6048,397068.4107
6049,397149.891
6050,397217.2404
6051,397298.1287
6052,397381.6549
6053,397460.5877
6054,397541.8805
6055,397626.3493
6056,397707.4864
6057,397797.5603
6058,397878.1106
6059,397961.9576
6060,398707.8562
6061,398796.777
6062,398203.3451
6063,398310.1669
6064,398428.3471
6065,398505.5864
6066,398588.9348
6067,398727.0977
6068,398812.7215
6069,398808.1947
6070,398973.8958
6071,399044.6635
6072,399266.5201
6073,399348.9778
6074,399428.401
6075,399508.6975
6076,399589.2615
6077,399672.463
6078,399931.8006
6079,400033.2325
6080,400189.3553
6081,400381.6817
6082,400459.2702
6083,400603.5224
6084,400349.1923
6085,400498.7943
6086,400426.6093
6087,400493.502
6088,400605.2034
6089,400654.174
6090,400787.514
6091,400836.6775
6092,400905.293
6093,401007.3076
6094,401307.8787
6095,401259.379
6096,401374.4902
6097,401421.1635
6098,401523.8551
6099,401611.1661
6100,401384.4905
6101,401502.9506
6102,401577.397
6103,401633.7287
6104,401764.7069
6105,402241.8061
6106,402332.5163
6107,402120.1385
6108,402182.0884
6109,402324.6662
6110,402453.5701
6111,402541.9973
6112,402629.7405
6113,402752.7606
6114,402908.2837
6115,402996.6832
6116,402963.9758
6117,402986.7641
6118,403071.3252
6119,403139.2661
6120,402955.2956
6121,403037.2178
6122,403123.235
6123,403206.7912
6124,403411.6209
6125,403407.8118
6126,403479.9703
6127,403552.3785
6128,403641.0057
6129,403724.5157
6130,403807.8307
6131,404192.3211
6132,404387.0593
6133,404475.4038
6134,404567.3029
6135,404571.8218
6136,404710.4871
6137,404815.8457
6138,404892.8886
6139,404927.1268
6140,405005.86
6141,405099.4044
6142,404937.6906
6143,405053.4284
6144,405145.0384
6145,405229.156
6146,405370.6304
6147,405308.9615
6148,405463.0077
6149,405563.8347
6150,405650.3492
6151,405792.0172
6152,405733.5334
6153,405903.5122
6154,406045.2929
6155,406013.0676
6156,406146.3965
6157,406241.6359
6158,406326.3791
6159,406336.2613
6160,406479.7131
6161,406493.3101
6162,406630.2695
6163,406747.3665
6164,406889.7435
6165,406834.1829
6166,406918.2595
6167,407002.1016
6168,407002.533
6169,407482.2014
6170,407215.0213
6171,407303.2728
6172,407393.2384
6173,407511.7445
6174,407810.6344
6175,407898.5936
6176,407955.9897
6177,407758.6938
6178,407908.6381
6179,408095.3936
6180,408250.6167
6181,408343.9535
6182,408560.1396
6183,408647.9334
6184,408791.6491
6185,408867.4603
6186,408956.1016
6187,409051.7795
6188,409096.4411
6189,409179.6379
6190,409013.1711
6191,409067.0898
6192,409151.8169
6193,409276.3187
6194,409260.4892
6195,409321.2845
6196,409406.5234
6197,409494.2006
6198,409547.7477
6199,409635.6552
6200,409722.9197
6201,409814.8746
6202,409898.2148
6203,409985.3132
6204,410072.5879
6205,410161.042
6206,410321.0902
6207,410407.4806
6208,410529.1399
6209,410591.6659
6210,410729.3472
6211,410749.8943
6212,410842.6288
6213,411606.687
6214,411028.3597
6215,411115.6132
6216,411232.848
6217,411314.5642
6218,411402.3075
6219,411487.7474
6220,411573.7423
6221,411657.8391
6222,411743.6814
6223,411989.3969
6224,412079.7579
6225,412246.0228
6226,412368.5942
6227,412422.16
6228,412494.8785
6229,412635.1712
6230,412449.1879
6231,412519.9572
6232,412713.2979
6233,412795.7645
6234,412892.3286
6235,413008.4102
6236,412981.7997
6237,413143.9635
6238,413150.1185
6239,413224.4752
6240,413312.6761
6241,413400.4238
6242,413487.9188
6243,413575.4007
6244,413662.4534
6245,413718.9926
6246,413809.0186
6247,413897.4156
6248,414023.2167
6249,414775.373
6250,414995.2115
6251,415053.5797
6252,415054.6871
6253,414919.7472
6254,415082.3115
6255,415047.7348
6256,415070.0986
6257,415194.7284
6258,415255.8167
6259,415166.9979
6260,414993.296
6261,415840.3707
6262,416120.1858
6263,415380.3903
6264,415412.1944
6265,415533.4395
6266,415589.1552
6267,415713.2625
6268,415803.9328
6269,415893.4464
6270,415933.8463
6271,416003.6358
6272,416258.3488
6273,416384.9544
6274,416242.2025
6275,416338.0087
6276,416421.3275
6277,416500.8802
6278,416587.2425
6279,416865.3504
6280,417007.0909
6281,417104.7867
6282,417330.5289
6283,417463.0638
6284,417127.2585
6285,417216.3795
6286,417306.2934
6287,417397.2647
6288,417486.8913
6289,417577.0352
6290,417793.9248
6291,417879.8252
6292,417857.1202
6293,417946.1943
6294,418036.6607
6295,418126.58
6296,418216.6066
6297,418272.7257
6298,418363.0393
6299,418454.0033
6300,418650.4269
6301,418741.4127
6302,418841.6284
6303,418932.8789
6304,419024.1947
6305,419115.4203
6306,419205.5546
6307,419297.1259
6308,419349.3344
6309,419512.9857
6310,419608.1166
6311,419632.0599
6312,419738.8049
6313,419762.5653
6314,419837.3862
6315,419944.9653
6316,420043.2228
6317,420257.5698
6318,420508.4355
6319,420645.7186
6320,420738.9471
6321,420523.3846
6322,420597.0142
6323,420662.6592
6324,421173.664
6325,421042.1342
6326,421195.176
6327,421297.7312
6328,421365.7465
6329,421400.1104
6330,421739.046
6331,421767.5446
6332,421778.923
6333,422090.7025
6334,421945.8788
6335,421932.2764
6336,422034.7874
6337,422485.8729
6338,422069.2895
6339,422182.6028
6340,422207.2969
6341,422289.1916
6342,422543.7581
6343,422508.9397
6344,422746.7393
6345,422648.6988
6346,422745.8769
6347,422832.8511
6348,422924.8538
6349,423049.4631
6350,423109.0367
6351,423197.7831
6352,423349.0662
6353,423377.2346
6354,423505.8084
6355,423772.084
6356,423936.5362
6357,423960.4987
6358,424053.0429
6359,424145.3874
6360,424238.1043
6361,424330.6793
6362,424423.3089
6363,424515.9734
6364,424608.5786
6365,424708.7107
6366,424842.5057
6367,424718.2764
6368,424863.57
6369,424960.85
6370,425058.9867
6371,425507.8465
6372,425695.3807
6373,425774.5069
6374,425906.6028
6375,425890.6882
6376,426080.8611
6377,426086.5132
6378,426143.675
6379,426182.5858
6380,426386.2459
6381,426494.2591
6382,426426.9613
6383,426571.905
6384,426711.8625
6385,426780.659
6386,426860.9967
6387,426845.4475
6388,426890.531
6389,427014.1662
6390,427199.428
6391,427221.5722
6392,427274.285
6393,427376.3768
6394,427544.328
6395,427563.4676
6396,427483.1857
6397,427646.6329
6398,427751.1646
6399,427849.9521
