scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
7433,1,1,1,3,6
7434,1,1,1,0,3
7435,1,1,1,0,3
7436,1,1,1,0,3
7437,1,1,1,0,3
7438,1,1,1,0,3
7439,1,1,1,0,3
7440,1,1,1,0,3
7441,1,1,1,0,3
7442,1,1,1,0,3
7443,1,1,1,0,3
7444,1,1,1,0,3
7445,1,1,1,0,3
7446,1,1,1,0,3
7447,1,1,1,0,3
7448,1,3,3,5,12
7449,1,3,3,4,11
7450,2,1,0,0,3
7451,2,1,0,0,3
7452,2,1,0,0,3
7453,2,1,0,0,3
7454,2,1,1,0,4
7455,2,1,1,0,4
7456,2,3,1,0,6
7457,2,3,3,0,8
7458,2,3,1,0,6
7459,2,3,4,0,9
7460,2,3,4,0,9
7461,2,3,4,0,9
7462,2,3,4,0,9
7463,2,3,4,0,9
7464,1,3,4,0,8
7465,1,3,4,0,8
7466,2,3,4,0,9
7467,1,3,4,0,8
7468,1,3,4,0,8
7469,1,3,4,0,8
7470,1,3,4,0,8
7471,1,3,4,0,8
7472,1,1,4,10,16
7473,1,1,4,0,6
7474,1,1,4,0,6
7475,1,1,4,0,6
7476,2,1,4,0,7
7477,2,1,4,0,7
7478,3,1,4,0,8
7479,2,1,4,0,7
7480,1,1,4,0,6
7481,1,1,4,0,6
7482,1,1,4,0,6
7483,2,1,4,0,7
7484,2,1,4,0,7
7485,2,1,4,0,7
7486,2,1,4,0,7
7487,2,1,4,0,7
7488,2,1,4,0,7
7489,2,1,4,0,7
7490,2,1,4,0,7
7491,1,1,4,0,6
7492,2,1,3,0,6
7493,2,1,3,0,6
7494,2,1,3,0,6
7495,2,1,3,0,6
7496,2,1,4,0,7
7497,1,1,4,0,6
7498,2,1,4,0,7
7499,2,1,4,0,7
7500,2,1,4,0,7
7501,2,1,4,0,7
7502,1,1,4,10,16
7503,1,1,4,10,16
7504,1,1,4,0,6
7505,1,1,4,0,6
7506,1,1,4,0,6
7507,1,1,4,0,6
7508,1,1,4,0,6
7509,1,1,4,0,6
7510,2,1,4,0,7
7511,2,1,4,0,7
7512,1,1,3,0,5
7513,2,1,3,0,6
7514,1,1,3,0,5
7515,2,1,3,0,6
7516,0,1,3,0,4
7517,2,1,3,0,6
7518,3,1,0,0,4
7519,1,1,3,0,5
7520,2,1,3,0,6
7521,1,1,3,0,5
7522,2,1,0,0,3
7523,2,1,1,10,14
7524,2,1,1,10,14
7525,2,3,1,5,11
7526,2,3,2,5,12
7527,2,3,1,5,11
7528,2,3,1,0,6
7529,2,3,1,0,6
7530,2,3,1,0,6
7531,2,3,4,0,9
7532,2,3,1,0,6
7533,2,3,4,0,9
7534,1,3,4,0,8
7535,2,3,4,0,9
7536,2,3,4,0,9
7537,2,3,4,0,9
7538,2,3,4,0,9
7539,1,3,4,0,8
7540,1,3,4,0,8
7541,1,1,4,0,6
7542,1,1,4,0,6
7543,1,1,4,0,6
7544,1,1,4,0,6
7545,1,1,4,0,6
7546,1,1,4,0,6
7547,1,1,4,0,6
7548,1,1,4,0,6
7549,2,1,4,0,7
7550,1,1,3,0,5
7551,1,1,3,0,5
7552,1,1,4,0,6
7553,1,1,4,0,6
7554,1,1,4,0,6
7555,1,1,4,0,6
7556,1,1,4,0,6
7557,1,1,4,0,6
7558,1,1,4,0,6
7559,1,1,4,0,6
7560,1,1,4,0,6
7561,2,1,4,0,7
7562,2,1,4,0,7
7563,2,1,4,10,17
7564,2,1,4,0,7
7565,2,1,4,0,7
7566,2,1,4,0,7
7567,1,1,4,0,6
7568,2,1,4,0,7
7569,2,1,4,0,7
7570,2,1,4,0,7
7571,2,1,4,0,7
7572,2,1,4,0,7
7573,2,1,4,0,7
7574,1,1,4,0,6
7575,1,1,4,0,6
7576,1,1,3,0,5
7577,1,1,3,10,15
7578,0,1,3,0,4
7579,1,1,3,0,5
7580,1,1,3,0,5
7581,1,1,3,0,5
7582,2,1,1,0,4
7583,2,1,3,0,6
7584,2,1,1,0,4
7585,2,1,1,0,4
7586,2,1,1,0,4
7587,1,1,3,0,5
7588,1,1,3,0,5
7589,2,2,0,5,9
7590,3,2,0,5,10
7591,3,2,0,5,10
7592,2,2,0,0,4
7593,1,2,0,5,8
7594,3,2,0,5,10
7595,2,2,0,5,9
7596,3,2,0,5,10
7597,1,2,0,5,8
7598,1,1,3,0,5
7599,3,1,0,0,4
7600,1,1,3,0,5
7601,1,1,3,0,5
7602,1,1,3,0,5
7603,1,1,3,0,5
7604,2,1,3,0,6
7605,1,1,3,0,5
7606,2,1,3,0,6
7607,3,1,0,0,4
7608,2,1,3,0,6
7609,2,1,3,0,6
7610,2,1,3,0,6
7611,3,1,3,0,7
7612,2,1,3,0,6
7613,2,1,3,0,6
7614,2,1,4,0,7
7615,2,1,4,0,7
7616,2,1,4,0,7
7617,2,1,4,0,7
7618,2,1,4,0,7
7619,2,1,1,0,4
7620,2,1,4,0,7
7621,2,1,4,0,7
7622,1,1,4,0,6
7623,2,1,4,0,7
7624,2,1,4,0,7
7625,2,1,4,0,7
7626,1,1,4,0,6
7627,1,1,4,0,6
7628,1,1,4,0,6
7629,1,1,4,0,6
7630,1,1,4,0,6
7631,1,1,4,0,6
7632,1,1,4,0,6
7633,1,1,4,0,6
7634,1,1,4,0,6
7635,1,1,4,10,16
7636,2,1,4,0,7
7637,1,1,4,0,6
7638,2,1,4,0,7
7639,2,1,4,0,7
7640,1,1,4,0,6
7641,1,1,4,0,6
7642,1,1,4,0,6
7643,1,1,4,0,6
7644,1,1,4,0,6
7645,1,1,4,0,6
7646,1,1,4,0,6
7647,1,1,4,0,6
7648,1,1,4,0,6
7649,1,1,4,0,6
7650,1,1,4,0,6
7651,1,1,4,0,6
7652,1,1,4,0,6
7653,1,1,4,0,6
7654,1,1,1,0,3
7655,1,1,1,10,13
7656,1,1,3,0,5
7657,1,1,3,0,5
7658,2,1,0,6,9
7659,2,1,0,0,3
7660,2,1,0,10,13
7661,2,1,0,10,13
7662,2,1,0,10,13
7663,2,1,0,10,13
7664,2,1,0,10,13
7665,2,1,0,0,3
7666,2,1,0,10,13
7667,2,1,0,0,3
7668,2,1,1,10,14
7669,2,1,1,5,9
7670,2,1,1,10,14
7671,2,1,1,10,14
7672,2,1,1,10,14
7673,2,1,1,10,14
7674,2,1,0,0,3
7675,1,1,3,0,5
7676,2,1,3,0,6
7677,1,1,3,0,5
7678,1,1,3,10,15
7679,1,1,3,10,15
7680,2,1,3,0,6
7681,1,1,3,0,5
7682,2,1,3,0,6
7683,2,1,3,0,6
7684,2,1,3,0,6
7685,2,1,3,0,6
7686,2,1,3,0,6
7687,2,1,3,0,6
7688,2,1,1,0,4
7689,2,1,1,0,4
7690,2,1,1,0,4
7691,3,1,4,0,8
7692,2,1,1,0,4
7693,2,1,1,0,4
7694,2,1,4,0,7
7695,2,1,4,0,7
7696,2,1,4,0,7
7697,2,1,4,0,7
7698,1,1,4,0,6
7699,2,1,4,0,7
7700,1,1,4,0,6
7701,2,1,4,0,7
7702,1,1,4,0,6
7703,1,1,4,0,6
7704,1,1,4,0,6
7705,1,1,4,0,6
7706,1,1,4,0,6
7707,1,1,4,0,6
7708,1,1,4,0,6
7709,1,1,4,0,6
7710,1,1,4,0,6
7711,1,1,4,0,6
7712,1,1,4,0,6
7713,1,1,4,0,6
7714,1,1,4,10,16
7715,2,1,4,10,17
7716,2,1,4,0,7
7717,2,1,4,0,7
7718,2,1,1,10,14
7719,2,1,4,0,7
7720,2,1,4,0,7
7721,2,1,4,0,7
7722,2,1,4,0,7
7723,2,1,4,0,7
7724,1,1,4,0,6
7725,2,1,4,0,7
7726,2,1,4,0,7
7727,2,1,4,0,7
7728,2,1,4,0,7
7729,1,1,3,0,5
7730,1,1,3,0,5
7731,2,3,3,10,18
7732,2,3,3,0,8
7733,3,3,3,0,9
7734,3,3,3,0,9
7735,2,3,3,0,8
7736,2,3,3,0,8
7737,2,3,3,0,8
7738,2,3,3,0,8
7739,2,1,3,0,6
7740,3,1,3,0,7
7741,2,1,3,0,6
7742,2,1,3,0,6
7743,1,1,3,0,5
7744,1,1,3,0,5
7745,1,1,3,0,5
7746,1,1,3,0,5
7747,1,1,3,0,5
7748,2,1,3,0,6
7749,2,1,0,0,3
7750,3,1,0,10,14
7751,1,1,3,0,5
7752,1,1,3,0,5
7753,1,1,3,0,5
7754,2,1,0,0,3
7755,3,1,0,10,14
7756,3,1,0,10,14
7757,2,1,3,0,6
7758,2,1,3,0,6
7759,2,1,0,0,3
7760,2,1,0,10,13
7761,2,1,0,10,13
7762,2,1,0,0,3
7763,2,1,0,10,13
7764,2,1,3,0,6
7765,2,1,3,0,6
7766,1,1,3,0,5
7767,1,1,3,0,5
7768,0,1,3,0,4
7769,0,1,3,0,4
7770,0,1,3,0,4
7771,0,1,3,0,4
7772,0,1,2,5,8
7773,0,1,2,5,8
7774,0,1,2,5,8
7775,0,1,2,5,8
7776,0,1,3,0,4
7777,0,1,3,0,4
7778,0,1,3,0,4
7779,0,1,1,0,2
7780,0,1,3,0,4
7781,0,1,3,0,4
7782,1,1,3,0,5
7783,1,1,3,0,5
7784,1,1,3,0,5
7785,2,1,3,0,6
7786,2,1,3,0,6
7787,2,1,0,0,3
7788,2,1,1,5,9
7789,2,1,1,5,9
7790,2,1,2,5,10
7791,2,1,4,10,17
7792,2,1,1,10,14
7793,2,1,1,0,4
7794,2,1,4,0,7
7795,2,1,4,0,7
7796,2,1,1,0,4
7797,1,1,4,0,6
7798,2,1,4,0,7
7799,1,1,4,0,6
7800,2,1,4,0,7
7801,2,1,4,0,7
7802,2,1,4,0,7
7803,1,1,4,0,6
7804,2,1,4,0,7
7805,1,1,4,0,6
7806,1,1,4,0,6
7807,1,1,4,0,6
7808,1,1,4,0,6
7809,2,1,4,0,7
7810,1,1,4,0,6
7811,1,1,4,0,6
7812,2,1,4,0,7
7813,1,1,4,0,6
7814,1,1,4,0,6
7815,1,1,4,0,6
7816,1,1,4,0,6
7817,1,1,4,0,6
7818,1,1,4,0,6
7819,1,1,4,0,6
7820,1,1,4,0,6
7821,1,1,4,0,6
7822,1,1,4,0,6
7823,1,1,4,0,6
7824,1,1,4,0,6
7825,1,1,4,0,6
7826,1,1,4,0,6
7827,1,1,4,0,6
7828,1,1,4,0,6
7829,1,1,4,0,6
7830,1,1,4,0,6
7831,1,1,4,0,6
7832,1,1,4,0,6
7833,2,1,4,0,7
7834,1,1,4,0,6
7835,2,1,3,10,16
7836,2,1,3,0,6
7837,3,1,3,0,7
7838,3,1,3,0,7
7839,2,1,3,0,6
7840,2,1,3,10,16
7841,0,1,3,10,14
7842,0,1,3,10,14
7843,0,1,1,3,5
7844,2,1,0,10,13
7845,1,1,0,10,12
7846,1,1,3,0,5
7847,2,1,3,10,16
7848,2,1,4,10,17
7849,2,1,1,0,4
7850,2,1,1,0,4
7851,2,1,1,0,4
7852,2,1,1,0,4
7853,2,1,1,0,4
7854,2,1,1,0,4
7855,2,1,1,0,4
7856,2,1,1,0,4
7857,2,1,1,3,7
7858,2,1,3,0,6
7859,2,1,0,0,3
7860,1,1,0,0,2
7861,2,1,0,0,3
7862,2,1,0,0,3
7863,2,1,0,0,3
7864,2,3,3,2,10
7865,1,1,3,0,5
7866,1,1,3,0,5
7867,1,1,3,0,5
7868,1,1,3,0,5
7869,1,1,3,0,5
7870,1,1,3,0,5
7871,1,1,4,0,6
7872,1,1,4,0,6
7873,1,1,4,0,6
7874,1,1,4,0,6
7875,1,1,3,10,15
7876,2,1,3,10,16
7877,2,1,3,10,16
7878,2,1,3,10,16
7879,2,1,3,10,16
7880,2,1,3,0,6
7881,1,1,3,0,5
7882,1,1,1,0,3
7883,1,1,1,3,6
7884,1,1,1,2,5
7885,0,1,1,7,9
7886,1,1,1,7,10
7887,1,1,1,6,9
7888,1,1,1,2,5
7889,0,1,0,2,3
7890,0,1,0,2,3
7891,1,1,3,0,5
7892,1,1,3,10,15
7893,1,1,0,10,12
7894,1,1,3,10,15
7895,2,1,3,0,6
7896,2,1,3,0,6
7897,1,1,3,0,5
7898,1,1,3,0,5
7899,1,1,4,0,6
7900,1,1,4,0,6
7901,1,1,4,0,6
7902,1,1,4,0,6
7903,1,1,4,0,6
7904,1,1,4,0,6
7905,1,1,4,0,6
7906,1,1,4,0,6
7907,1,1,4,0,6
7908,2,1,4,0,7
7909,1,1,3,0,5
7910,2,1,3,0,6
7911,2,1,4,0,7
7912,2,1,1,0,4
7913,1,1,1,0,3
7914,2,1,4,0,7
7915,1,1,4,0,6
7916,2,1,4,0,7
7917,2,1,4,0,7
7918,2,1,4,0,7
7919,3,1,4,4,12
7920,2,1,4,4,11
7921,2,1,4,0,7
7922,2,1,4,0,7
7923,2,1,4,0,7
7924,2,1,4,0,7
7925,1,1,4,0,6
7926,1,1,4,0,6
7927,1,1,4,0,6
7928,2,1,4,0,7
7929,2,1,4,0,7
7930,2,1,4,10,17
7931,2,1,3,0,6
7932,1,1,1,0,3
7933,0,1,1,0,2
7934,1,1,1,3,6
7935,1,1,3,0,5
7936,1,1,3,10,15
7937,1,1,3,0,5
7938,1,1,1,0,3
7939,0,1,1,2,4
7940,0,1,1,2,4
7941,0,1,1,2,4
7942,0,1,1,2,4
7943,0,1,1,2,4
7944,2,1,0,0,3
7945,1,1,3,0,5
7946,1,1,3,0,5
7947,1,1,0,0,2
7948,1,1,3,0,5
7949,1,1,0,0,2
7950,1,1,0,0,2
7951,1,1,0,0,2
7952,2,1,0,0,3
7953,2,1,0,0,3
7954,2,1,3,0,6
7955,2,1,3,0,6
7956,2,1,3,0,6
7957,2,1,3,0,6
7958,2,1,3,0,6
7959,2,1,3,0,6
7960,2,1,3,0,6
7961,2,1,3,0,6
7962,1,1,3,0,5
7963,2,1,3,0,6
7964,2,1,3,0,6
7965,0,1,3,0,4
7966,1,1,3,0,5
7967,1,1,3,0,5
7968,0,1,3,0,4
7969,0,1,3,0,4
7970,0,1,3,0,4
7971,0,1,3,0,4
7972,1,1,3,0,5
7973,1,1,3,0,5
7974,1,1,3,0,5
7975,1,1,3,0,5
7976,1,1,3,0,5
7977,1,1,3,0,5
7978,1,1,3,0,5
7979,1,1,4,0,6
7980,1,1,4,0,6
7981,1,1,4,0,6
7982,1,1,4,0,6
7983,1,1,4,0,6
7984,1,1,4,0,6
7985,1,1,4,0,6
7986,1,1,3,10,15
7987,1,1,3,10,15
7988,1,1,3,0,5
7989,1,1,3,0,5
7990,1,1,3,0,5
7991,1,1,1,0,3
7992,1,1,3,0,5
7993,1,1,3,0,5
7994,1,1,3,0,5
7995,2,1,3,0,6
7996,2,1,3,0,6
7997,1,1,3,0,5
7998,1,1,4,0,6
7999,1,1,4,0,6
