scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
5727,1,1,1,0,3
5728,0,1,3,0,4
5729,0,1,3,0,4
5730,0,1,3,0,4
5731,0,1,3,0,4
5732,0,1,3,0,4
5733,0,1,3,0,4
5734,0,1,3,0,4
5735,0,1,3,0,4
5736,0,1,3,0,4
5737,0,1,3,0,4
5738,0,1,3,0,4
5739,0,1,3,0,4
5740,0,1,3,0,4
5741,0,1,3,0,4
5742,0,1,3,0,4
5743,0,1,3,0,4
5744,0,1,3,0,4
5745,0,1,3,0,4
5746,0,1,3,0,4
5747,0,1,3,0,4
5748,0,1,3,0,4
5749,0,1,3,0,4
5750,0,1,3,0,4
5751,0,1,3,0,4
5752,0,1,3,0,4
5753,0,2,3,0,5
5754,0,2,3,0,5
5755,0,2,3,0,5
5756,0,2,3,0,5
5757,0,2,3,0,5
5758,0,2,3,0,5
5759,0,2,3,0,5
5760,0,2,3,0,5
5761,0,2,3,0,5
5762,0,2,3,0,5
5763,0,2,3,0,5
5764,0,2,3,0,5
5765,0,2,3,0,5
5766,0,2,3,0,5
5767,0,2,3,0,5
5768,0,2,3,0,5
5769,0,2,3,0,5
5770,0,2,3,0,5
5771,0,2,3,0,5
5772,0,2,3,0,5
5773,0,2,3,0,5
5774,0,3,3,0,6
5775,0,3,3,0,6
5776,0,3,3,0,6
5777,0,3,3,0,6
5778,0,3,3,0,6
5779,0,3,3,0,6
5780,0,3,3,0,6
5781,0,3,3,0,6
5782,2,1,3,0,6
5783,2,1,0,0,3
5784,1,1,0,0,2
5785,1,1,3,0,5
5786,1,1,3,0,5
5787,1,1,3,0,5
5788,2,1,3,0,6
5789,3,1,0,5,9
5790,3,1,1,5,10
5791,3,1,2,5,11
5792,2,1,3,0,6
5793,2,1,2,0,5
5794,3,1,1,0,5
5795,3,1,1,0,5
5796,3,1,3,10,17
5797,3,1,1,5,10
5798,3,1,3,10,17
5799,3,1,3,10,17
5800,1,1,3,0,5
5801,2,1,3,0,6
5802,2,1,3,0,6
5803,1,1,3,0,5
5804,2,1,3,0,6
5805,1,1,3,0,5
5806,1,1,3,0,5
5807,1,1,3,0,5
5808,1,1,3,0,5
5809,1,1,4,0,6
5810,1,1,4,0,6
5811,1,1,4,0,6
5812,1,1,4,0,6
5813,1,1,4,0,6
5814,1,1,4,0,6
5815,1,1,4,0,6
5816,1,1,4,0,6
5817,1,1,4,0,6
5818,1,1,4,0,6
5819,1,1,4,0,6
5820,1,1,4,0,6
5821,1,1,4,0,6
5822,1,1,4,0,6
5823,1,1,4,0,6
5824,1,1,4,0,6
5825,1,1,4,0,6
5826,1,1,4,0,6
5827,1,1,4,0,6
5828,1,1,4,0,6
5829,1,1,4,0,6
5830,2,1,4,0,7
5831,2,1,4,0,7
5832,2,1,4,0,7
5833,2,1,4,0,7
5834,2,1,4,0,7
5835,2,1,4,0,7
5836,2,1,4,0,7
5837,2,1,4,0,7
5838,2,1,4,10,17
5839,2,1,4,10,17
5840,2,1,4,0,7
5841,2,1,4,0,7
5842,2,1,4,0,7
5843,2,1,4,0,7
5844,2,1,4,0,7
5845,3,1,4,0,8
5846,3,1,4,0,8
5847,3,1,4,0,8
5848,1,1,4,0,6
5849,2,1,4,0,7
5850,2,1,4,0,7
5851,1,1,3,0,5
5852,1,1,3,0,5
5853,0,1,3,10,14
5854,0,1,3,0,4
5855,0,1,3,0,4
5856,0,1,3,0,4
5857,0,1,3,0,4
5858,0,1,3,0,4
5859,0,1,3,0,4
5860,0,1,3,0,4
5861,0,1,3,0,4
5862,0,1,3,0,4
5863,0,1,3,0,4
5864,2,1,3,0,6
5865,1,1,3,0,5
5866,1,1,3,0,5
5867,0,1,3,0,4
5868,0,1,3,0,4
5869,0,1,3,0,4
5870,0,1,3,0,4
5871,0,1,3,0,4
5872,0,1,3,0,4
5873,0,1,3,0,4
5874,0,1,3,0,4
5875,0,1,3,0,4
5876,1,1,3,0,5
5877,1,1,3,0,5
5878,1,1,3,0,5
5879,1,1,3,0,5
5880,1,1,3,0,5
5881,1,1,3,0,5
5882,1,1,3,0,5
5883,1,1,3,0,5
5884,1,1,3,0,5
5885,1,1,3,0,5
5886,1,1,3,0,5
5887,1,1,3,0,5
5888,1,1,3,0,5
5889,1,1,3,0,5
5890,1,1,3,0,5
5891,0,1,3,0,4
5892,1,1,3,0,5
5893,1,1,3,0,5
5894,2,1,3,0,6
5895,2,1,3,0,6
5896,1,1,3,0,5
5897,1,1,3,0,5
5898,1,1,3,10,15
5899,2,1,3,10,16
5900,2,1,3,10,16
5901,1,1,3,10,15
5902,1,1,3,0,5
5903,3,1,1,0,5
5904,2,1,1,0,4
5905,2,1,2,0,5
5906,1,1,1,0,3
5907,3,1,1,0,5
5908,1,1,1,4,7
5909,1,1,1,0,3
5910,1,1,1,4,7
5911,1,1,1,4,7
5912,1,1,1,4,7
5913,1,1,1,0,3
5914,1,1,1,5,8
5915,1,1,1,5,8
5916,1,1,1,0,3
5917,1,1,1,0,3
5918,1,1,1,0,3
5919,1,1,1,0,3
5920,1,1,1,0,3
5921,1,1,1,0,3
5922,1,1,3,0,5
5923,3,1,0,0,4
5924,1,1,3,0,5
5925,1,1,3,0,5
5926,1,1,3,0,5
5927,3,1,1,0,5
5928,2,1,1,0,4
5929,2,1,4,10,17
5930,2,1,3,0,6
5931,2,1,1,0,4
5932,2,1,4,0,7
5933,2,1,4,0,7
5934,2,1,4,0,7
5935,2,1,4,0,7
5936,2,1,4,0,7
5937,1,1,4,0,6
5938,2,1,4,0,7
5939,2,1,4,0,7
5940,1,1,4,0,6
5941,2,1,4,0,7
5942,1,1,4,0,6
5943,1,1,4,0,6
5944,1,1,4,0,6
5945,1,1,4,0,6
5946,1,1,4,0,6
5947,1,1,4,0,6
5948,1,1,4,0,6
5949,1,1,4,0,6
5950,1,1,4,0,6
5951,1,1,4,10,16
5952,1,1,4,0,6
5953,2,1,4,0,7
5954,2,1,4,0,7
5955,2,1,3,0,6
5956,2,1,3,0,6
5957,1,1,3,0,5
5958,1,1,4,0,6
5959,1,1,4,0,6
5960,1,1,4,0,6
5961,1,1,4,0,6
5962,1,1,4,0,6
5963,1,1,4,0,6
5964,1,1,4,0,6
5965,1,1,4,0,6
5966,1,1,4,0,6
5967,1,1,4,0,6
5968,1,1,4,0,6
5969,2,1,4,10,17
5970,2,1,4,10,17
5971,2,1,4,0,7
5972,2,1,4,0,7
5973,2,1,4,0,7
5974,2,1,4,0,7
5975,2,1,4,0,7
5976,1,1,4,0,6
5977,2,1,4,0,7
5978,2,1,4,0,7
5979,3,1,4,0,8
5980,3,1,4,0,8
5981,3,1,4,0,8
5982,2,1,3,0,6
5983,1,1,3,0,5
5984,1,1,3,10,15
5985,0,1,3,0,4
5986,1,1,3,0,5
5987,3,1,0,0,4
5988,1,1,3,0,5
5989,1,1,3,0,5
5990,2,1,3,0,6
5991,2,1,3,0,6
5992,2,1,0,10,13
5993,3,1,0,10,14
5994,3,1,1,10,15
5995,1,1,3,0,5
5996,2,1,3,0,6
5997,2,2,4,0,8
5998,2,2,4,0,8
5999,2,2,4,0,8
6000,2,2,4,0,8
6001,2,2,4,0,8
6002,2,2,1,0,5
6003,2,2,1,0,5
6004,2,2,4,0,8
6005,2,3,1,0,6
6006,2,3,1,10,16
6007,2,3,4,0,9
6008,1,3,4,0,8
6009,1,1,2,5,9
6010,1,1,3,0,5
6011,1,1,0,0,2
6012,2,1,3,0,6
6013,2,1,3,0,6
6014,3,1,0,10,14
6015,3,1,0,10,14
6016,1,1,1,5,8
6017,3,1,1,5,10
6018,2,1,4,0,7
6019,2,3,4,0,9
6020,2,3,4,0,9
6021,2,3,4,0,9
6022,2,3,4,0,9
6023,2,3,4,0,9
6024,2,3,4,0,9
6025,2,3,4,0,9
6026,2,3,4,0,9
6027,2,3,4,0,9
6028,1,3,4,0,8
6029,1,3,4,0,8
6030,2,3,4,0,9
6031,1,3,4,0,8
6032,1,3,4,0,8
6033,1,3,4,0,8
6034,1,1,4,0,6
6035,1,1,4,0,6
6036,1,1,4,0,6
6037,1,1,4,0,6
6038,1,1,4,0,6
6039,1,1,4,10,16
6040,1,1,4,0,6
6041,1,1,4,0,6
6042,2,1,4,0,7
6043,2,1,4,0,7
6044,1,1,4,0,6
6045,1,1,4,0,6
6046,1,1,4,0,6
6047,1,1,4,0,6
6048,1,1,4,0,6
6049,1,1,4,0,6
6050,1,1,4,0,6
6051,1,1,4,0,6
6052,1,1,4,0,6
6053,1,1,4,0,6
6054,1,1,4,0,6
6055,1,1,4,0,6
6056,1,1,4,0,6
6057,2,1,4,0,7
6058,2,1,4,0,7
6059,2,1,4,0,7
6060,2,1,4,10,17
6061,2,1,4,10,17
6062,2,1,4,0,7
6063,2,1,4,0,7
6064,2,1,4,0,7
6065,2,1,4,0,7
6066,2,1,4,0,7
6067,3,1,4,0,8
6068,3,1,4,0,8
6069,2,1,4,0,7
6070,3,1,4,0,8
6071,3,1,3,0,7
6072,3,1,3,0,7
6073,3,1,3,0,7
6074,3,1,3,0,7
6075,3,1,3,0,7
6076,3,1,3,0,7
6077,3,1,3,0,7
6078,1,1,2,0,4
6079,3,1,2,2,8
6080,3,1,1,8,13
6081,3,1,1,7,12
6082,3,1,2,5,11
6083,3,1,2,5,11
6084,1,1,3,0,5
6085,5,1,3,0,9
6086,2,1,3,0,6
6087,1,1,3,0,5
6088,1,1,3,0,5
6089,1,1,3,0,5
6090,3,1,3,0,7
6091,1,1,3,0,5
6092,1,1,3,0,5
6093,1,1,3,0,5
6094,2,1,2,0,5
6095,2,1,2,4,9
6096,3,1,2,4,10
6097,2,1,2,4,9
6098,2,1,2,0,5
6099,2,1,1,0,4
6100,2,1,3,0,6
6101,1,1,3,0,5
6102,2,1,3,0,6
6103,1,1,3,0,5
6104,2,1,3,0,6
6105,3,1,1,5,10
6106,3,1,2,5,11
6107,2,1,2,0,5
6108,2,1,4,10,17
6109,2,1,2,4,9
6110,2,1,2,5,10
6111,2,1,2,5,10
6112,2,1,2,5,10
6113,2,1,1,5,9
6114,2,1,1,10,14
6115,2,1,1,10,14
6116,2,1,1,0,4
6117,2,1,1,10,14
6118,2,1,1,0,4
6119,2,1,1,10,14
6120,1,1,4,0,6
6121,1,1,4,0,6
6122,1,1,4,0,6
6123,1,1,4,0,6
6124,2,1,4,0,7
6125,1,1,4,0,6
6126,1,1,4,0,6
6127,1,1,4,0,6
6128,1,1,4,0,6
6129,1,1,4,0,6
6130,1,1,4,0,6
6131,1,1,1,10,13
6132,2,1,1,0,4
6133,2,1,1,0,4
6134,2,1,1,0,4
6135,2,1,1,0,4
6136,2,1,1,0,4
6137,1,1,1,0,3
6138,2,1,1,5,9
6139,0,1,3,5,9
6140,0,1,3,5,9
6141,0,1,2,5,8
6142,0,1,3,0,4
6143,0,1,3,0,4
6144,0,1,3,0,4
6145,0,1,3,0,4
6146,0,1,3,0,4
6147,0,1,3,0,4
6148,0,1,3,0,4
6149,0,1,3,0,4
6150,0,1,3,0,4
6151,0,1,3,0,4
6152,0,1,3,0,4
6153,0,1,3,0,4
6154,0,1,3,0,4
6155,0,1,3,0,4
6156,0,1,3,0,4
6157,0,1,3,0,4
6158,0,1,3,0,4
6159,0,1,3,0,4
6160,0,1,3,0,4
6161,0,1,3,0,4
6162,0,1,3,0,4
6163,0,1,3,0,4
6164,0,1,3,0,4
6165,0,1,3,0,4
6166,0,1,3,0,4
6167,0,1,3,0,4
6168,1,1,3,0,5
6169,2,1,0,10,13
6170,1,1,3,0,5
6171,1,1,3,0,5
6172,1,1,3,0,5
6173,1,1,3,0,5
6174,2,1,1,0,4
6175,2,1,1,0,4
6176,2,1,4,0,7
6177,1,1,4,0,6
6178,2,1,4,0,7
6179,2,1,4,0,7
6180,2,1,4,0,7
6181,2,1,4,0,7
6182,2,1,4,10,17
6183,2,1,4,10,17
6184,2,1,4,10,17
6185,2,1,4,10,17
6186,2,1,1,0,4
6187,2,1,1,0,4
6188,1,1,1,0,3
6189,1,1,1,10,13
6190,2,1,4,0,7
6191,2,1,4,0,7
6192,2,1,4,0,7
6193,2,1,4,0,7
6194,1,1,4,0,6
6195,1,1,4,0,6
6196,1,1,4,0,6
6197,1,1,4,0,6
6198,1,1,4,0,6
6199,1,1,4,0,6
6200,1,1,4,0,6
6201,1,1,4,0,6
6202,1,1,4,0,6
6203,1,1,4,0,6
6204,1,1,4,0,6
6205,1,1,4,0,6
6206,1,2,4,0,7
6207,1,2,4,0,7
6208,1,2,4,0,7
6209,2,2,3,0,7
6210,2,2,3,0,7
6211,2,2,3,0,7
6212,2,2,3,0,7
6213,2,2,4,10,18
6214,2,2,4,0,8
6215,2,2,4,0,8
6216,2,2,4,0,8
6217,2,2,4,0,8
6218,2,2,4,0,8
6219,2,2,4,0,8
6220,2,2,4,0,8
6221,2,2,4,0,8
6222,1,2,3,0,6
6223,1,2,3,0,6
6224,0,2,3,0,5
6225,2,2,3,10,17
6226,3,2,1,0,6
6227,3,2,1,0,6
6228,2,2,1,10,15
6229,2,2,1,0,5
6230,1,2,3,0,6
6231,1,2,3,0,6
6232,1,2,3,0,6
6233,1,2,3,0,6
6234,1,2,3,0,6
6235,1,2,3,0,6
6236,1,2,3,0,6
6237,1,2,3,0,6
6238,1,2,3,0,6
6239,2,2,3,0,7
6240,2,2,3,0,7
6241,2,2,3,0,7
6242,2,2,3,0,7
6243,2,2,3,0,7
6244,2,2,3,0,7
6245,1,2,3,0,6
6246,1,2,3,0,6
6247,1,2,3,0,6
6248,1,2,3,0,6
6249,2,2,0,10,14
6250,2,2,3,10,17
6251,1,2,3,10,16
6252,2,2,0,10,14
6253,1,2,3,10,16
6254,1,2,6,10,19
6255,2,2,1,5,10
6256,1,2,0,10,13
6257,3,2,0,10,15
6258,3,2,0,10,15
6259,1,2,3,0,6
6260,1,1,3,0,5
6261,2,1,0,0,3
6262,2,1,0,10,13
6263,2,1,3,0,6
6264,2,1,3,0,6
6265,1,1,3,0,5
6266,2,1,3,0,6
6267,2,1,3,0,6
6268,2,1,3,0,6
6269,3,1,3,0,7
6270,2,1,3,0,6
6271,1,1,3,0,5
6272,1,1,3,0,5
6273,2,1,3,10,16
6274,2,1,3,0,6
6275,2,1,3,0,6
6276,2,1,3,0,6
6277,2,1,4,0,7
6278,2,1,4,0,7
6279,2,1,4,0,7
6280,2,1,4,10,17
6281,2,1,4,10,17
6282,1,1,1,10,13
6283,1,1,1,0,3
6284,1,1,4,0,6
6285,1,1,4,0,6
6286,1,1,4,0,6
6287,1,1,4,0,6
6288,1,1,4,0,6
6289,1,1,4,0,6
6290,2,1,4,0,7
6291,2,1,4,0,7
6292,1,1,4,0,6
6293,1,1,4,0,6
6294,1,1,4,0,6
6295,1,1,4,0,6
6296,1,1,4,0,6
6297,1,1,4,0,6
6298,1,1,4,0,6
6299,1,1,4,0,6
6300,1,3,4,0,8
6301,1,3,4,0,8
6302,2,3,4,0,9
6303,2,3,4,0,9
6304,2,3,4,0,9
6305,2,3,4,0,9
6306,2,3,4,0,9
6307,2,3,4,0,9
6308,2,1,4,0,7
6309,3,1,4,0,8
6310,3,1,4,0,8
6311,2,1,4,0,7
6312,3,1,4,0,8
6313,2,1,4,0,7
6314,2,1,4,0,7
6315,2,1,4,0,7
6316,1,1,4,0,6
6317,1,1,3,0,5
6318,1,1,3,0,5
6319,0,1,3,10,14
6320,0,1,3,10,14
6321,0,1,3,0,4
6322,1,1,3,0,5
6323,1,1,3,0,5
6324,2,1,1,5,9
6325,2,1,2,0,5
6326,1,1,1,5,8
6327,2,1,1,5,9
6328,2,1,1,5,9
6329,2,1,1,3,7
6330,1,1,1,5,8
6331,0,1,1,0,2
6332,1,1,1,0,3
6333,4,1,2,5,12
6334,1,1,1,5,8
6335,1,1,3,0,5
6336,1,1,3,0,5
6337,1,1,3,10,15
6338,1,1,3,0,5
6339,2,1,3,0,6
6340,2,1,3,0,6
6341,2,1,3,0,6
6342,2,1,3,10,16
6343,2,1,3,0,6
6344,2,1,4,0,7
6345,1,1,4,0,6
6346,1,1,4,0,6
6347,1,1,4,0,6
6348,1,1,4,0,6
6349,2,1,4,0,7
6350,1,1,4,0,6
6351,1,1,4,0,6
6352,2,1,4,0,7
6353,1,1,4,0,6
6354,2,1,4,0,7
6355,2,1,1,0,4
6356,2,1,2,0,5
6357,1,1,2,0,4
6358,1,1,2,0,4
6359,1,1,2,0,4
6360,1,1,2,0,4
6361,1,1,2,0,4
6362,1,1,2,0,4
6363,1,1,2,0,4
6364,1,1,2,0,4
6365,1,1,2,0,4
6366,1,1,3,5,10
6367,1,1,3,0,5
6368,2,1,3,0,6
6369,2,1,3,0,6
6370,1,1,3,0,5
6371,3,1,0,10,14
6372,3,1,1,5,10
6373,3,1,1,5,10
6374,3,1,1,5,10
6375,2,1,1,10,14
6376,2,1,0,10,13
6377,2,1,0,10,13
6378,2,1,0,5,8
6379,2,1,1,0,4
6380,3,1,1,0,5
6381,3,1,1,5,10
6382,2,1,0,4,7
6383,2,1,0,10,13
6384,2,1,0,5,8
6385,2,1,0,4,7
6386,2,1,0,0,3
6387,2,1,1,5,9
6388,2,1,1,6,10
6389,2,1,1,4,8
6390,2,1,1,10,14
6391,1,1,3,0,5
6392,1,1,3,5,10
6393,1,1,3,5,10
6394,2,1,3,10,16
6395,0,1,3,0,4
6396,0,1,3,0,4
6397,0,1,3,0,4
6398,0,1,3,0,4
6399,0,1,3,0,4
