scenario no.,scenario diversity
4393,318282.4606
4394,318160.1675
4395,318196.9151
4396,318147.8522
4397,318060.3968
4398,318138.099
4399,318151.8566
4400,318167.5428
4401,318183.2683
4402,318199.033
4403,318214.8369
4404,318281.2931
4405,318297.1755
4406,318531.7648
4407,318576.387
4408,318611.6893
4409,318671.7157
4410,318377.1755
4411,318628.6229
4412,318736.7905
4413,319029.5489
4414,318191.7242
4415,318218.0685
4416,318216.417
4417,318292.2581
4418,318272.3111
4419,318301.9487
4420,318319.1612
4421,318336.0388
4422,318326.5781
4423,318556.0884
4424,318565.4181
4425,318788.932
4426,318787.2803
4427,318904.1458
4428,318910.0634
4429,318882.5712
4430,318911.8262
4431,318929.0031
4432,318863.9975
4433,318869.763
4434,318945.3125
4435,318733.1624
4436,318961.8628
4437,318835.7323
4438,318875.5232
4439,318903.5883
4440,318916.7656
4441,319036.5584
4442,318940.939
4443,318952.22
4444,318958.3573
4445,318974.4842
4446,319053.5644
4447,318991.4009
4448,318834.0347
4449,319016.0671
4450,319502.7234
4451,319617.4348
4452,318886.2012
4453,318874.7518
4454,318956.8017
4455,318956.9912
4456,318968.443
4457,318969.2418
4458,319008.684
4459,319032.0207
4460,319030.6482
4461,319096.8292
4462,319084.9791
4463,319107.5378
4464,319123.5521
4465,319145.298
4466,319169.6712
4467,319165.8871
4468,319194.0459
4469,319219.3736
4470,319224.3771
4471,319247.5287
4472,319266.7993
4473,319286.4815
4474,319314.8043
4475,319444.8217
4476,319314.7622
4477,319339.1282
4478,319300.7922
4479,319415.9918
4480,319439.032
4481,319387.0896
4482,319421.9866
4483,319471.2908
4484,319466.6798
4485,319436.7359
4486,319506.2238
4487,319655.4678
4488,319524.4327
4489,319549.119
4490,319545.6054
4491,319592.1195
4492,319592.5958
4493,319568.5714
4494,319588.3174
4495,319606.8612
4496,319635.247
4497,319722.269
4498,319718.9987
4499,319861.6284
4500,320034.3781
4501,319875.2796
4502,320040.8972
4503,320059.7558
4504,320079.4777
4505,320100.1736
4506,320119.9728
4507,320332.864
4508,320456.8787
4509,320001.5089
4510,320121.6616
4511,319956.0259
4512,320215.1231
4513,320303.8578
4514,320652.1318
4515,320464.8853
4516,320809.3697
4517,320128.48
4518,320784.2172
4519,320851.0683
4520,320469.2222
4521,320113.4214
4522,320136.9741
4523,320170.665
4524,320193.0439
4525,320215.7127
4526,320238.5314
4527,320321.5385
4528,320318.6743
4529,320349.7753
4530,320605.3174
4531,320665.7774
4532,320724.9788
4533,320818.5645
4534,320848.4479
4535,320935.9882
4536,320921.7229
4537,320967.9523
4538,320965.8438
4539,320978.9702
4540,321023.4149
4541,320998.9352
4542,321004.4392
4543,321066.4091
4544,321118.2447
4545,321067.4549
4546,321027.2808
4547,320975.0204
4548,321075.4444
4549,320809.4228
4550,320860.7207
4551,320817.9788
4552,320840.7055
4553,320863.4873
4554,320906.8527
4555,320940.1048
4556,320989.2208
4557,321004.5811
4558,321032.399
4559,321100.5042
4560,321322.9666
4561,321269.9573
4562,321356.2412
4563,321423.9261
4564,321474.9438
4565,321499.9815
4566,321547.2341
4567,321538.8426
4568,321551.8593
4569,321571.2397
4570,321674.3869
4571,321727.9187
4572,321878.5329
4573,321860.2461
4574,321646.0515
4575,321771.5442
4576,321812.7763
4577,321790.8559
4578,321783.5872
4579,321802.4688
4580,321866.7969
4581,321912.9316
4582,321946.2221
4583,322031.6533
4584,321968.0946
4585,321928.624
4586,322031.437
4587,322023.3575
4588,321929.9408
4589,321912.4131
4590,321802.7213
4591,321766.3947
4592,321997.5487
4593,322014.2727
4594,322035.591
4595,322038.8691
4596,322125.3714
4597,321966.2341
4598,322276.561
4599,322378.6946
4600,322322.2398
4601,322407.6814
4602,322333.8886
4603,322347.7451
4604,322388.7253
4605,322022.3056
4606,322045.4663
4607,322039.5688
4608,322099.5843
4609,322127.3845
4610,322156.755
4611,322185.0978
4612,322232.8039
4613,322227.0832
4614,322325.3164
4615,322272.5484
4616,322269.5024
4617,322312.7882
4618,322340.0415
4619,322377.2288
4620,322399.6316
4621,322432.5547
4622,322449.8051
4623,322474.3356
4624,322504.9326
4625,322530.342
4626,322562.4177
4627,322616.7137
4628,322611.1573
4629,322672.8162
4630,322749.2682
4631,322671.5923
4632,322625.3954
4633,322688.0123
4634,322740.984
4635,322768.4893
4636,322769.4409
4637,322790.8977
4638,322830.0743
4639,322899.0612
4640,322949.7556
4641,322924.3851
4642,322957.8761
4643,323004.9298
4644,323021.5854
4645,323064.3182
4646,323220.1789
4647,323027.0163
4648,323082.0033
4649,323175.3708
4650,323214.3241
4651,323241.5854
4652,323354.2578
4653,323326.0674
4654,323206.7367
4655,323306.3907
4656,323308.2547
4657,323458.11
4658,323392.2509
4659,323414.1941
4660,323481.1695
4661,323523.5396
4662,323509.4681
4663,323513.6264
4664,323570.8289
4665,323598.3552
4666,323627.2733
4667,323643.8678
4668,323663.705
4669,323849.7183
4670,323777.8653
4671,323670.0554
4672,323994.77
4673,323977.8969
4674,323987.6932
4675,324101.6967
4676,324076.6054
4677,324078.8263
4678,324184.3382
4679,324150.7553
4680,324214.5181
4681,324405.334
4682,324252.2255
4683,324255.0159
4684,324369.5822
4685,324367.1739
4686,324356.7707
4687,324092.8351
4688,324412.8798
4689,324518.6749
4690,324570.1955
4691,324434.9623
4692,324517.1264
4693,324519.6632
4694,324512.678
4695,324602.0577
4696,324600.0794
4697,324755.5641
4698,324633.1225
4699,324667.4119
4700,324688.9093
4701,324712.0697
4702,324741.203
4703,324764.0994
4704,325095.4079
4705,324933.974
4706,324961.6603
4707,324828.7267
4708,324803.5923
4709,324832.7379
4710,324862.4133
4711,324911.9563
4712,324941.894
4713,324971.7236
4714,325036.903
4715,325062.9135
4716,324971.2129
4717,325346.0778
4718,325220.4588
4719,325141.5306
4720,325218.8347
4721,325269.7156
4722,325305.7269
4723,325375.7902
4724,325382.7566
4725,325542.0736
4726,325536.8448
4727,325473.1217
4728,325978.1176
4729,325411.1527
4730,325471.7568
4731,325520.8975
4732,325605.5312
4733,325747.1559
4734,325724.4216
4735,325698.971
4736,325691.8452
4737,325781.0606
4738,326084.6616
4739,325620.5465
4740,325615.6546
4741,325716.8066
4742,325680.3855
4743,325768.99
4744,325685.7611
4745,325770.643
4746,325805.8873
4747,326019.3817
4748,326011.5528
4749,326084.173
4750,326467.1128
4751,326598.4672
4752,326619.3924
4753,326647.2832
4754,326715.7429
4755,326794.985
4756,326788.7887
4757,326825.2444
4758,326807.9415
4759,326842.0671
4760,326847.8082
4761,326877.7207
4762,326869.2757
4763,326897.2511
4764,326968.8196
4765,327003.886
4766,327033.8013
4767,327019.6831
4768,327052.3873
4769,327076.4032
4770,326497.4888
4771,326461.2246
4772,326541.4597
4773,326576.95
4774,326629.6612
4775,326693.2752
4776,326724.4118
4777,326743.1181
4778,327442.0361
4779,327661.9104
4780,327670.9893
4781,327616.2697
4782,326869.6337
4783,326908.8422
4784,326958.1184
4785,326980.2953
4786,327025.4745
4787,327011.1032
4788,327042.9932
4789,327083.7772
4790,327126.1945
4791,327184.3473
4792,327752.7702
4793,327867.5613
4794,327915.5408
4795,327654.083
4796,327241.7402
4797,327309.4581
4798,327391.5568
4799,327414.0965
