scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
2611,1,3,4,10,18
2612,1,3,4,0,8
2613,2,3,2,10,17
2614,2,3,1,4,10
2615,1,3,4,0,8
2616,1,3,4,10,18
2617,1,3,4,0,8
2618,1,3,4,0,8
2619,1,3,4,0,8
2620,1,3,4,0,8
2621,1,3,3,0,7
2622,0,3,3,0,6
2623,1,3,3,0,7
2624,1,3,3,0,7
2625,1,3,3,0,7
2626,1,3,3,0,7
2627,1,3,3,0,7
2628,1,3,3,0,7
2629,1,3,3,0,7
2630,1,3,1,0,5
2631,1,3,3,0,7
2632,1,3,3,0,7
2633,1,3,3,0,7
2634,1,3,3,0,7
2635,1,3,3,0,7
2636,1,3,3,0,7
2637,1,3,3,0,7
2638,1,3,4,0,8
2639,1,3,4,0,8
2640,1,3,4,0,8
2641,1,3,4,0,8
2642,1,3,4,0,8
2643,1,3,4,0,8
2644,1,3,4,0,8
2645,1,3,4,0,8
2646,1,3,4,0,8
2647,1,3,4,0,8
2648,1,3,4,0,8
2649,1,3,4,0,8
2650,1,3,4,0,8
2651,1,3,4,0,8
2652,1,3,4,0,8
2653,2,3,4,0,9
2654,3,3,4,0,10
2655,2,3,4,0,9
2656,3,3,4,0,10
2657,3,3,4,0,10
2658,3,3,3,0,9
2659,2,3,3,0,8
2660,3,3,3,10,19
2661,3,3,3,0,9
2662,3,3,3,10,19
2663,2,3,0,0,5
2664,2,3,0,0,5
2665,2,3,3,0,8
2666,2,3,1,10,16
2667,1,3,3,0,7
2668,1,3,7,10,21
2669,1,3,7,10,21
2670,1,3,4,10,18
2671,1,3,7,10,21
2672,1,3,4,0,8
2673,1,3,4,0,8
2674,1,3,4,0,8
2675,1,3,4,0,8
2676,1,3,4,0,8
2677,2,3,4,4,13
2678,1,3,4,0,8
2679,2,3,3,2,10
2680,1,3,2,2,8
2681,1,3,2,2,8
2682,1,3,2,1,7
2683,2,3,2,1,8
2684,2,3,2,5,12
2685,2,3,1,6,12
2686,2,3,1,5,11
2687,2,3,1,5,11
2688,2,3,1,5,11
2689,1,3,1,3,8
2690,2,3,1,3,9
2691,3,3,1,5,12
2692,2,3,1,5,11
2693,1,3,1,1,6
2694,1,3,1,5,10
2695,2,3,1,1,7
2696,3,3,1,5,12
2697,3,3,1,3,10
2698,3,3,1,1,8
2699,2,3,1,5,11
2700,1,3,1,4,9
2701,2,3,1,10,16
2702,2,3,1,0,6
2703,2,3,3,10,18
2704,2,3,3,10,18
2705,3,3,3,10,19
2706,1,3,3,0,7
2707,1,3,3,0,7
2708,1,3,3,0,7
2709,1,3,3,0,7
2710,1,3,3,0,7
2711,1,3,3,0,7
2712,1,3,3,0,7
2713,1,3,3,0,7
2714,1,3,3,0,7
2715,1,3,3,0,7
2716,1,3,3,0,7
2717,1,3,3,0,7
2718,1,3,3,0,7
2719,1,3,3,0,7
2720,1,3,3,0,7
2721,1,3,3,0,7
2722,1,3,3,0,7
2723,1,3,3,0,7
2724,1,3,3,0,7
2725,1,3,3,0,7
2726,1,3,3,0,7
2727,1,3,3,0,7
2728,1,3,3,0,7
2729,1,3,2,0,6
2730,1,3,2,0,6
2731,1,3,1,5,10
2732,1,3,1,0,5
2733,1,3,1,0,5
2734,1,3,1,5,10
2735,1,3,3,0,7
2736,1,3,3,0,7
2737,1,3,3,0,7
2738,1,3,3,0,7
2739,1,3,3,0,7
2740,1,3,4,0,8
2741,1,3,4,0,8
2742,1,3,4,0,8
2743,1,3,4,0,8
2744,1,3,4,0,8
2745,1,3,4,0,8
2746,1,3,4,0,8
2747,1,3,4,0,8
2748,1,3,4,0,8
2749,1,3,4,0,8
2750,1,3,4,0,8
2751,1,3,4,0,8
2752,1,3,4,0,8
2753,1,3,4,0,8
2754,1,3,4,0,8
2755,1,3,4,0,8
2756,1,3,4,0,8
2757,2,3,4,0,9
2758,3,3,4,0,10
2759,3,3,4,0,10
2760,3,3,4,0,10
2761,3,3,4,0,10
2762,2,3,4,0,9
2763,2,3,4,0,9
2764,1,3,4,0,8
2765,1,3,4,0,8
2766,1,3,4,0,8
2767,1,3,4,0,8
2768,1,3,4,0,8
2769,1,3,4,0,8
2770,1,3,4,0,8
2771,1,3,4,0,8
2772,1,3,4,10,18
2773,1,3,4,10,18
2774,1,3,4,0,8
2775,3,3,4,2,12
2776,3,3,3,2,11
2777,1,3,4,0,8
2778,1,4,4,0,9
2779,1,4,4,0,9
2780,1,4,4,0,9
2781,1,4,4,0,9
2782,1,4,4,0,9
2783,1,4,4,0,9
2784,1,4,3,0,8
2785,1,4,3,0,8
2786,1,3,3,0,7
2787,2,3,3,0,8
2788,2,3,3,10,18
2789,1,4,3,0,8
2790,1,4,3,0,8
2791,1,4,3,0,8
2792,1,4,3,0,8
2793,1,4,3,0,8
2794,1,3,3,0,7
2795,1,3,3,0,7
2796,1,3,3,0,7
2797,1,3,3,0,7
2798,1,3,3,0,7
2799,1,3,3,0,7
2800,1,3,3,0,7
2801,1,3,3,0,7
2802,1,3,3,0,7
2803,1,3,3,0,7
2804,1,3,3,0,7
2805,1,3,3,0,7
2806,1,3,4,0,8
2807,1,3,4,0,8
2808,1,3,4,0,8
2809,1,3,4,0,8
2810,1,3,4,0,8
2811,1,3,4,0,8
2812,1,3,4,0,8
2813,1,3,4,0,8
2814,1,3,4,0,8
2815,1,3,4,0,8
2816,1,3,4,0,8
2817,1,3,4,0,8
2818,1,3,4,0,8
2819,1,3,4,0,8
2820,1,3,4,0,8
2821,1,3,4,0,8
2822,1,3,4,0,8
2823,1,3,4,0,8
2824,2,3,4,0,9
2825,3,3,4,0,10
2826,2,3,4,0,9
2827,3,3,4,0,10
2828,3,3,4,0,10
2829,2,3,3,0,8
2830,2,3,3,0,8
2831,2,3,4,0,9
2832,2,3,3,0,8
2833,2,3,3,0,8
2834,2,3,3,10,18
2835,1,3,3,10,17
2836,1,3,3,0,7
2837,1,3,3,0,7
2838,1,3,3,0,7
2839,1,3,2,0,6
2840,1,3,2,0,6
2841,1,3,3,0,7
2842,1,3,2,0,6
2843,1,3,1,5,10
2844,1,3,1,0,5
2845,1,3,1,5,10
2846,1,3,1,0,5
2847,1,3,2,5,11
2848,1,3,2,0,6
2849,1,3,2,5,11
2850,1,3,2,5,11
2851,1,3,2,5,11
2852,1,3,2,0,6
2853,1,3,1,0,5
2854,1,3,3,0,7
2855,1,3,2,5,11
2856,1,3,2,5,11
2857,1,3,2,5,11
2858,1,3,2,0,6
2859,1,3,2,0,6
2860,1,3,1,0,5
2861,1,3,2,5,11
2862,1,3,3,0,7
2863,1,3,2,0,6
2864,1,3,2,0,6
2865,1,3,2,0,6
2866,1,3,2,0,6
2867,1,3,1,0,5
2868,1,3,3,0,7
2869,1,3,2,0,6
2870,1,3,2,0,6
2871,1,1,3,0,5
2872,1,1,3,0,5
2873,1,1,3,0,5
2874,1,1,3,0,5
2875,1,1,3,0,5
2876,1,1,3,0,5
2877,1,1,3,0,5
2878,1,1,4,0,6
2879,1,3,4,0,8
2880,1,3,1,10,15
2881,1,3,1,10,15
2882,1,3,3,10,17
2883,2,3,3,0,8
2884,1,3,3,0,7
2885,1,3,3,0,7
2886,1,3,3,0,7
2887,1,3,3,0,7
2888,0,3,3,0,6
2889,0,3,3,10,16
2890,0,3,3,10,16
2891,1,3,3,10,17
2892,1,3,3,0,7
2893,0,3,3,0,6
2894,2,3,3,0,8
2895,2,3,3,0,8
2896,1,3,3,0,7
2897,2,3,3,0,8
2898,2,3,3,0,8
2899,1,3,3,0,7
2900,1,3,3,0,7
2901,2,3,3,0,8
2902,2,3,3,0,8
2903,1,3,3,0,7
2904,1,3,4,0,8
2905,1,3,4,0,8
2906,1,3,4,0,8
2907,1,3,4,0,8
2908,2,3,4,0,9
2909,1,3,4,0,8
2910,2,3,4,4,13
2911,1,3,4,0,8
2912,2,3,3,0,8
2913,2,3,3,0,8
2914,2,3,1,10,16
2915,3,3,3,0,9
2916,2,3,3,0,8
2917,3,3,3,0,9
2918,3,3,2,4,12
2919,1,3,3,0,7
2920,2,3,3,10,18
2921,1,3,3,0,7
2922,1,3,2,0,6
2923,1,3,2,0,6
2924,1,3,2,0,6
2925,1,3,2,0,6
2926,1,3,2,0,6
2927,1,3,3,0,7
2928,1,3,3,0,7
2929,1,3,3,0,7
2930,1,3,3,0,7
2931,1,3,3,0,7
2932,1,3,3,0,7
2933,1,3,3,0,7
2934,1,3,4,0,8
2935,1,3,4,0,8
2936,1,3,4,0,8
2937,1,3,4,0,8
2938,1,3,4,0,8
2939,1,3,4,0,8
2940,1,3,4,0,8
2941,1,3,4,0,8
2942,1,3,4,0,8
2943,1,3,4,0,8
2944,1,3,4,0,8
2945,1,3,4,0,8
2946,1,3,4,0,8
2947,1,3,4,0,8
2948,1,3,4,0,8
2949,1,3,4,0,8
2950,1,3,4,0,8
2951,1,3,4,0,8
2952,2,3,4,0,9
2953,2,3,4,0,9
2954,3,3,4,0,10
2955,3,3,4,0,10
2956,3,3,4,0,10
2957,2,3,4,0,9
2958,3,3,3,0,9
2959,3,3,3,0,9
2960,3,3,3,10,19
2961,3,3,3,10,19
2962,3,3,3,0,9
2963,2,3,3,0,8
2964,2,3,3,0,8
2965,2,3,1,10,16
2966,1,3,3,0,7
2967,1,3,3,0,7
2968,1,3,3,0,7
2969,1,3,3,0,7
2970,1,3,3,0,7
2971,1,3,3,0,7
2972,1,3,3,0,7
2973,1,3,4,0,8
2974,1,3,4,0,8
2975,1,3,4,0,8
2976,1,3,4,0,8
2977,1,3,4,0,8
2978,1,3,4,10,18
2979,1,3,4,0,8
2980,2,3,4,2,11
2981,1,3,4,0,8
2982,1,3,4,0,8
2983,1,3,3,0,7
2984,2,3,3,0,8
2985,1,3,3,10,17
2986,2,3,3,0,8
2987,1,3,3,0,7
2988,1,3,3,0,7
2989,1,3,3,0,7
2990,1,3,3,0,7
2991,1,3,3,0,7
2992,1,3,3,0,7
2993,1,3,3,0,7
2994,1,3,3,0,7
2995,1,3,3,0,7
2996,1,3,3,0,7
2997,1,3,3,0,7
2998,1,3,3,0,7
2999,1,3,3,0,7
3000,1,3,3,0,7
3001,1,3,3,0,7
3002,1,3,3,0,7
3003,1,3,3,0,7
3004,1,3,3,0,7
3005,1,3,3,0,7
3006,1,3,3,0,7
3007,1,3,3,0,7
3008,1,3,3,0,7
3009,1,3,3,0,7
3010,1,3,3,0,7
3011,1,3,3,0,7
3012,1,3,3,0,7
3013,1,3,3,0,7
3014,1,3,3,0,7
3015,1,3,3,0,7
3016,1,3,3,0,7
3017,1,3,3,0,7
3018,1,3,3,0,7
3019,1,3,3,0,7
3020,1,3,3,0,7
3021,1,3,2,0,6
3022,1,3,2,0,6
3023,1,3,2,5,11
3024,1,3,2,5,11
3025,1,3,1,5,10
3026,1,3,1,5,10
3027,1,3,1,0,5
3028,1,3,1,5,10
3029,1,3,1,0,5
3030,1,3,1,0,5
3031,1,3,1,0,5
3032,1,3,1,5,10
3033,1,3,1,5,10
3034,1,3,1,0,5
3035,1,3,1,0,5
3036,1,3,1,0,5
3037,1,3,1,0,5
3038,1,3,1,0,5
3039,1,3,2,5,11
3040,1,3,1,5,10
3041,1,3,1,5,10
3042,1,3,3,0,7
3043,1,3,3,0,7
3044,1,3,3,0,7
3045,1,3,3,0,7
3046,1,3,3,0,7
3047,1,3,3,0,7
3048,1,3,3,0,7
3049,1,3,4,0,8
3050,1,3,4,0,8
3051,1,3,4,0,8
3052,1,3,4,0,8
3053,1,3,4,0,8
3054,1,3,4,0,8
3055,1,3,4,0,8
3056,1,3,4,0,8
3057,1,3,4,0,8
3058,1,3,4,0,8
3059,1,3,4,0,8
3060,1,3,4,0,8
3061,1,3,4,0,8
3062,1,3,4,0,8
3063,1,3,4,0,8
3064,1,3,4,0,8
3065,1,3,4,0,8
3066,2,3,4,0,9
3067,2,3,4,0,9
3068,3,3,4,0,10
3069,2,3,4,0,9
3070,3,3,4,0,10
3071,3,3,3,0,9
3072,2,3,3,0,8
3073,3,3,0,0,6
3074,2,3,0,0,5
3075,2,3,0,10,15
3076,2,3,0,10,15
3077,2,3,0,10,15
3078,1,3,4,0,8
3079,1,3,4,0,8
3080,1,3,4,0,8
3081,1,3,4,0,8
3082,1,3,4,0,8
3083,1,3,4,0,8
3084,1,3,4,0,8
3085,1,3,4,0,8
3086,2,3,4,4,13
3087,2,3,4,0,9
3088,1,3,4,0,8
3089,2,3,2,10,17
3090,2,3,3,10,18
3091,1,3,2,2,8
3092,1,3,2,2,8
3093,1,3,2,2,8
3094,2,3,2,2,9
3095,2,3,2,1,8
3096,2,3,2,5,12
3097,2,3,1,5,11
3098,2,3,1,5,11
3099,2,3,1,1,7
3100,3,3,1,1,8
3101,3,3,1,2,9
3102,2,3,1,2,8
3103,2,3,1,2,8
3104,2,3,1,5,11
3105,1,3,1,1,6
3106,4,3,1,1,9
3107,4,3,1,0,8
3108,2,3,1,1,7
3109,2,3,1,1,7
3110,2,3,1,1,7
3111,2,3,1,1,7
3112,2,3,1,1,7
3113,1,1,3,0,5
3114,1,1,3,0,5
3115,2,1,3,0,6
3116,2,1,3,0,6
3117,1,3,1,0,5
3118,1,3,1,0,5
3119,1,3,1,10,15
3120,1,3,1,10,15
3121,2,3,1,10,16
3122,2,3,4,10,19
3123,2,3,4,10,19
3124,2,3,4,10,19
3125,2,3,4,10,19
3126,2,3,4,0,9
3127,2,3,1,10,16
3128,2,3,1,10,16
3129,2,3,1,10,16
3130,2,3,1,10,16
3131,2,3,1,10,16
3132,1,3,4,0,8
3133,1,3,4,0,8
3134,2,3,4,0,9
3135,2,3,3,0,8
3136,2,3,1,5,11
3137,3,3,1,2,9
3138,2,3,1,4,10
3139,2,3,1,6,12
3140,2,3,1,10,16
3141,2,3,1,6,12
3142,2,3,1,6,12
3143,3,3,1,10,17
3144,3,3,1,10,17
3145,2,3,0,0,5
3146,4,3,1,8,16
3147,3,3,1,3,10
3148,4,3,1,4,12
3149,5,3,1,5,14
3150,4,3,1,4,12
3151,5,3,1,5,14
3152,2,3,1,4,10
3153,2,3,2,5,12
3154,1,3,3,6,13
3155,3,3,1,6,13
3156,1,3,2,5,11
3157,3,3,1,0,7
3158,2,3,1,0,6
3159,1,3,1,0,5
3160,3,3,1,0,7
3161,3,3,1,0,7
3162,2,3,1,0,6
3163,2,3,1,0,6
3164,2,3,1,3,9
3165,2,3,1,3,9
3166,2,3,2,0,7
3167,2,3,3,5,13
3168,2,3,1,3,9
3169,2,3,2,3,10
3170,1,3,3,0,7
3171,1,3,3,0,7
3172,1,3,3,0,7
3173,1,3,3,0,7
3174,1,3,3,0,7
3175,1,3,3,0,7
3176,1,3,3,0,7
3177,1,3,3,0,7
3178,1,4,4,0,9
3179,1,4,4,0,9
3180,1,4,4,0,9
3181,1,4,4,0,9
3182,1,4,4,0,9
3183,1,5,4,0,10
3184,1,5,4,0,10
3185,1,5,4,0,10
3186,1,5,4,0,10
3187,1,5,4,0,10
3188,1,5,4,0,10
3189,1,5,4,0,10
3190,1,5,4,0,10
3191,1,3,4,0,8
3192,1,3,4,0,8
3193,2,3,4,0,9
3194,2,3,4,0,9
3195,3,3,4,0,10
3196,2,3,4,0,9
3197,3,3,4,0,10
3198,3,3,3,0,9
3199,2,3,3,0,8
