scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
1799,1,1,1,5,8
1800,1,1,1,0,3
1801,0,1,1,2,4
1802,0,1,1,0,2
1803,3,1,3,0,7
1804,3,1,3,0,7
1805,2,1,3,0,6
1806,2,1,3,0,6
1807,2,1,0,10,13
1808,2,1,2,10,15
1809,3,1,2,5,11
1810,2,1,2,5,10
1811,2,1,2,4,9
1812,1,1,2,10,14
1813,0,1,3,10,14
1814,0,1,3,10,14
1815,0,1,1,2,4
1816,0,1,1,5,7
1817,0,1,1,5,7
1818,0,1,3,10,14
1819,0,1,3,10,14
1820,0,1,3,10,14
1821,0,1,3,10,14
1822,0,1,3,10,14
1823,1,3,3,0,7
1824,1,3,3,0,7
1825,1,3,3,0,7
1826,1,3,3,0,7
1827,1,3,3,0,7
1828,1,3,3,0,7
1829,1,3,3,0,7
1830,1,3,3,0,7
1831,1,3,4,0,8
1832,1,3,4,0,8
1833,1,3,4,0,8
1834,1,3,4,0,8
1835,1,3,4,0,8
1836,1,3,4,0,8
1837,1,3,4,0,8
1838,1,3,4,0,8
1839,1,3,4,0,8
1840,1,3,4,0,8
1841,1,3,4,0,8
1842,1,3,4,0,8
1843,1,3,4,0,8
1844,1,3,4,0,8
1845,1,3,4,0,8
1846,1,4,4,0,9
1847,1,4,4,0,9
1848,1,4,4,0,9
1849,3,4,4,0,11
1850,3,4,4,0,11
1851,3,4,4,0,11
1852,2,4,4,0,10
1853,3,4,3,0,10
1854,1,4,3,0,8
1855,1,5,3,0,9
1856,1,5,3,0,9
1857,1,5,3,0,9
1858,1,5,3,0,9
1859,1,5,3,0,9
1860,1,5,3,0,9
1861,1,5,3,0,9
1862,1,5,3,0,9
1863,1,3,4,0,8
1864,1,3,4,0,8
1865,1,3,4,0,8
1866,1,3,4,0,8
1867,1,3,4,0,8
1868,1,3,4,0,8
1869,1,3,4,0,8
1870,2,3,4,4,13
1871,1,3,4,0,8
1872,2,3,4,0,9
1873,1,3,4,0,8
1874,1,3,4,0,8
1875,2,3,4,0,9
1876,1,3,4,0,8
1877,1,3,4,0,8
1878,1,3,1,0,5
1879,1,3,3,0,7
1880,2,3,3,0,8
1881,3,3,3,10,19
1882,2,3,3,0,8
1883,2,3,3,10,18
1884,2,3,3,0,8
1885,1,3,3,0,7
1886,1,3,3,0,7
1887,1,3,2,0,6
1888,1,3,1,0,5
1889,1,3,1,0,5
1890,1,3,3,0,7
1891,1,3,3,0,7
1892,1,3,3,0,7
1893,1,3,3,0,7
1894,1,3,3,0,7
1895,1,3,3,0,7
1896,1,3,3,0,7
1897,1,3,3,0,7
1898,1,3,3,0,7
1899,1,3,3,0,7
1900,1,3,3,0,7
1901,1,3,4,0,8
1902,1,3,4,0,8
1903,1,3,4,0,8
1904,1,3,4,0,8
1905,1,3,4,0,8
1906,1,3,4,0,8
1907,1,3,4,0,8
1908,1,3,4,0,8
1909,1,3,4,0,8
1910,1,3,4,0,8
1911,1,3,4,0,8
1912,1,3,4,0,8
1913,1,3,4,0,8
1914,1,3,4,0,8
1915,2,3,4,0,9
1916,2,3,1,0,6
1917,2,3,1,0,6
1918,3,3,1,0,7
1919,2,3,1,10,16
1920,3,3,1,10,17
1921,2,3,1,0,6
1922,3,3,0,0,6
1923,3,3,0,0,6
1924,2,3,0,10,15
1925,2,3,1,10,16
1926,2,3,0,0,5
1927,2,3,0,0,5
1928,2,3,0,10,15
1929,1,3,1,0,5
1930,1,3,1,0,5
1931,1,3,1,0,5
1932,1,3,1,10,15
1933,1,3,4,10,18
1934,1,3,4,10,18
1935,1,3,7,10,21
1936,1,3,10,10,24
1937,1,3,10,10,24
1938,1,3,7,10,21
1939,2,3,7,10,22
1940,2,3,4,4,13
1941,1,3,4,10,18
1942,1,3,3,0,7
1943,1,3,3,0,7
1944,1,3,3,0,7
1945,1,3,3,0,7
1946,1,3,3,0,7
1947,1,3,3,0,7
1948,1,3,3,0,7
1949,1,3,3,0,7
1950,1,3,2,2,8
1951,1,3,3,0,7
1952,1,3,3,0,7
1953,1,3,3,0,7
1954,1,3,3,0,7
1955,1,3,3,0,7
1956,1,3,3,0,7
1957,1,3,3,0,7
1958,1,3,3,0,7
1959,1,3,4,0,8
1960,1,3,4,0,8
1961,1,3,4,0,8
1962,1,3,4,0,8
1963,1,3,4,0,8
1964,1,3,4,0,8
1965,1,3,4,0,8
1966,1,3,4,0,8
1967,1,3,4,0,8
1968,1,3,4,0,8
1969,1,3,4,0,8
1970,1,3,4,0,8
1971,1,3,4,0,8
1972,1,3,4,0,8
1973,1,3,4,0,8
1974,1,3,4,0,8
1975,1,3,4,0,8
1976,1,3,4,0,8
1977,2,3,4,0,9
1978,3,3,4,0,10
1979,3,3,4,0,10
1980,3,3,4,0,10
1981,2,3,3,0,8
1982,3,3,3,0,9
1983,2,3,3,0,8
1984,3,3,3,5,14
1985,3,3,3,4,13
1986,2,3,2,0,7
1987,2,3,0,0,5
1988,2,3,0,0,5
1989,2,3,0,10,15
1990,2,3,3,0,8
1991,1,3,3,0,7
1992,1,3,3,0,7
1993,1,3,3,0,7
1994,1,3,3,0,7
1995,1,3,3,0,7
1996,1,3,3,0,7
1997,1,3,3,0,7
1998,1,3,4,0,8
1999,1,3,4,0,8
2000,1,3,4,0,8
2001,1,3,4,0,8
2002,1,3,4,0,8
2003,1,3,4,0,8
2004,1,3,4,10,18
2005,1,3,4,10,18
2006,1,3,4,10,18
2007,1,3,4,0,8
2008,1,3,4,0,8
2009,2,3,4,10,19
2010,1,3,4,10,18
2011,1,3,4,10,18
2012,1,3,3,10,17
2013,1,3,3,0,7
2014,1,3,3,0,7
2015,3,3,3,0,9
2016,2,3,3,0,8
2017,3,3,3,10,19
2018,3,3,3,10,19
2019,2,3,3,0,8
2020,2,3,0,10,15
2021,2,3,0,10,15
2022,2,3,0,0,5
2023,2,3,0,4,9
2024,2,3,1,5,11
2025,2,3,2,10,17
2026,2,3,0,0,5
2027,2,3,3,0,8
2028,2,3,3,0,8
2029,2,3,3,0,8
2030,2,3,3,0,8
2031,2,3,3,0,8
2032,2,3,1,0,6
2033,1,3,1,3,8
2034,3,3,0,5,11
2035,2,3,0,5,10
2036,3,3,0,0,6
2037,3,3,0,4,10
2038,5,3,0,4,12
2039,3,3,0,4,10
2040,5,3,1,4,13
2041,2,3,0,5,10
2042,1,3,3,0,7
2043,1,3,3,0,7
2044,1,3,3,0,7
2045,2,3,3,0,8
2046,1,3,3,0,7
2047,1,3,3,0,7
2048,1,3,3,0,7
2049,1,3,4,0,8
2050,1,3,4,0,8
2051,1,3,4,0,8
2052,1,3,4,0,8
2053,1,3,4,0,8
2054,1,3,4,0,8
2055,1,3,4,0,8
2056,1,3,4,0,8
2057,1,3,4,0,8
2058,1,3,4,0,8
2059,1,3,4,0,8
2060,1,3,4,0,8
2061,1,3,4,0,8
2062,1,3,4,0,8
2063,1,3,4,0,8
2064,1,3,4,0,8
2065,1,3,4,0,8
2066,2,3,4,0,9
2067,3,3,4,0,10
2068,2,3,4,0,9
2069,2,3,4,0,9
2070,3,3,4,0,10
2071,2,3,3,0,8
2072,3,3,0,10,16
2073,3,3,0,10,16
2074,2,3,0,10,15
2075,2,3,3,0,8
2076,2,3,3,0,8
2077,2,3,3,0,8
2078,2,3,3,0,8
2079,2,3,3,0,8
2080,1,3,3,0,7
2081,1,3,3,0,7
2082,1,3,3,0,7
2083,1,3,3,0,7
2084,1,3,3,0,7
2085,1,3,3,0,7
2086,1,3,4,0,8
2087,1,3,4,0,8
2088,1,3,4,0,8
2089,1,3,4,0,8
2090,1,3,4,0,8
2091,1,3,4,0,8
2092,1,3,4,0,8
2093,1,3,4,0,8
2094,1,3,4,0,8
2095,1,3,4,0,8
2096,1,3,4,0,8
2097,1,3,4,0,8
2098,1,3,4,10,18
2099,1,3,4,0,8
2100,1,3,4,0,8
2101,1,3,4,0,8
2102,1,3,3,0,7
2103,1,3,4,0,8
2104,2,3,3,0,8
2105,2,3,3,0,8
2106,1,3,3,0,7
2107,1,3,3,0,7
2108,1,3,3,0,7
2109,1,3,3,0,7
2110,1,3,3,0,7
2111,1,3,4,0,8
2112,1,3,4,0,8
2113,1,3,4,0,8
2114,1,3,4,0,8
2115,1,3,4,0,8
2116,1,3,4,0,8
2117,1,3,4,0,8
2118,1,3,4,0,8
2119,1,3,4,0,8
2120,1,3,4,0,8
2121,1,3,4,0,8
2122,1,3,4,0,8
2123,1,3,4,0,8
2124,1,3,4,0,8
2125,1,3,4,0,8
2126,2,3,1,4,10
2127,1,3,4,0,8
2128,2,3,4,0,9
2129,2,3,4,0,9
2130,3,3,4,0,10
2131,3,3,4,0,10
2132,3,3,3,0,9
2133,3,3,3,0,9
2134,3,3,3,0,9
2135,2,3,0,10,15
2136,2,3,0,10,15
2137,2,3,2,5,12
2138,2,3,0,0,5
2139,2,3,3,0,8
2140,2,3,3,0,8
2141,2,3,3,0,8
2142,1,3,3,0,7
2143,1,3,3,0,7
2144,1,3,3,0,7
2145,1,3,3,0,7
2146,1,3,3,0,7
2147,1,3,3,0,7
2148,1,3,4,0,8
2149,1,3,4,0,8
2150,1,3,4,0,8
2151,1,3,4,0,8
2152,1,3,4,0,8
2153,1,3,4,0,8
2154,1,3,4,0,8
2155,1,3,4,10,18
2156,1,3,4,10,18
2157,1,3,4,0,8
2158,1,3,4,0,8
2159,1,3,4,0,8
2160,1,3,4,0,8
2161,1,3,4,0,8
2162,1,3,4,0,8
2163,1,3,4,0,8
2164,1,3,4,0,8
2165,1,3,3,0,7
2166,1,3,3,0,7
2167,3,3,3,10,19
2168,3,3,3,0,9
2169,2,3,3,0,8
2170,1,3,3,10,17
2171,1,3,3,0,7
2172,1,3,3,0,7
2173,1,3,3,0,7
2174,1,3,3,0,7
2175,1,3,3,0,7
2176,1,3,3,0,7
2177,1,3,3,0,7
2178,1,3,3,0,7
2179,1,3,3,0,7
2180,1,3,3,0,7
2181,1,3,4,0,8
2182,1,3,4,0,8
2183,1,3,4,0,8
2184,1,3,4,0,8
2185,1,3,4,0,8
2186,1,3,4,0,8
2187,1,3,4,0,8
2188,1,3,4,0,8
2189,1,3,4,0,8
2190,1,3,4,0,8
2191,1,3,4,0,8
2192,1,3,4,0,8
2193,1,3,4,0,8
2194,1,3,4,0,8
2195,1,3,4,0,8
2196,2,3,4,0,9
2197,2,3,4,0,9
2198,2,3,4,0,9
2199,3,3,4,0,10
2200,3,3,4,0,10
2201,3,3,4,0,10
2202,3,3,3,0,9
2203,3,3,3,10,19
2204,2,3,3,10,18
2205,1,3,3,0,7
2206,1,3,3,0,7
2207,1,3,3,0,7
2208,1,3,3,0,7
2209,1,3,3,0,7
2210,1,3,3,0,7
2211,1,3,3,0,7
2212,1,3,3,0,7
2213,1,3,3,0,7
2214,1,3,3,0,7
2215,1,3,3,0,7
2216,1,3,3,0,7
2217,1,3,3,0,7
2218,1,3,3,0,7
2219,1,3,1,0,5
2220,1,3,1,5,10
2221,1,3,1,0,5
2222,1,3,3,0,7
2223,1,3,3,0,7
2224,1,3,3,0,7
2225,1,3,3,0,7
2226,1,3,3,0,7
2227,1,3,3,0,7
2228,1,3,3,0,7
2229,1,3,3,0,7
2230,1,3,3,0,7
2231,1,3,3,0,7
2232,1,3,3,0,7
2233,1,3,3,0,7
2234,1,3,3,0,7
2235,1,3,3,0,7
2236,1,3,3,0,7
2237,1,1,3,0,5
2238,1,1,3,0,5
2239,1,1,3,0,5
2240,1,1,3,0,5
2241,1,1,3,0,5
2242,1,1,3,0,5
2243,1,1,4,0,6
2244,1,1,4,0,6
2245,1,3,4,0,8
2246,1,3,4,0,8
2247,1,3,4,0,8
2248,1,3,3,0,7
2249,1,3,3,0,7
2250,1,3,3,0,7
2251,1,3,3,0,7
2252,2,3,5,10,20
2253,2,3,7,10,22
2254,2,3,3,0,8
2255,2,3,3,0,8
2256,3,3,3,0,9
2257,1,3,3,0,7
2258,1,3,0,0,4
2259,2,3,0,0,5
2260,2,3,1,0,6
2261,2,3,1,0,6
2262,3,3,1,0,7
2263,3,3,1,0,7
2264,4,3,1,0,8
2265,2,3,1,2,8
2266,1,3,1,0,5
2267,1,3,1,0,5
2268,1,3,1,0,5
2269,1,3,1,0,5
2270,1,3,1,0,5
2271,1,3,1,0,5
2272,1,3,1,0,5
2273,1,3,1,0,5
2274,1,3,1,0,5
2275,1,3,1,0,5
2276,1,3,3,0,7
2277,1,3,3,0,7
2278,1,3,3,0,7
2279,1,3,3,0,7
2280,1,3,3,0,7
2281,1,3,4,0,8
2282,1,3,4,0,8
2283,1,3,4,0,8
2284,1,3,4,0,8
2285,1,3,4,0,8
2286,1,3,4,0,8
2287,1,3,4,0,8
2288,1,3,4,0,8
2289,1,3,4,0,8
2290,1,3,4,0,8
2291,1,3,4,0,8
2292,1,3,4,0,8
2293,1,3,4,0,8
2294,1,3,4,0,8
2295,1,3,4,0,8
2296,1,3,4,0,8
2297,1,3,4,0,8
2298,1,3,4,0,8
2299,1,3,4,0,8
2300,1,3,4,0,8
2301,2,3,4,0,9
2302,2,3,4,0,9
2303,3,3,4,0,10
2304,2,3,4,0,9
2305,3,3,3,0,9
2306,3,3,3,0,9
2307,3,3,3,0,9
2308,2,3,3,0,8
2309,3,3,0,0,6
2310,2,3,0,0,5
2311,2,3,3,0,8
2312,2,3,3,0,8
2313,1,3,3,0,7
2314,1,3,3,0,7
2315,1,3,3,0,7
2316,1,3,3,0,7
2317,1,3,3,0,7
2318,1,3,3,0,7
2319,1,3,4,0,8
2320,1,3,4,0,8
2321,1,3,4,0,8
2322,1,3,4,0,8
2323,1,3,4,0,8
2324,1,3,4,0,8
2325,1,3,4,0,8
2326,1,3,4,10,18
2327,2,3,4,10,19
2328,2,3,4,10,19
2329,1,3,4,0,8
2330,1,3,3,0,7
2331,3,3,3,0,9
2332,2,3,3,0,8
2333,2,3,3,0,8
2334,2,3,3,0,8
2335,2,3,3,0,8
2336,2,3,3,0,8
2337,2,3,3,0,8
2338,2,3,1,5,11
2339,2,3,1,0,6
2340,1,1,3,0,5
2341,1,1,3,0,5
2342,1,1,3,0,5
2343,1,1,3,0,5
2344,1,1,3,0,5
2345,1,1,3,0,5
2346,1,1,4,0,6
2347,1,1,4,0,6
2348,1,3,4,0,8
2349,1,3,4,0,8
2350,1,3,4,0,8
2351,1,3,4,0,8
2352,1,3,4,0,8
2353,1,3,4,0,8
2354,1,3,4,0,8
2355,1,3,4,0,8
2356,1,3,4,0,8
2357,1,3,4,0,8
2358,1,3,4,0,8
2359,1,3,4,0,8
2360,1,3,4,0,8
2361,1,3,4,0,8
2362,1,3,4,0,8
2363,1,3,4,0,8
2364,1,3,4,0,8
2365,1,3,4,0,8
2366,3,3,4,0,10
2367,3,3,4,0,10
2368,3,3,4,0,10
2369,3,3,4,0,10
2370,3,3,3,0,9
2371,2,3,3,0,8
2372,2,3,3,0,8
2373,2,3,3,0,8
2374,1,3,4,0,8
2375,1,3,4,0,8
2376,1,3,4,0,8
2377,1,3,4,0,8
2378,1,3,4,0,8
2379,1,3,4,0,8
2380,1,3,4,0,8
2381,1,3,4,0,8
2382,1,3,4,0,8
2383,1,3,4,10,18
2384,1,3,4,10,18
2385,1,3,4,0,8
2386,2,3,4,0,9
2387,1,3,4,0,8
2388,1,3,4,10,18
2389,1,3,4,10,18
2390,1,3,4,10,18
2391,1,3,4,0,8
2392,1,3,4,10,18
2393,1,3,4,0,8
2394,1,3,4,0,8
2395,1,3,3,0,7
2396,2,3,3,10,18
2397,1,3,3,10,17
2398,1,3,3,0,7
2399,1,3,3,0,7
