scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
1010,1,1,3,10,15
1011,1,1,3,0,5
1012,1,1,3,10,15
1013,1,1,3,0,5
1014,1,1,3,0,5
1015,0,1,3,0,4
1016,0,1,3,0,4
1017,0,1,0,0,1
1018,1,1,0,0,2
1019,2,1,3,0,6
1020,2,1,3,0,6
1021,2,1,3,10,16
1022,2,1,3,0,6
1023,1,1,4,0,6
1024,1,1,4,0,6
1025,1,1,4,0,6
1026,1,1,4,0,6
1027,1,1,4,0,6
1028,1,1,4,0,6
1029,1,1,4,0,6
1030,1,1,4,0,6
1031,1,1,4,0,6
1032,1,1,4,0,6
1033,1,1,4,0,6
1034,1,1,4,0,6
1035,1,1,4,0,6
1036,1,1,1,10,13
1037,1,3,4,0,8
1038,1,3,4,0,8
1039,1,3,3,10,17
1040,2,3,3,10,18
1041,2,3,3,10,18
1042,2,3,3,0,8
1043,2,3,3,0,8
1044,2,3,3,2,10
1045,2,3,3,2,10
1046,2,3,3,10,18
1047,3,3,3,10,19
1048,3,3,3,10,19
1049,3,3,3,10,19
1050,1,3,3,10,17
1051,1,1,3,0,5
1052,1,1,3,0,5
1053,1,1,3,0,5
1054,1,1,3,0,5
1055,1,1,3,0,5
1056,1,1,3,0,5
1057,1,1,3,0,5
1058,1,1,3,0,5
1059,1,1,4,0,6
1060,1,1,4,0,6
1061,1,1,4,0,6
1062,1,1,4,0,6
1063,1,1,4,0,6
1064,1,1,4,10,16
1065,1,1,3,10,15
1066,1,1,3,0,5
1067,1,1,3,10,15
1068,1,1,3,10,15
1069,1,1,3,10,15
1070,0,1,3,0,4
1071,1,1,3,0,5
1072,1,1,3,0,5
1073,1,1,3,0,5
1074,1,1,3,0,5
1075,2,1,1,0,4
1076,2,1,1,2,6
1077,2,1,1,2,6
1078,2,1,1,2,6
1079,1,1,3,0,5
1080,1,1,1,0,3
1081,1,1,1,2,5
1082,1,1,1,2,5
1083,2,1,2,2,7
1084,2,1,2,2,7
1085,2,1,3,10,16
1086,1,1,3,10,15
1087,1,1,1,2,5
1088,0,1,3,10,14
1089,1,1,3,10,15
1090,0,1,1,2,4
1091,0,1,1,2,4
1092,1,1,1,0,3
1093,0,1,1,0,2
1094,2,1,3,0,6
1095,2,1,3,10,16
1096,2,1,3,0,6
1097,1,1,3,0,5
1098,1,1,4,0,6
1099,1,1,4,0,6
1100,1,1,4,0,6
1101,1,1,4,0,6
1102,1,1,4,0,6
1103,1,1,4,0,6
1104,1,1,4,0,6
1105,1,1,4,0,6
1106,1,1,4,0,6
1107,2,1,4,0,7
1108,2,1,4,0,7
1109,2,1,4,0,7
1110,2,1,4,0,7
1111,2,1,4,0,7
1112,1,1,4,0,6
1113,1,3,4,0,8
1114,2,3,4,0,9
1115,2,3,3,0,8
1116,2,3,3,0,8
1117,2,3,3,4,12
1118,2,3,3,4,12
1119,1,3,3,0,7
1120,1,1,1,0,3
1121,1,1,3,0,5
1122,1,1,3,0,5
1123,1,1,3,0,5
1124,1,1,3,0,5
1125,1,1,3,0,5
1126,1,1,3,0,5
1127,1,1,3,0,5
1128,1,1,3,0,5
1129,1,1,4,0,6
1130,1,1,4,0,6
1131,1,1,4,0,6
1132,1,1,4,0,6
1133,1,1,4,0,6
1134,1,1,4,0,6
1135,1,1,4,10,16
1136,1,1,3,0,5
1137,1,1,3,0,5
1138,1,1,3,0,5
1139,1,1,3,10,15
1140,1,1,3,10,15
1141,1,1,3,10,15
1142,1,1,3,10,15
1143,0,1,3,10,14
1144,0,1,3,10,14
1145,1,1,3,10,15
1146,1,1,3,10,15
1147,2,1,3,10,16
1148,1,1,3,10,15
1149,1,1,3,10,15
1150,2,1,3,10,16
1151,1,1,3,10,15
1152,0,1,3,10,14
1153,0,1,3,10,14
1154,0,1,3,10,14
1155,0,1,3,10,14
1156,0,1,3,10,14
1157,0,1,3,10,14
1158,0,1,3,0,4
1159,1,1,3,0,5
1160,2,1,3,0,6
1161,1,1,3,0,5
1162,1,1,3,0,5
1163,1,1,3,10,15
1164,1,1,0,0,2
1165,2,1,1,2,6
1166,2,1,1,2,6
1167,1,1,1,2,5
1168,1,1,3,10,15
1169,1,1,2,6,10
1170,1,1,3,0,5
1171,1,1,3,10,15
1172,1,1,1,2,5
1173,0,1,3,10,14
1174,1,1,1,2,5
1175,0,1,1,2,4
1176,0,1,1,2,4
1177,0,1,1,2,4
1178,0,1,1,2,4
1179,0,1,1,2,4
1180,2,1,3,0,6
1181,2,1,1,0,4
1182,1,1,3,0,5
1183,1,1,3,0,5
1184,1,1,4,0,6
1185,1,1,3,0,5
1186,3,1,2,2,8
1187,3,1,3,2,9
1188,2,1,3,2,8
1189,1,1,3,0,5
1190,1,1,3,0,5
1191,1,1,3,0,5
1192,1,1,3,0,5
1193,1,1,3,0,5
1194,1,1,4,0,6
1195,1,1,4,0,6
1196,1,1,4,0,6
1197,1,1,4,0,6
1198,1,1,4,0,6
1199,1,1,4,0,6
1200,1,1,4,0,6
1201,1,1,4,0,6
1202,1,1,4,0,6
1203,1,1,4,0,6
1204,2,1,1,4,8
1205,2,1,3,0,6
1206,1,1,2,5,9
1207,1,1,3,0,5
1208,1,1,3,0,5
1209,1,1,3,5,10
1210,1,1,3,5,10
1211,1,1,3,5,10
1212,1,1,3,3,8
1213,1,1,3,3,8
1214,0,1,3,10,14
1215,0,1,3,10,14
1216,0,1,3,10,14
1217,1,1,3,10,15
1218,1,1,3,10,15
1219,0,1,3,10,14
1220,0,1,3,10,14
1221,0,1,3,10,14
1222,1,1,3,10,15
1223,0,1,3,10,14
1224,1,1,3,10,15
1225,0,1,3,10,14
1226,0,1,3,10,14
1227,0,1,1,2,4
1228,0,1,3,10,14
1229,1,1,3,10,15
1230,2,1,1,2,6
1231,1,1,3,10,15
1232,1,1,3,10,15
1233,1,1,3,0,5
1234,2,1,1,0,4
1235,2,1,3,0,6
1236,1,1,3,0,5
1237,1,1,3,0,5
1238,1,1,3,0,5
1239,1,1,3,0,5
1240,1,1,3,0,5
1241,1,1,3,0,5
1242,1,1,3,0,5
1243,2,1,3,0,6
1244,1,1,3,0,5
1245,1,1,3,0,5
1246,1,1,3,0,5
1247,2,1,4,10,17
1248,3,1,4,10,18
1249,2,1,4,0,7
1250,2,1,4,10,17
1251,2,1,1,10,14
1252,2,1,3,10,16
1253,1,1,3,0,5
1254,2,1,4,0,7
1255,2,3,4,0,9
1256,1,3,4,0,8
1257,2,3,4,0,9
1258,2,3,4,0,9
1259,1,3,3,0,7
1260,1,3,3,10,17
1261,2,3,3,10,18
1262,3,3,3,10,19
1263,1,3,3,10,17
1264,2,3,3,10,18
1265,2,3,3,2,10
1266,2,3,3,3,11
1267,2,3,3,3,11
1268,2,3,3,3,11
1269,2,3,3,4,12
1270,3,3,3,4,13
1271,2,3,3,4,12
1272,2,3,3,4,12
1273,3,3,3,4,13
1274,2,3,1,4,10
1275,2,3,1,4,10
1276,1,3,3,0,7
1277,1,3,3,0,7
1278,1,3,3,0,7
1279,1,3,3,0,7
1280,1,3,3,0,7
1281,1,3,3,0,7
1282,1,3,3,0,7
1283,1,3,3,0,7
1284,1,3,3,0,7
1285,1,3,3,10,17
1286,1,3,2,10,16
1287,1,3,1,0,5
1288,1,3,3,0,7
1289,1,3,3,0,7
1290,2,3,3,0,8
1291,2,3,3,10,18
1292,1,3,3,10,17
1293,2,3,3,10,18
1294,2,3,3,10,18
1295,1,3,3,10,17
1296,2,3,3,10,18
1297,1,3,3,10,17
1298,2,3,3,10,18
1299,0,3,3,10,16
1300,0,3,3,10,16
1301,1,3,3,10,17
1302,1,3,3,10,17
1303,2,3,1,2,8
1304,0,3,3,10,16
1305,1,3,3,10,17
1306,1,3,3,10,17
1307,0,3,3,10,16
1308,0,3,3,10,16
1309,0,3,3,10,16
1310,0,3,3,10,16
1311,1,1,3,0,5
1312,1,1,3,0,5
1313,1,1,3,0,5
1314,1,1,3,0,5
1315,1,1,3,0,5
1316,1,1,3,0,5
1317,1,1,4,0,6
1318,1,1,4,0,6
1319,1,1,4,0,6
1320,1,1,4,0,6
1321,1,1,4,0,6
1322,1,1,4,0,6
1323,1,1,4,0,6
1324,1,1,4,10,16
1325,1,1,3,10,15
1326,1,1,3,0,5
1327,1,1,3,0,5
1328,1,1,3,0,5
1329,1,1,3,10,15
1330,1,1,3,10,15
1331,1,1,3,0,5
1332,1,1,3,0,5
1333,1,1,3,0,5
1334,1,1,3,0,5
1335,1,1,3,0,5
1336,2,1,3,0,6
1337,2,1,3,0,6
1338,2,1,3,0,6
1339,2,1,1,10,14
1340,2,1,1,0,4
1341,0,1,3,5,9
1342,2,1,3,5,11
1343,1,1,3,5,10
1344,1,1,3,10,15
1345,1,1,3,3,8
1346,0,1,3,10,14
1347,1,1,3,10,15
1348,0,1,3,10,14
1349,0,1,3,10,14
1350,0,1,3,10,14
1351,0,1,3,10,14
1352,0,1,3,10,14
1353,0,1,3,10,14
1354,0,1,3,10,14
1355,1,1,3,0,5
1356,1,1,3,0,5
1357,1,1,3,0,5
1358,1,1,3,0,5
1359,1,1,3,0,5
1360,1,1,3,0,5
1361,1,1,3,0,5
1362,1,1,4,0,6
1363,1,1,4,0,6
1364,1,1,4,0,6
1365,1,1,4,0,6
1366,1,1,4,0,6
1367,1,1,4,10,16
1368,1,1,3,0,5
1369,1,1,3,0,5
1370,1,1,3,10,15
1371,1,1,3,0,5
1372,1,1,1,0,3
1373,1,1,1,0,3
1374,1,1,3,0,5
1375,1,1,3,0,5
1376,1,1,2,2,6
1377,1,1,3,0,5
1378,2,1,3,0,6
1379,2,1,3,0,6
1380,2,1,3,0,6
1381,2,1,3,0,6
1382,2,1,3,0,6
1383,2,1,3,0,6
1384,2,1,3,0,6
1385,1,1,4,0,6
1386,1,1,4,0,6
1387,1,1,4,0,6
1388,1,1,4,0,6
1389,1,1,4,0,6
1390,1,1,4,0,6
1391,1,1,4,0,6
1392,1,1,4,0,6
1393,1,1,4,0,6
1394,2,1,4,0,7
1395,2,1,4,0,7
1396,2,1,4,0,7
1397,2,1,4,0,7
1398,1,1,4,0,6
1399,2,1,4,0,7
1400,1,1,4,0,6
1401,1,3,4,0,8
1402,1,3,4,0,8
1403,2,3,3,0,8
1404,2,3,3,4,12
1405,3,3,3,10,19
1406,4,3,3,10,20
1407,3,3,3,10,19
1408,3,3,3,0,9
1409,1,3,3,0,7
1410,1,3,3,0,7
1411,1,3,3,0,7
1412,1,3,3,0,7
1413,1,3,3,6,13
1414,0,3,3,10,16
1415,0,3,3,10,16
1416,2,3,0,10,15
1417,2,3,0,0,5
1418,2,3,1,0,6
1419,1,3,1,10,15
1420,2,3,1,10,16
1421,1,3,0,0,4
1422,1,3,0,10,14
1423,2,3,2,10,17
1424,4,3,1,8,16
1425,1,3,0,5,9
1426,2,3,1,6,12
1427,0,3,1,0,4
1428,1,3,0,0,4
1429,1,3,1,0,5
1430,0,3,1,0,4
1431,1,1,3,0,5
1432,1,1,3,0,5
1433,1,1,3,0,5
1434,1,1,3,0,5
1435,1,1,3,0,5
1436,1,1,4,0,6
1437,1,1,4,0,6
1438,1,1,4,0,6
1439,1,1,4,0,6
1440,1,1,4,0,6
1441,1,1,4,0,6
1442,1,1,4,0,6
1443,1,1,3,10,15
1444,1,1,3,0,5
1445,1,1,3,0,5
1446,1,1,3,0,5
1447,1,1,1,0,3
1448,1,1,3,0,5
1449,1,1,3,0,5
1450,1,1,3,0,5
1451,1,1,1,0,3
1452,1,1,3,0,5
1453,1,1,3,0,5
1454,2,1,1,2,6
1455,2,1,2,0,5
1456,1,1,3,0,5
1457,1,1,3,0,5
1458,1,1,3,0,5
1459,1,1,3,0,5
1460,1,1,1,3,6
1461,1,1,2,6,10
1462,1,1,1,5,8
1463,2,1,1,0,4
1464,1,1,3,0,5
1465,2,1,3,0,6
1466,1,1,4,0,6
1467,1,1,4,0,6
1468,2,1,4,0,7
1469,1,1,4,0,6
1470,1,1,4,0,6
1471,2,1,4,0,7
1472,2,1,4,0,7
1473,2,1,4,0,7
1474,2,1,4,10,17
1475,2,1,4,10,17
1476,2,1,4,0,7
1477,2,1,4,0,7
1478,2,3,4,0,9
1479,2,3,4,0,9
1480,2,3,4,10,19
1481,2,3,4,10,19
1482,3,3,3,10,19
1483,3,3,3,2,11
1484,3,3,3,2,11
1485,2,3,3,10,18
1486,2,3,3,4,12
1487,2,3,3,4,12
1488,3,3,3,4,13
1489,2,3,3,4,12
1490,2,3,3,0,8
1491,1,3,3,10,17
1492,2,3,3,0,8
1493,1,3,3,0,7
1494,2,3,3,0,8
1495,1,3,3,0,7
1496,1,3,3,0,7
1497,2,3,3,0,8
1498,1,3,3,0,7
1499,1,3,3,0,7
1500,1,3,3,0,7
1501,1,3,3,0,7
1502,1,3,3,0,7
1503,2,3,1,3,9
1504,2,3,1,10,16
1505,2,3,1,0,6
1506,1,3,1,0,5
1507,1,3,3,0,7
1508,1,3,3,10,17
1509,1,3,3,10,17
1510,0,3,1,3,7
1511,0,3,2,2,7
1512,0,3,2,2,7
1513,1,3,2,2,8
1514,1,3,2,2,8
1515,1,3,2,2,8
1516,0,3,1,2,6
1517,0,3,1,2,6
1518,0,3,2,2,7
1519,0,3,2,2,7
1520,0,3,2,2,7
1521,0,3,1,2,6
1522,0,3,1,2,6
1523,1,3,1,2,7
1524,0,3,1,2,6
1525,0,3,1,2,6
1526,1,3,1,2,7
1527,1,3,1,2,7
1528,1,3,1,2,7
1529,1,1,3,0,5
1530,1,1,3,0,5
1531,1,1,3,0,5
1532,1,1,3,0,5
1533,1,1,3,0,5
1534,1,1,3,0,5
1535,1,1,3,0,5
1536,1,1,3,0,5
1537,1,1,4,0,6
1538,1,1,4,0,6
1539,1,1,4,0,6
1540,1,1,4,0,6
1541,1,1,4,0,6
1542,1,1,4,0,6
1543,1,1,4,0,6
1544,1,1,3,0,5
1545,1,1,3,0,5
1546,1,1,3,0,5
1547,1,1,3,0,5
1548,1,1,3,0,5
1549,1,1,3,0,5
1550,0,1,3,10,14
1551,0,1,3,10,14
1552,0,1,3,10,14
1553,0,1,3,10,14
1554,1,1,3,0,5
1555,1,1,3,0,5
1556,1,1,3,0,5
1557,1,1,3,0,5
1558,1,1,3,0,5
1559,1,1,3,0,5
1560,1,1,3,0,5
1561,1,1,3,0,5
1562,1,1,3,0,5
1563,1,1,3,0,5
1564,1,1,3,0,5
1565,1,1,3,0,5
1566,1,1,3,0,5
1567,1,1,3,0,5
1568,1,1,4,0,6
1569,1,1,4,0,6
1570,1,1,4,0,6
1571,1,1,4,0,6
1572,1,1,3,0,5
1573,1,1,3,0,5
1574,1,1,1,0,3
1575,1,1,1,0,3
1576,1,1,3,2,7
1577,2,1,1,0,4
1578,2,1,1,2,6
1579,2,1,1,5,9
1580,2,1,1,0,4
1581,2,1,1,10,14
1582,2,1,1,10,14
1583,2,1,1,0,4
1584,2,1,1,10,14
1585,2,1,1,10,14
1586,1,1,1,5,8
1587,1,1,1,5,8
1588,2,1,1,5,9
1589,1,1,1,10,13
1590,2,1,1,10,14
1591,2,3,1,5,11
1592,3,3,2,6,14
1593,3,3,2,1,9
1594,1,3,2,4,10
1595,2,3,2,0,7
1596,3,3,1,1,8
1597,1,3,2,2,8
1598,1,3,2,2,8
1599,1,3,3,0,7
