scenario no.,scenario diversity
1931,399090.5653
1932,399353.1215
1933,399408.8545
1934,399306.4692
1935,399255.091
1936,399165.3477
1937,399148.7122
1938,399143.0714
1939,399169.9165
1940,398603.554
1941,398086.4615
1942,398001.8981
1943,397804.9249
1944,397724.3438
1945,397643.7698
1946,397563.4455
1947,397482.9363
1948,397402.4653
1949,397347.2518
1950,397662.5764
1951,397186.4149
1952,397106.0892
1953,396937.4625
1954,396810.56
1955,396741.9557
1956,396685.7361
1957,396614.1515
1958,396518.1075
1959,396456.4508
1960,396383.5227
1961,396273.1442
1962,396194.114
1963,396117.6271
1964,396043.627
1965,395964.8401
1966,395889.3473
1967,395813.0541
1968,395736.3877
1969,395658.6914
1970,395586.6174
1971,395504.7003
1972,395427.6143
1973,395350.6549
1974,395272.6826
1975,395195.9607
1976,395119.0041
1977,395055.1905
1978,395084.8644
1979,394969.2109
1980,394879.1431
1981,394707.3806
1982,394674.5171
1983,394598.4011
1984,394989.412
1985,394865.1951
1986,394732.2208
1987,394393.384
1988,394369.0355
1989,394324.4018
1990,394010.2379
1991,393915.6827
1992,393856.5267
1993,393755.6778
1994,393635.045
1995,393561.5827
1996,393498.6422
1997,393418.2786
1998,393341.1189
1999,393271.1325
2000,393195.073
2001,393101.8547
2002,393026.272
2003,392949.2625
2004,393585.4484
2005,393510.976
2006,393451.8091
2007,392657.1999
2008,392565.0109
2009,393273.9877
2010,393117.0577
2011,393017.6885
2012,392918.7537
2013,392150.2223
2014,392102.0307
2015,392305.3342
2016,392161.069
2017,392144.1389
2018,392098.935
2019,391930.8008
2020,391897.6464
2021,391823.634
2022,391724.8975
2023,391693.1278
2024,391704.1028
2025,391741.055
2026,391372.1079
2027,391241.7646
2028,391165.5584
2029,391086.6319
2030,391009.7014
2031,390933.4931
2032,390943.9519
2033,390982.3779
2034,391020.2689
2035,390744.6025
2036,390865.1519
2037,390718.3652
2038,390799.4407
2039,390557.0094
2040,390681.0361
2041,390305.3033
2042,389953.2264
2043,389820.1365
2044,389749.1948
2045,389686.4627
2046,389613.3018
2047,389541.2025
2048,389459.3535
2049,389417.2682
2050,389312.003
2051,389241.409
2052,389167.7201
2053,389095.4721
2054,389020.1612
2055,388948.0622
2056,388876.7441
2057,388800.7044
2058,388727.0729
2059,388652.5185
2060,388579.4674
2061,388508.275
2062,388432.4778
2063,388361.4756
2064,388287.3145
2065,388213.689
2066,388188.8818
2067,388151.0804
2068,388001.0754
2069,387906.9433
2070,387890.6405
2071,387817.3234
2072,387959.8599
2073,387944.5122
2074,387792.6485
2075,387878.6663
2076,387334.4425
2077,387260.1988
2078,387233.2374
2079,387112.6044
2080,387044.2083
2081,386990.7345
2082,386862.7133
2083,386793.305
2084,386735.2226
2085,386654.887
2086,386599.5429
2087,386505.8915
2088,386446.4468
2089,386357.0082
2090,386284.9067
2091,386211.7395
2092,386138.5455
2093,386067.9376
2094,385998.417
2095,385954.0553
2096,385854.3597
2097,385791.8077
2098,386353.4325
2099,385640.5151
2100,385562.9069
2101,385487.2844
2102,385411.6672
2103,385526.4301
2104,385501.6745
2105,385386.7935
2106,385126.2531
2107,384992.2245
2108,384922.4764
2109,384869.526
2110,384796.6743
2111,384746.584
2112,384683.4997
2113,384578.3666
2114,384507.9645
2115,384438.0704
2116,384368.0966
2117,384295.7209
2118,384226.3702
2119,384156.1261
2120,384084.5139
2121,384012.3839
2122,383940.3557
2123,383867.9149
2124,383796.154
2125,383749.5853
2126,384290.3205
2127,383582.7768
2128,383521.1098
2129,383488.195
2130,383435.7996
2131,383378.3991
2132,383288.7143
2133,383204.6189
2134,383141.0109
2135,383207.1148
2136,383173.1204
2137,383319.633
2138,383185.3172
2139,383245.3471
2140,382586.8746
2141,382580.0997
2142,382490.5325
2143,382387.9173
2144,382277.5663
2145,382217.484
2146,382146.1373
2147,382070.2327
2148,382009.2708
2149,381950.708
2150,381875.143
2151,381787.6591
2152,381717.6164
2153,381647.4073
2154,381576.6568
2155,382169.3616
2156,382150.6312
2157,382102.8293
2158,381288.8431
2159,381218.566
2160,381168.8379
2161,381094.2906
2162,381022.2529
2163,380947.3195
2164,380873.6232
2165,380808.5913
2166,380727.7579
2167,380906.0732
2168,380888.3446
2169,380636.727
2170,380694.2531
2171,380622.3932
2172,380550.5494
2173,380240.9531
2174,380102.3778
2175,380031.6743
2176,379997.2396
2177,379929.7241
2178,379844.6026
2179,379811.4123
2180,379726.0812
2181,379632.1898
2182,379562.9241
2183,379496.9794
2184,379427.625
2185,379360.8394
2186,379293.7897
2187,379225.7298
2188,379156.4282
2189,379088.2663
2190,379018.283
2191,378952.2366
2192,378882.5385
2193,378813.3849
2194,378748.0595
2195,378681.014
2196,378622.1674
2197,378584.2177
2198,378511.0969
2199,378470.9616
2200,378419.5617
2201,378308.1532
2202,378251.5401
2203,378312.909
2204,378187.7565
2205,378091.8622
2206,378033.1555
2207,377949.2306
2208,377836.662
2209,377766.7402
2210,377696.5276
2211,377626.3404
2212,377556.2334
2213,377486.1821
2214,377416.1227
2215,377346.129
2216,377276.1592
2217,377206.2429
2218,377136.3429
2219,377156.1992
2220,377200.9575
2221,377181.6122
2222,376857.1106
2223,376787.4152
2224,376717.7424
2225,376648.138
2226,376578.5491
2227,376507.4483
2228,376437.9794
2229,376368.5052
2230,376299.0936
2231,376229.7096
2232,376160.3845
2233,376091.1058
2234,376021.8582
2235,375952.6183
2236,375883.4147
2237,375735.7452
2238,375615.3859
2239,375547.0541
2240,375492.3441
2241,375430.1899
2242,375350.9576
2243,375326.0234
2244,375260.3233
2245,375153.0017
2246,375088.688
2247,375740.2203
2248,374976.6975
2249,374870.9096
2250,374813.0905
2251,374725.2438
2252,375290.1375
2253,375200.2234
2254,375084.9918
2255,374937.4628
2256,374593.0147
2257,374570.791
2258,374514.7875
2259,374442.5318
2260,374415.1775
2261,374267.4834
2262,374317.7965
2263,374260.2692
2264,374249.4461
2265,374009.3538
2266,374025.8684
2267,373960.3477
2268,373892.4684
2269,373830.5801
2270,373762.5744
2271,373697.6888
2272,373633.6444
2273,373566.8991
2274,373438.3439
2275,373370.5209
2276,373032.9905
2277,372944.7316
2278,372881.8505
2279,372828.2181
2280,372769.5234
2281,372774.7678
2282,372630.0866
2283,372564.3474
2284,372500.8768
2285,372436.4524
2286,372372.1688
2287,372306.6816
2288,372244.9847
2289,372177.9343
2290,372113.3364
2291,372048.3709
2292,371986.4132
2293,371921.5959
2294,371856.3245
2295,371792.0144
2296,371727.7665
2297,371667.1993
2298,371599.6515
2299,371535.0237
2300,371474.0505
2301,371513.0045
2302,371447.5566
2303,371333.2684
2304,371194.3319
2305,371185.3499
2306,371131.362
2307,371047.3412
2308,370948.7944
2309,371061.4827
2310,370983.5427
2311,370690.0048
2312,370625.9089
2313,370623.7075
2314,370509.7116
2315,370443.1743
2316,370348.3867
2317,370298.9425
2318,370221.4842
2319,370165.6969
2320,370098.03
2321,370046.0549
2322,369966.768
2323,369902.1243
2324,369837.3797
2325,369775.4935
2326,370375.6829
2327,370660.6618
2328,370599.8397
2329,369511.2531
2330,369583.671
2331,369631.8289
2332,369490.5158
2333,369425.1051
2334,369359.7941
2335,369294.4958
2336,369229.0231
2337,369163.187
2338,369224.9053
2339,369161.4236
2340,368813.0676
2341,368706.9251
2342,368656.0154
2343,368641.594
2344,368536.9628
2345,368459.3353
2346,368405.7994
2347,368373.0852
2348,368274.5183
2349,368210.4627
2350,368150.8133
2351,368087.7194
2352,368026.9603
2353,367962.9757
2354,367900.5377
2355,367841.7267
2356,367779.6987
2357,367719.2662
2358,367655.2391
2359,367592.823
2360,367530.8245
2361,367468.6343
2362,367407.4372
2363,367349.094
2364,367287.2993
2365,367225.8788
2366,367290.8329
2367,367201.0928
2368,367120.6619
2369,367063.9976
2370,366974.7421
2371,366834.5785
2372,366748.9944
2373,366721.9235
2374,366635.7298
2375,366537.7551
2376,366473.8546
2377,366413.265
2378,366351.2659
2379,366302.9653
2380,366224.6345
2381,366162.5848
2382,366101.8859
2383,366702.2541
2384,366646.1718
2385,365919.2384
2386,365958.2877
2387,365815.1456
2388,366386.451
2389,366315.878
2390,366276.6432
2391,366232.0646
2392,366157.3732
2393,365420.163
2394,365354.821
2395,365290.5204
2396,365506.0213
2397,365382.9915
2398,365292.4059
2399,365166.4736
