scenario no.,scenario diversity
1174,471634.597
1175,471544.2983
1176,471435.7979
1177,471326.1026
1178,471217.6911
1179,471128.7094
1180,470732.1516
1181,470835.3647
1182,470522.3766
1183,470432.612
1184,470304.0011
1185,470146.7407
1186,470619.9656
1187,470526.5209
1188,470337.4287
1189,469686.8738
1190,469543.3511
1191,469438.1467
1192,469341.1994
1193,469217.7288
1194,469111.3865
1195,469002.0113
1196,468887.2322
1197,468778.9747
1198,468668.243
1199,468558.5851
1200,468449.2545
1201,468339.8058
1202,468232.6853
1203,468122.0777
1204,468725.6201
1205,468000.5024
1206,468307.6141
1207,468491.9876
1208,468373.7419
1209,468272.3753
1210,468155.9554
1211,468042.8142
1212,467913.1419
1213,467795.067
1214,467884.6856
1215,467775.5698
1216,467442.1763
1217,467332.9404
1218,467192.5756
1219,467115.1017
1220,467006.115
1221,466897.1432
1222,466820.8725
1223,466679.2675
1224,466624.1528
1225,466466.729
1226,466377.389
1227,465881.4876
1228,466196.6794
1229,466121.8643
1230,465621.658
1231,465812.9446
1232,465688.4713
1233,464932.9993
1234,465728.7046
1235,464766.0649
1236,464626.7877
1237,464463.514
1238,464421.9037
1239,464265.1218
1240,464135.3333
1241,464043.4388
1242,463887.9372
1243,463819.3038
1244,463684.7056
1245,463570.4896
1246,463467.0736
1247,464380.9007
1248,464304.5178
1249,463186.7214
1250,463756.1223
1251,463658.5754
1252,463629.421
1253,462749.3115
1254,462659.5511
1255,462529.7252
1256,462390.7418
1257,462317.2505
1258,462211.6656
1259,462079.3507
1260,462717.6622
1261,462589.366
1262,462840.9293
1263,462332.6884
1264,462626.1113
1265,462490.6655
1266,462558.3842
1267,462433.2669
1268,462331.2368
1269,461729.3952
1270,461605.8775
1271,461366.133
1272,461262.8264
1273,461257.8564
1274,461071.6289
1275,460971.6233
1276,460213.6073
1277,460106.6145
1278,460000.415
1279,459917.2571
1280,459783.572
1281,459699.9871
1282,459591.8128
1283,459483.4961
1284,459375.4145
1285,459938.9711
1286,459733.2729
1287,459596.2472
1288,459639.4281
1289,459546.4504
1290,459398.0665
1291,459282.1428
1292,459150.7124
1293,459044.818
1294,458975.6313
1295,458870.74
1296,458779.8124
1297,458659.0059
1298,458563.5666
1299,458414.6503
1300,458308.8197
1301,458226.771
1302,458121.0412
1303,457840.5388
1304,457896.6053
1305,457823.3085
1306,457717.6106
1307,457579.7079
1308,457474.183
1309,457374.2482
1310,457289.5131
1311,456560.6353
1312,456396.2459
1313,456292.4016
1314,456184.6591
1315,456090.6177
1316,455987.6445
1317,455872.8198
1318,455770.3784
1319,455660.5122
1320,455555.3165
1321,455450.7533
1322,455345.7914
1323,455240.7961
1324,455809.2736
1325,455683.431
1326,455690.3157
1327,455507.4459
1328,455473.2688
1329,455343.3257
1330,455203.5897
1331,454473.0533
1332,454366.1719
1333,454212.7323
1334,454111.06
1335,453968.3312
1336,453869.3542
1337,453764.3989
1338,453660.3868
1339,454618.8308
1340,453930.6076
1341,454163.6912
1342,454109.6965
1343,453944.8521
1344,453836.865
1345,453725.7375
1346,453583.6645
1347,453525.3598
1348,453389.8638
1349,453220.9412
1350,453136.4184
1351,453231.7754
1352,453127.9487
1353,452824.9379
1354,452722.4272
1355,451901.1417
1356,451799.0302
1357,451690.1223
1358,451605.7172
1359,451487.0977
1360,451388.244
1361,451304.1645
1362,451178.0105
1363,451073.6125
1364,450970.1152
1365,450866.5399
1366,450764.1292
1367,451323.2022
1368,450564.8075
1369,450440.0667
1370,451002.2991
1371,450231.6362
1372,450339.999
1373,450268.7855
1374,449921.9844
1375,449844.9038
1376,450040.5043
1377,449722.8095
1378,449657.4568
1379,449544.7472
1380,449438.8293
1381,449356.8384
1382,449290.1003
1383,449120.6603
1384,449033.8258
1385,448906.1996
1386,448801.1065
1387,448697.3436
1388,448560.5499
1389,448457.2575
1390,448341.2638
1391,448253.2356
1392,448138.267
1393,448041.4637
1394,447973.1473
1395,447873.0795
1396,447772.2791
1397,447677.6425
1398,447540.7928
1399,447472.8762
1400,447339.912
1401,447240.4121
1402,447138.7191
1403,447122.8726
1404,447484.8927
1405,447851.1488
1406,447871.3745
1407,447669.2931
1408,447347.8516
1409,447201.0894
1410,446787.1313
1411,446589.8207
1412,446515.6637
1413,446383.5064
1414,446175.3916
1415,446115.5139
1416,446193.1631
1417,446005.9927
1418,445909.4094
1419,445763.7352
1420,445683.5852
1421,445568.2002
1422,445341.2908
1423,445546.8291
1424,445483.2177
1425,445070.7926
1426,445037.1534
1427,444922.8315
1428,444701.698
1429,444642.4691
1430,444510.1464
1431,444184.3542
1432,444030.2576
1433,443947.4407
1434,443832.4881
1435,443742.1339
1436,443641.3627
1437,443531.1862
1438,443431.3636
1439,443330.1799
1440,443230.7183
1441,443130.8322
1442,443032.0571
1443,443634.8201
1444,442837.1858
1445,442715.4389
1446,442611.0845
1447,442754.8953
1448,442444.182
1449,442310.3794
1450,442270.3749
1451,442347.3549
1452,442068.9604
1453,442030.9103
1454,442236.4002
1455,442400.9141
1456,442521.9134
1457,442348.1254
1458,442241.7887
1459,442132.9457
1460,441670.9205
1461,441579.7215
1462,441642.588
1463,441540.7462
1464,440909.5648
1465,440819.7443
1466,440676.5726
1467,440585.2667
1468,440541.7881
1469,440374.4418
1470,440276.7617
1471,440210.5759
1472,440112.5025
1473,440014.511
1474,440580.5309
1475,440485.2347
1476,439722.9557
1477,439626.1977
1478,439532.8493
1479,439435.5482
1480,440002.144
1481,440176.7383
1482,440258.1884
1483,440093.1102
1484,439970.4766
1485,439841.8149
1486,439266.822
1487,439200.8542
1488,439106.5728
1489,439018.0344
1490,438305.212
1491,438861.0132
1492,438827.8642
1493,437960.9197
1494,437895.5231
1495,437768.6069
1496,437674.4841
1497,437628.5816
1498,437496.3311
1499,437395.1861
1500,437294.9807
1501,437194.4388
1502,437094.8341
1503,437601.3398
1504,437477.3051
1505,437369.1899
1506,437197.3479
1507,437274.7961
1508,437136.8339
1509,437107.396
1510,436943.1575
1511,436892.3599
1512,436793.8701
1513,436680.4835
1514,436396.3069
1515,436311.3309
1516,436124.2695
1517,436245.7168
1518,436210.9605
1519,435890.376
1520,435800.2955
1521,435646.766
1522,435544.5513
1523,435494.3922
1524,435361.2047
1525,435280.3976
1526,435186.9675
1527,435066.0444
1528,434987.5964
1529,434487.2326
1530,434351.4178
1531,434273.1331
1532,434158.0063
1533,434075.742
1534,433966.021
1535,433881.1203
1536,433772.4318
1537,433683.2144
1538,433579.4637
1539,433482.8455
1540,433386.6912
1541,433289.8489
1542,433194.333
1543,433099.8401
1544,433042.8848
1545,433669.3927
1546,433562.372
1547,433467.6875
1548,433341.9941
1549,433223.9046
1550,433163.3624
1551,433066.5687
1552,432970.8634
1553,432874.9082
1554,432086.0318
1555,432019.5955
1556,431876.8375
1557,431771.8855
1558,431701.9594
1559,431565.5368
1560,431549.9633
1561,431360.9642
1562,431265.945
1563,431184.0726
1564,431073.705
1565,430978.8507
1566,430887.8206
1567,430788.8637
1568,430692.6108
1569,430598.3624
1570,430501.4839
1571,430429.0133
1572,430332.452
1573,430270.2547
1574,430360.1464
1575,430571.0487
1576,430235.0266
1577,430097.3982
1578,430489.8655
1579,430031.94
1580,429941.0624
1581,429844.1275
1582,429772.1384
1583,429610.8541
1584,429546.6699
1585,429451.0943
1586,429269.1506
1587,429176.739
1588,429158.0302
1589,429043.2195
1590,428971.696
1591,428901.7542
1592,428981.8554
1593,429213.429
1594,428688.4044
1595,428664.9772
1596,428837.3897
1597,428282.0757
1598,428132.869
1599,427793.5823
