scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
3424,1,1,2,0,4
3425,1,1,2,0,4
3426,1,1,2,0,4
3427,2,1,2,0,5
3428,2,1,2,0,5
3429,2,1,2,0,5
3430,0,1,2,0,3
3431,1,1,2,0,4
3432,1,1,2,0,4
3433,1,1,2,0,4
3434,1,1,2,0,4
3435,2,1,2,0,5
3436,1,1,2,0,4
3437,0,1,2,0,3
3438,1,1,2,0,4
3439,1,1,2,0,4
3440,2,1,2,0,5
3441,1,1,2,0,4
3442,2,1,2,0,5
3443,0,1,2,0,3
3444,2,1,2,0,5
3445,2,1,2,0,5
3446,2,1,2,0,5
3447,0,1,2,0,3
3448,2,1,2,0,5
3449,2,1,2,0,5
3450,2,1,2,0,5
3451,2,1,2,0,5
3452,2,1,2,0,5
3453,1,1,2,0,4
3454,1,1,2,0,4
3455,1,1,1,0,3
3456,2,1,1,0,4
3457,1,1,2,0,4
3458,1,1,1,4,7
3459,2,1,1,5,9
3460,2,1,0,0,3
3461,1,1,1,0,3
3462,1,1,0,0,2
3463,2,1,3,0,6
3464,2,1,4,10,17
3465,2,1,4,10,17
3466,2,1,4,10,17
3467,2,1,4,0,7
3468,1,1,1,10,13
3469,2,1,4,0,7
3470,2,1,4,10,17
3471,2,3,4,0,9
3472,2,3,4,0,9
3473,2,3,4,0,9
3474,2,3,4,10,19
3475,1,3,3,0,7
3476,1,3,3,0,7
3477,1,3,3,0,7
3478,1,3,3,0,7
3479,1,3,3,0,7
3480,1,3,3,0,7
3481,1,3,4,0,8
3482,1,3,4,0,8
3483,1,3,4,0,8
3484,1,3,4,0,8
3485,1,3,4,0,8
3486,1,3,4,0,8
3487,1,3,4,0,8
3488,1,3,4,0,8
3489,1,3,4,0,8
3490,1,3,4,0,8
3491,1,3,4,0,8
3492,1,3,4,0,8
3493,1,3,4,0,8
3494,1,3,4,0,8
3495,1,3,4,0,8
3496,1,3,4,0,8
3497,2,3,4,0,9
3498,3,3,4,0,10
3499,3,3,4,0,10
3500,3,3,4,0,10
3501,3,3,3,0,9
3502,3,3,3,0,9
3503,3,3,3,0,9
3504,2,3,0,0,5
3505,2,3,0,0,5
3506,2,3,0,0,5
3507,2,3,3,0,8
3508,2,3,3,0,8
3509,1,3,3,0,7
3510,1,3,3,0,7
3511,1,3,3,0,7
3512,1,3,3,0,7
3513,1,3,3,0,7
3514,1,3,3,0,7
3515,1,3,4,0,8
3516,1,3,4,0,8
3517,1,3,4,0,8
3518,1,3,4,0,8
3519,1,3,4,0,8
3520,1,3,4,0,8
3521,1,3,4,10,18
3522,1,3,4,10,18
3523,1,3,4,10,18
3524,2,3,4,4,13
3525,1,3,4,0,8
3526,1,3,4,0,8
3527,1,3,4,0,8
3528,1,3,4,0,8
3529,1,3,4,0,8
3530,1,3,4,0,8
3531,1,3,4,0,8
3532,1,3,3,0,7
3533,1,3,3,0,7
3534,2,3,3,0,8
3535,3,3,3,10,19
3536,2,3,3,0,8
3537,2,3,3,10,18
3538,2,3,3,10,18
3539,1,3,3,0,7
3540,1,3,3,0,7
3541,1,3,3,0,7
3542,1,3,3,0,7
3543,1,3,3,0,7
3544,1,3,3,0,7
3545,1,3,3,0,7
3546,1,3,3,0,7
3547,1,3,3,0,7
3548,1,3,3,0,7
3549,1,3,3,0,7
3550,1,3,4,0,8
3551,1,3,4,0,8
3552,1,3,4,0,8
3553,1,3,4,0,8
3554,1,3,4,0,8
3555,1,3,4,0,8
3556,1,3,4,0,8
3557,1,3,4,0,8
3558,1,3,4,0,8
3559,1,3,4,0,8
3560,1,3,4,0,8
3561,1,3,4,0,8
3562,1,3,4,0,8
3563,1,3,4,0,8
3564,1,3,4,0,8
3565,2,3,4,0,9
3566,3,3,4,0,10
3567,2,3,4,0,9
3568,3,3,4,0,10
3569,3,3,4,0,10
3570,3,3,3,0,9
3571,1,3,3,0,7
3572,2,3,4,0,9
3573,1,3,4,0,8
3574,1,3,4,0,8
3575,2,3,4,0,9
3576,1,3,4,0,8
3577,1,3,4,0,8
3578,1,3,4,0,8
3579,1,3,4,0,8
3580,1,3,4,0,8
3581,1,3,4,0,8
3582,1,3,1,10,15
3583,1,3,4,10,18
3584,1,3,4,10,18
3585,2,3,4,4,13
3586,1,3,4,0,8
3587,1,3,4,0,8
3588,2,3,4,10,19
3589,2,3,4,0,9
3590,1,3,3,0,7
3591,1,3,3,0,7
3592,1,3,4,10,18
3593,1,3,3,0,7
3594,1,3,0,10,14
3595,2,4,0,0,6
3596,2,4,0,0,6
3597,2,4,0,10,16
3598,2,4,0,10,16
3599,2,4,3,0,9
3600,2,4,3,0,9
3601,2,2,3,0,7
3602,3,2,3,0,8
3603,2,2,3,0,7
3604,3,2,1,0,6
3605,1,2,0,0,3
3606,2,2,0,0,4
3607,1,2,0,5,8
3608,2,2,1,5,10
3609,1,2,0,0,3
3610,1,2,0,0,3
3611,1,3,3,0,7
3612,1,3,3,0,7
3613,1,3,3,0,7
3614,1,3,3,0,7
3615,1,3,3,0,7
3616,1,3,3,0,7
3617,1,3,3,0,7
3618,1,3,3,0,7
3619,1,3,4,0,8
3620,1,3,4,0,8
3621,1,3,4,0,8
3622,1,3,4,0,8
3623,1,3,4,0,8
3624,1,3,4,0,8
3625,1,3,4,0,8
3626,1,3,4,0,8
3627,1,3,4,0,8
3628,1,3,4,0,8
3629,1,3,4,0,8
3630,1,3,4,0,8
3631,1,3,4,0,8
3632,1,3,4,0,8
3633,1,3,4,0,8
3634,1,3,4,0,8
3635,1,3,4,0,8
3636,2,3,4,0,9
3637,3,3,4,0,10
3638,3,3,4,0,10
3639,3,3,4,0,10
3640,3,3,3,0,9
3641,2,3,3,0,8
3642,3,3,3,0,9
3643,2,3,3,10,18
3644,2,3,3,10,18
3645,2,3,3,10,18
3646,1,3,3,10,17
3647,2,3,3,0,8
3648,2,3,3,0,8
3649,2,3,3,0,8
3650,1,3,3,0,7
3651,1,3,3,0,7
3652,1,3,3,0,7
3653,1,3,3,0,7
3654,1,3,3,0,7
3655,1,3,3,0,7
3656,1,3,4,0,8
3657,1,3,4,0,8
3658,1,3,4,0,8
3659,1,3,4,0,8
3660,1,3,4,0,8
3661,1,3,4,0,8
3662,1,3,4,0,8
3663,2,3,4,4,13
3664,2,3,3,2,10
3665,1,3,3,0,7
3666,1,3,3,0,7
3667,1,3,3,0,7
3668,1,3,3,0,7
3669,1,3,3,0,7
3670,1,3,3,0,7
3671,1,3,3,0,7
3672,1,3,4,0,8
3673,1,3,4,0,8
3674,1,3,4,0,8
3675,1,3,4,0,8
3676,1,3,4,0,8
3677,1,3,4,0,8
3678,1,3,4,0,8
3679,1,3,4,0,8
3680,1,3,4,0,8
3681,1,3,4,10,18
3682,1,3,3,10,17
3683,2,3,3,10,18
3684,0,3,3,10,16
3685,1,3,3,0,7
3686,1,3,3,10,17
3687,1,3,3,0,7
3688,1,3,3,0,7
3689,2,3,3,0,8
3690,2,3,3,0,8
3691,2,3,3,0,8
3692,2,3,3,0,8
3693,2,3,3,10,18
3694,2,3,0,0,5
3695,1,3,3,0,7
3696,2,3,4,0,9
3697,2,3,4,0,9
3698,1,3,1,0,5
3699,2,3,1,0,6
3700,3,3,2,5,13
3701,3,3,2,5,13
3702,2,3,2,5,12
3703,3,3,3,5,14
3704,1,3,3,0,7
3705,2,3,3,10,18
3706,2,3,3,4,12
3707,1,3,3,4,11
3708,3,3,3,10,19
3709,3,3,3,10,19
3710,1,3,3,6,13
3711,1,3,3,6,13
3712,1,3,3,5,12
3713,1,3,2,5,11
3714,1,3,3,5,12
3715,2,3,3,10,18
3716,3,3,3,0,9
3717,2,3,3,10,18
3718,2,3,3,5,13
3719,2,3,3,10,18
3720,2,3,3,0,8
3721,3,3,3,6,15
3722,2,3,2,2,9
3723,2,3,2,2,9
3724,2,3,1,0,6
3725,2,3,3,2,10
3726,2,3,3,0,8
3727,2,3,3,0,8
3728,3,3,2,0,8
3729,2,3,2,5,12
3730,1,3,1,0,5
3731,1,3,3,0,7
3732,1,3,3,0,7
3733,1,3,3,0,7
3734,1,3,3,0,7
3735,1,3,3,0,7
3736,1,3,3,0,7
3737,1,3,3,0,7
3738,1,3,4,10,18
3739,1,3,4,10,18
3740,2,3,4,10,19
3741,1,3,4,10,18
3742,1,3,4,10,18
3743,1,3,4,10,18
3744,1,3,3,10,17
3745,2,3,4,4,13
3746,1,3,4,0,8
3747,1,3,4,0,8
3748,2,3,4,0,9
3749,2,3,4,0,9
3750,2,3,3,0,8
3751,1,3,3,0,7
3752,1,3,3,0,7
3753,1,3,3,0,7
3754,1,3,3,0,7
3755,2,3,1,0,6
3756,2,3,1,0,6
3757,5,3,1,0,9
3758,2,3,0,5,10
3759,2,3,0,0,5
3760,2,3,0,10,15
3761,2,3,3,10,18
3762,1,3,3,10,17
3763,1,3,3,0,7
3764,1,3,3,0,7
3765,1,3,3,0,7
3766,1,3,3,0,7
3767,2,3,3,0,8
3768,1,3,3,0,7
3769,1,3,3,0,7
3770,1,3,3,0,7
3771,2,3,0,10,15
3772,1,3,0,10,14
3773,3,3,0,10,16
3774,1,3,1,5,10
3775,0,3,3,0,6
3776,0,3,3,0,6
3777,0,3,3,0,6
3778,0,3,3,0,6
3779,3,3,0,10,16
3780,1,3,1,5,10
3781,1,3,1,5,10
3782,1,3,0,10,14
3783,2,3,0,10,15
3784,3,3,0,4,10
3785,1,3,1,5,10
3786,1,3,2,5,11
3787,1,3,0,0,4
3788,1,3,0,0,4
3789,2,3,0,5,10
3790,3,3,0,4,10
3791,2,3,0,5,10
3792,1,3,0,5,9
3793,1,3,0,0,4
3794,3,3,0,10,16
3795,1,3,0,10,14
3796,1,3,3,10,17
3797,1,3,0,0,4
3798,1,3,0,0,4
3799,1,3,3,10,17
3800,1,3,3,0,7
3801,1,3,3,0,7
3802,1,3,3,0,7
3803,1,3,3,0,7
3804,1,3,3,0,7
3805,1,3,3,0,7
3806,1,3,4,0,8
3807,1,3,4,0,8
3808,1,3,4,0,8
3809,1,3,4,0,8
3810,1,3,4,0,8
3811,1,3,4,0,8
3812,1,3,4,0,8
3813,1,3,4,0,8
3814,1,3,4,0,8
3815,1,3,4,0,8
3816,1,3,4,0,8
3817,1,3,4,0,8
3818,1,3,4,0,8
3819,1,3,4,0,8
3820,1,3,4,0,8
3821,1,3,4,0,8
3822,1,3,4,0,8
3823,1,3,4,0,8
3824,2,3,4,0,9
3825,2,3,4,0,9
3826,2,3,4,0,9
3827,3,3,4,0,10
3828,3,3,4,0,10
3829,3,3,4,0,10
3830,1,3,3,0,7
3831,2,3,1,0,6
3832,1,3,3,0,7
3833,1,3,3,0,7
3834,1,3,3,0,7
3835,1,3,3,0,7
3836,1,3,4,0,8
3837,1,3,4,0,8
3838,1,3,4,0,8
3839,1,3,4,0,8
3840,2,3,4,4,13
3841,1,3,4,0,8
3842,1,3,4,0,8
3843,1,3,4,0,8
3844,1,3,4,0,8
3845,1,3,4,0,8
3846,1,3,4,0,8
3847,1,3,4,0,8
3848,1,3,4,0,8
3849,1,3,4,0,8
3850,1,3,3,0,7
3851,2,3,3,0,8
3852,2,3,3,0,8
3853,2,3,3,0,8
3854,2,3,3,0,8
3855,2,3,3,0,8
3856,1,3,3,0,7
3857,2,3,1,0,6
3858,2,3,1,5,11
3859,1,3,1,0,5
3860,2,3,3,0,8
3861,1,1,3,0,5
3862,1,1,3,0,5
3863,1,1,3,0,5
3864,2,1,3,0,6
3865,1,1,3,0,5
3866,1,1,3,0,5
3867,2,1,3,0,6
3868,1,1,3,0,5
3869,1,3,4,0,8
3870,1,3,4,0,8
3871,1,3,4,0,8
3872,1,3,4,0,8
3873,1,3,4,0,8
3874,1,3,4,0,8
3875,1,3,4,0,8
3876,1,3,4,0,8
3877,1,3,4,0,8
3878,1,3,4,0,8
3879,1,3,4,0,8
3880,1,3,4,0,8
3881,1,3,4,0,8
3882,1,3,4,0,8
3883,2,3,4,0,9
3884,2,3,4,0,9
3885,2,3,4,0,9
3886,2,3,4,0,9
3887,2,3,4,0,9
3888,3,3,4,0,10
3889,2,3,4,0,9
3890,3,3,4,0,10
3891,2,3,3,0,8
3892,3,3,3,0,9
3893,2,3,3,0,8
3894,3,3,3,10,19
3895,3,3,0,10,16
3896,3,3,0,10,16
3897,2,3,3,10,18
3898,2,3,3,0,8
3899,2,3,3,0,8
3900,2,3,3,0,8
3901,1,3,3,0,7
3902,1,3,3,0,7
3903,1,3,3,0,7
3904,1,3,3,0,7
3905,1,3,3,0,7
3906,1,3,3,0,7
3907,1,3,3,0,7
3908,1,3,4,0,8
3909,1,3,4,0,8
3910,1,3,4,0,8
3911,1,3,4,0,8
3912,1,3,4,0,8
3913,1,3,4,0,8
3914,1,3,4,0,8
3915,1,3,4,0,8
3916,1,3,4,0,8
3917,1,3,3,4,11
3918,2,3,2,10,17
3919,3,3,2,5,13
3920,3,3,2,2,10
3921,2,3,2,2,9
3922,3,3,2,2,10
3923,3,3,2,2,10
3924,3,3,2,2,10
3925,2,3,2,2,9
3926,2,3,2,2,9
3927,2,3,2,2,9
3928,2,3,2,2,9
3929,2,3,2,2,9
3930,3,3,2,2,10
3931,2,3,3,0,8
3932,1,3,3,0,7
3933,1,3,3,0,7
3934,1,3,3,0,7
3935,1,3,3,0,7
3936,3,3,3,0,9
3937,3,3,3,0,9
3938,2,3,3,0,8
3939,2,3,3,0,8
3940,2,3,3,0,8
3941,2,3,1,10,16
3942,1,3,1,0,5
3943,1,3,1,0,5
3944,1,3,1,10,15
3945,1,3,1,0,5
3946,1,3,1,0,5
3947,1,3,4,0,8
3948,2,3,4,0,9
3949,2,3,4,10,19
3950,2,3,4,10,19
3951,3,3,4,10,20
3952,2,3,1,0,6
3953,2,3,1,0,6
3954,3,3,2,10,18
3955,3,3,2,6,14
3956,2,3,3,5,13
3957,2,3,3,6,14
3958,2,3,2,0,7
3959,3,3,3,0,9
3960,1,3,3,0,7
3961,1,3,0,5,9
3962,2,3,0,0,5
3963,2,3,0,5,10
3964,2,3,0,0,5
3965,2,3,0,0,5
3966,2,3,0,0,5
3967,2,3,0,5,10
3968,3,3,1,0,7
3969,2,3,1,5,11
3970,2,3,2,5,12
3971,2,3,2,5,12
3972,2,3,3,0,8
3973,2,3,1,0,6
3974,1,3,1,5,10
3975,2,3,2,5,12
3976,2,3,2,5,12
3977,2,3,2,5,12
3978,2,3,3,0,8
3979,2,3,3,0,8
3980,2,3,2,0,7
3981,2,3,3,0,8
3982,2,3,1,3,9
3983,1,3,4,10,18
3984,1,3,4,5,13
3985,0,3,3,0,6
3986,0,3,3,0,6
3987,0,3,3,0,6
3988,0,3,3,0,6
3989,0,3,3,0,6
3990,0,3,3,0,6
3991,2,3,3,0,8
3992,2,3,3,0,8
3993,1,3,3,0,7
3994,1,3,3,0,7
3995,1,3,3,0,7
3996,2,3,3,0,8
3997,1,3,3,5,12
3998,1,3,3,0,7
3999,1,3,2,0,6
