scenario no.,scenario features demand,weather features demand,obstacle attribute features demand,obstacle operation features demand,total scenario demand
6596,2,1,4,0,7
6597,2,1,4,0,7
6598,2,1,4,0,7
6599,2,1,4,0,7
6600,2,1,1,10,14
6601,2,1,4,0,7
6602,2,1,4,10,17
6603,3,1,4,0,8
6604,2,1,4,0,7
6605,2,1,4,0,7
6606,1,1,4,0,6
6607,1,1,3,0,5
6608,2,1,3,0,6
6609,2,1,3,0,6
6610,2,1,3,0,6
6611,1,1,3,0,5
6612,2,1,0,10,13
6613,3,1,3,0,7
6614,3,1,3,10,17
6615,3,1,3,10,17
6616,2,1,3,10,16
6617,1,1,3,10,15
6618,2,1,3,0,6
6619,1,1,3,10,15
6620,1,1,3,0,5
6621,1,1,3,0,5
6622,1,1,3,0,5
6623,1,1,3,0,5
6624,1,1,3,0,5
6625,2,1,3,10,16
6626,2,1,3,0,6
6627,0,1,3,0,4
6628,1,1,3,0,5
6629,0,1,3,0,4
6630,0,1,3,0,4
6631,0,1,3,10,14
6632,0,1,3,0,4
6633,0,1,0,10,11
6634,0,1,3,10,14
6635,0,1,3,0,4
6636,0,1,0,10,11
6637,0,1,0,10,11
6638,0,1,3,0,4
6639,0,1,3,0,4
6640,0,1,3,0,4
6641,0,3,3,0,6
6642,0,3,3,0,6
6643,0,3,3,0,6
6644,0,3,3,0,6
6645,0,3,3,0,6
6646,0,3,3,0,6
6647,0,3,3,0,6
6648,1,1,3,0,5
6649,3,1,0,0,4
6650,3,1,3,0,7
6651,1,1,3,0,5
6652,1,1,3,0,5
6653,1,1,3,0,5
6654,2,1,3,0,6
6655,2,1,3,0,6
6656,2,1,3,0,6
6657,1,1,3,0,5
6658,2,1,3,0,6
6659,3,1,3,0,7
6660,1,1,3,0,5
6661,2,1,3,0,6
6662,2,1,3,0,6
6663,2,1,3,0,6
6664,2,3,3,0,8
6665,2,3,3,0,8
6666,2,3,4,0,9
6667,2,3,4,0,9
6668,2,3,4,0,9
6669,1,3,4,0,8
6670,1,3,4,0,8
6671,1,3,4,0,8
6672,1,3,4,0,8
6673,1,3,4,0,8
6674,1,3,4,0,8
6675,1,3,4,0,8
6676,1,3,4,0,8
6677,1,3,4,0,8
6678,1,3,4,0,8
6679,1,3,4,0,8
6680,1,1,4,0,6
6681,1,1,4,0,6
6682,1,1,4,0,6
6683,1,1,4,4,10
6684,2,1,4,0,7
6685,2,1,3,0,6
6686,1,1,2,6,10
6687,1,1,2,4,8
6688,1,1,1,10,13
6689,2,1,3,10,16
6690,2,1,3,10,16
6691,1,1,3,0,5
6692,1,1,3,10,15
6693,1,1,3,0,5
6694,1,1,3,0,5
6695,2,1,3,0,6
6696,2,1,3,0,6
6697,2,1,3,0,6
6698,2,1,3,0,6
6699,2,1,3,0,6
6700,2,1,3,0,6
6701,3,1,3,0,7
6702,2,1,3,0,6
6703,2,1,3,0,6
6704,2,1,3,0,6
6705,2,1,3,0,6
6706,2,1,3,0,6
6707,2,1,3,0,6
6708,2,1,3,0,6
6709,2,1,3,0,6
6710,2,1,3,0,6
6711,2,1,3,0,6
6712,2,1,3,0,6
6713,2,1,1,5,9
6714,2,1,2,5,10
6715,2,1,3,0,6
6716,2,1,2,0,5
6717,2,1,2,0,5
6718,2,1,1,5,9
6719,2,1,3,0,6
6720,2,1,1,0,4
6721,1,1,3,0,5
6722,2,1,0,10,13
6723,1,1,0,10,12
6724,2,1,0,10,13
6725,1,1,3,0,5
6726,1,1,3,0,5
6727,2,1,3,0,6
6728,2,1,3,0,6
6729,3,1,3,0,7
6730,2,1,3,0,6
6731,3,1,3,0,7
6732,1,1,3,10,15
6733,2,1,3,10,16
6734,2,1,3,10,16
6735,2,1,3,10,16
6736,2,1,3,10,16
6737,2,1,3,10,16
6738,2,1,3,10,16
6739,2,1,4,10,17
6740,2,1,4,10,17
6741,2,1,4,10,17
6742,2,1,4,0,7
6743,1,1,4,10,16
6744,1,1,4,0,6
6745,1,1,4,0,6
6746,1,1,4,0,6
6747,1,1,4,0,6
6748,1,1,4,0,6
6749,1,1,4,0,6
6750,1,1,4,0,6
6751,1,1,4,0,6
6752,1,1,4,0,6
6753,1,1,4,0,6
6754,1,1,4,0,6
6755,1,1,4,0,6
6756,1,1,4,0,6
6757,2,1,4,0,7
6758,2,1,4,0,7
6759,2,1,4,0,7
6760,2,1,4,0,7
6761,2,1,4,0,7
6762,2,1,4,0,7
6763,2,1,4,0,7
6764,1,1,3,0,5
6765,2,1,3,0,6
6766,2,1,3,0,6
6767,2,1,3,0,6
6768,2,1,3,0,6
6769,2,1,4,10,17
6770,2,1,4,0,7
6771,2,1,4,0,7
6772,2,1,4,0,7
6773,2,1,4,0,7
6774,2,1,4,0,7
6775,2,1,4,0,7
6776,2,1,4,0,7
6777,1,1,4,0,6
6778,1,1,3,0,5
6779,1,1,3,0,5
6780,0,1,3,10,14
6781,1,1,3,10,15
6782,1,1,3,0,5
6783,1,1,3,0,5
6784,2,1,3,0,6
6785,1,1,3,0,5
6786,1,1,3,0,5
6787,1,1,3,0,5
6788,1,1,3,0,5
6789,1,1,3,0,5
6790,1,1,3,0,5
6791,1,1,3,0,5
6792,1,1,3,0,5
6793,1,1,3,0,5
6794,1,1,3,0,5
6795,1,1,3,0,5
6796,1,1,3,0,5
6797,1,1,3,0,5
6798,1,1,3,0,5
6799,1,1,3,0,5
6800,1,1,3,0,5
6801,1,1,3,0,5
6802,1,1,3,0,5
6803,0,1,3,0,4
6804,0,1,3,0,4
6805,0,1,3,0,4
6806,0,1,3,0,4
6807,0,1,0,0,1
6808,0,1,0,0,1
6809,1,1,3,0,5
6810,1,1,3,0,5
6811,1,1,3,0,5
6812,1,1,3,0,5
6813,1,1,3,0,5
6814,1,1,3,0,5
6815,0,1,3,0,4
6816,0,1,3,0,4
6817,0,1,3,0,4
6818,0,1,3,0,4
6819,0,1,3,0,4
6820,0,1,3,0,4
6821,0,1,3,0,4
6822,0,1,3,0,4
6823,0,1,3,0,4
6824,0,1,3,0,4
6825,0,1,3,0,4
6826,1,1,3,0,5
6827,1,1,3,0,5
6828,2,1,0,0,3
6829,1,1,3,0,5
6830,1,1,3,0,5
6831,1,1,3,0,5
6832,1,1,3,0,5
6833,2,1,3,0,6
6834,3,1,4,10,18
6835,3,1,7,10,21
6836,2,1,3,0,6
6837,2,1,3,0,6
6838,2,1,3,0,6
6839,3,1,4,0,8
6840,3,1,3,0,7
6841,3,1,3,0,7
6842,3,1,3,0,7
6843,3,1,3,0,7
6844,3,1,3,0,7
6845,1,1,3,0,5
6846,2,1,3,0,6
6847,2,1,3,0,6
6848,2,1,3,0,6
6849,2,1,3,0,6
6850,2,1,3,0,6
6851,1,1,3,0,5
6852,1,1,3,0,5
6853,1,1,3,0,5
6854,1,1,3,0,5
6855,1,1,4,0,6
6856,1,1,4,0,6
6857,1,1,4,0,6
6858,1,1,4,0,6
6859,1,1,4,0,6
6860,1,1,4,0,6
6861,1,1,4,0,6
6862,1,1,4,0,6
6863,1,1,4,0,6
6864,1,1,4,0,6
6865,1,1,4,0,6
6866,1,1,4,0,6
6867,1,1,4,0,6
6868,1,1,4,0,6
6869,1,1,4,0,6
6870,1,1,4,0,6
6871,1,1,4,0,6
6872,2,1,4,0,7
6873,2,1,4,0,7
6874,2,1,4,0,7
6875,1,1,4,0,6
6876,1,1,4,0,6
6877,1,1,4,0,6
6878,1,1,4,0,6
6879,1,1,4,0,6
6880,2,1,4,0,7
6881,2,1,4,10,17
6882,2,1,4,0,7
6883,3,1,4,10,18
6884,2,1,4,10,17
6885,2,1,4,10,17
6886,2,1,4,10,17
6887,2,1,1,10,14
6888,2,1,1,0,4
6889,2,1,4,0,7
6890,2,1,4,0,7
6891,2,1,4,0,7
6892,2,1,4,0,7
6893,2,1,1,0,4
6894,2,1,4,0,7
6895,2,1,4,10,17
6896,2,1,3,10,16
6897,2,1,3,10,16
6898,3,1,3,10,17
6899,1,1,3,0,5
6900,1,1,1,0,3
6901,2,1,1,2,6
6902,1,1,1,2,5
6903,2,1,1,2,6
6904,2,1,1,2,6
6905,1,1,1,2,5
6906,1,1,1,2,5
6907,1,1,3,10,15
6908,1,1,3,10,15
6909,1,1,3,10,15
6910,2,1,3,10,16
6911,1,1,3,10,15
6912,1,1,3,10,15
6913,1,1,3,10,15
6914,1,1,3,5,10
6915,1,1,1,5,8
6916,1,1,3,0,5
6917,2,1,0,10,13
6918,2,1,3,10,16
6919,1,1,3,0,5
6920,1,1,3,0,5
6921,2,1,3,0,6
6922,3,1,2,5,11
6923,2,3,4,0,9
6924,2,3,4,0,9
6925,2,3,4,0,9
6926,1,3,4,0,8
6927,2,3,1,0,6
6928,2,3,1,0,6
6929,2,3,1,0,6
6930,2,3,1,0,6
6931,2,3,1,0,6
6932,2,3,1,0,6
6933,2,3,1,0,6
6934,2,3,1,0,6
6935,1,3,4,0,8
6936,1,1,4,0,6
6937,1,1,4,0,6
6938,1,1,4,0,6
6939,1,1,4,0,6
6940,1,1,4,0,6
6941,1,1,4,0,6
6942,1,1,4,0,6
6943,2,1,4,0,7
6944,1,1,4,0,6
6945,1,1,4,0,6
6946,2,1,3,0,6
6947,2,1,3,0,6
6948,1,1,3,0,5
6949,1,1,3,0,5
6950,1,1,3,0,5
6951,1,1,3,0,5
6952,1,1,4,0,6
6953,1,1,4,0,6
6954,1,1,4,0,6
6955,1,1,4,0,6
6956,1,1,4,0,6
6957,1,1,4,0,6
6958,2,1,4,0,7
6959,2,1,4,0,7
6960,2,1,4,0,7
6961,2,1,4,0,7
6962,2,1,4,0,7
6963,1,1,4,0,6
6964,2,1,4,0,7
6965,2,1,4,0,7
6966,2,1,4,0,7
6967,2,1,4,0,7
6968,2,1,4,0,7
6969,2,1,4,0,7
6970,2,1,4,0,7
6971,2,1,4,0,7
6972,2,1,4,0,7
6973,2,1,4,0,7
6974,2,1,4,0,7
6975,2,1,4,0,7
6976,3,1,4,0,8
6977,3,1,4,0,8
6978,2,1,3,0,6
6979,3,1,3,0,7
6980,1,1,3,0,5
6981,1,3,3,0,7
6982,1,3,3,0,7
6983,1,3,3,0,7
6984,1,3,3,0,7
6985,1,1,3,0,5
6986,1,1,3,0,5
6987,1,1,3,0,5
6988,1,1,3,0,5
6989,2,1,3,0,6
6990,1,1,0,10,12
6991,2,1,3,0,6
6992,2,1,3,0,6
6993,2,1,1,10,14
6994,2,1,1,5,9
6995,3,1,1,10,15
6996,2,1,1,10,14
6997,3,1,1,5,10
6998,3,1,3,10,17
6999,3,1,1,10,15
7000,2,1,0,10,13
7001,2,1,0,0,3
7002,2,1,1,1,5
7003,3,1,1,6,11
7004,3,1,0,5,9
7005,3,1,0,10,14
7006,2,1,1,5,9
7007,2,1,2,0,5
7008,2,1,2,0,5
7009,2,1,2,10,15
7010,2,1,2,5,10
7011,2,1,1,0,4
7012,1,1,3,5,10
7013,2,1,2,0,5
7014,1,1,3,5,10
7015,1,1,3,3,8
7016,0,1,3,0,4
7017,0,1,3,5,9
7018,0,1,3,0,4
7019,2,1,3,0,6
7020,1,1,3,0,5
7021,2,1,3,0,6
7022,2,1,3,0,6
7023,2,1,3,10,16
7024,3,1,1,0,5
7025,2,1,4,0,7
7026,2,1,4,0,7
7027,2,1,4,0,7
7028,1,1,4,0,6
7029,2,1,4,0,7
7030,2,1,4,0,7
7031,2,1,4,0,7
7032,2,1,4,0,7
7033,2,1,1,0,4
7034,2,1,1,0,4
7035,2,1,1,0,4
7036,1,1,4,0,6
7037,1,1,4,0,6
7038,2,1,4,0,7
7039,1,1,4,0,6
7040,1,1,3,0,5
7041,1,1,3,0,5
7042,1,1,3,0,5
7043,1,1,4,0,6
7044,1,1,4,0,6
7045,1,1,4,0,6
7046,1,1,4,0,6
7047,1,1,4,0,6
7048,1,1,4,0,6
7049,1,1,4,0,6
7050,1,1,4,0,6
7051,1,1,4,0,6
7052,1,1,4,0,6
7053,1,1,4,0,6
7054,2,1,4,10,17
7055,2,1,4,0,7
7056,2,1,4,0,7
7057,2,1,4,0,7
7058,2,1,4,0,7
7059,2,1,4,0,7
7060,2,1,4,0,7
7061,2,1,4,0,7
7062,2,1,4,0,7
7063,2,1,4,0,7
7064,2,1,4,0,7
7065,2,1,4,0,7
7066,2,1,4,0,7
7067,2,1,4,0,7
7068,2,1,3,0,6
7069,1,1,3,0,5
7070,1,1,3,5,10
7071,1,1,3,0,5
7072,2,1,0,0,3
7073,1,1,3,0,5
7074,1,1,3,0,5
7075,1,1,3,0,5
7076,2,1,3,0,6
7077,3,1,0,0,4
7078,2,1,4,10,17
7079,2,1,4,0,7
7080,3,1,3,0,7
7081,3,1,3,5,12
7082,2,1,2,5,10
7083,2,1,2,5,10
7084,2,1,3,10,16
7085,1,1,3,10,15
7086,1,1,3,0,5
7087,1,1,3,0,5
7088,1,1,3,0,5
7089,1,1,3,0,5
7090,1,1,3,0,5
7091,1,1,3,0,5
7092,1,1,3,0,5
7093,2,1,3,0,6
7094,3,1,0,0,4
7095,1,1,3,0,5
7096,1,1,3,0,5
7097,1,1,3,0,5
7098,2,1,0,0,3
7099,3,1,0,10,14
7100,2,2,1,10,15
7101,2,2,1,10,15
7102,2,2,1,10,15
7103,2,2,1,10,15
7104,2,3,4,0,9
7105,2,3,4,0,9
7106,2,3,4,0,9
7107,1,3,4,0,8
7108,2,3,4,0,9
7109,2,3,4,0,9
7110,2,3,4,0,9
7111,1,3,4,0,8
7112,2,1,4,0,7
7113,2,1,4,0,7
7114,2,1,4,0,7
7115,1,1,4,0,6
7116,2,1,4,0,7
7117,1,1,4,0,6
7118,1,1,4,0,6
7119,1,1,4,0,6
7120,1,1,4,0,6
7121,1,1,4,0,6
7122,1,1,4,0,6
7123,1,1,4,0,6
7124,2,1,4,0,7
7125,1,1,4,0,6
7126,1,1,4,0,6
7127,2,1,4,0,7
7128,1,1,4,0,6
7129,1,1,4,0,6
7130,1,1,4,0,6
7131,1,1,4,0,6
7132,1,1,4,0,6
7133,1,1,4,0,6
7134,1,1,4,0,6
7135,1,1,4,0,6
7136,1,1,4,0,6
7137,1,1,4,0,6
7138,1,1,4,0,6
7139,1,1,4,0,6
7140,1,1,4,0,6
7141,1,1,4,0,6
7142,1,1,4,0,6
7143,1,1,4,0,6
7144,2,1,4,0,7
7145,2,1,4,0,7
7146,1,1,3,10,15
7147,2,1,3,10,16
7148,3,1,3,0,7
7149,3,1,3,0,7
7150,2,1,3,0,6
7151,2,1,3,0,6
7152,1,1,3,0,5
7153,1,1,3,0,5
7154,1,1,3,0,5
7155,1,1,3,0,5
7156,1,1,3,0,5
7157,1,1,3,0,5
7158,2,1,0,0,3
7159,2,1,0,0,3
7160,2,1,0,0,3
7161,2,1,1,0,4
7162,2,1,1,10,14
7163,1,1,0,0,2
7164,1,1,3,0,5
7165,1,1,3,0,5
7166,1,1,3,0,5
7167,1,1,3,0,5
7168,1,1,3,0,5
7169,1,1,3,0,5
7170,1,1,3,0,5
7171,1,1,3,0,5
7172,1,1,3,0,5
7173,1,1,3,0,5
7174,1,1,3,0,5
7175,1,1,3,0,5
7176,1,1,3,0,5
7177,1,1,3,0,5
7178,2,1,3,0,6
7179,1,1,3,0,5
7180,1,1,3,0,5
7181,1,1,3,0,5
7182,0,1,3,0,4
7183,0,1,3,0,4
7184,0,1,3,0,4
7185,0,1,3,0,4
7186,0,1,3,0,4
7187,0,1,3,0,4
7188,2,1,3,0,6
7189,1,1,3,0,5
7190,0,1,3,10,14
7191,0,1,3,0,4
7192,0,1,3,0,4
7193,0,1,3,0,4
7194,2,1,3,0,6
7195,1,1,3,0,5
7196,1,1,3,0,5
7197,1,1,3,0,5
7198,1,1,3,0,5
7199,1,1,3,0,5
