scenario no.,scenario diversity
0,628422.6725
1,628266.5199
2,628108.2435
3,627965.9698
4,627797.9367
5,627644.3545
6,627484.6681
7,627331.4449
8,627170.6497
9,627013.1573
10,626857.3748
11,626701.2183
12,626613.6294
13,626415.8554
14,626225.0109
15,626086.8879
16,625964.4028
17,625992.1967
18,626122.9029
19,625988.9422
20,626154.0577
21,625851.7973
22,625696.2223
23,625138.0425
24,624980.155
25,625228.8894
26,625072.9683
27,624513.0853
28,624372.5274
29,624183.6185
30,624528.2633
31,623924.9352
32,623811.4619
33,623376.9994
34,623240.42
35,623702.2364
36,623607.4557
37,623213.9716
38,623038.9872
39,622764.76
40,622571.9291
41,622564.7421
42,622482.5365
43,622367.148
44,622144.5603
45,621983.5429
46,621924.7364
47,621761.8167
48,621594.576
49,621495.0154
50,621042.282
51,620888.9363
52,620799.1892
53,620583.5104
54,620401.7521
55,620363.4051
56,620547.3857
57,620365.0448
58,619872.1462
59,619756.0076
60,619456.2468
61,619493.1471
62,618907.8459
63,618937.853
64,618634.3214
65,618478.0289
66,618323.7728
67,618192.4591
68,617987.256
69,617932.8486
70,617729.9621
71,617641.0176
72,617260.3984
73,617080.4809
74,616929.2282
75,616785.1186
76,616621.4395
77,616467.5288
78,616314.3055
79,616156.8909
80,616002.0786
81,615850.2093
82,615695.3916
83,615541.7761
84,616103.5059
85,616068.9605
86,615986.63
87,615896.7974
88,615566.6013
89,615376.2986
90,615204.6175
91,615051.6362
92,614896.1467
93,614743.009
94,614589.8297
95,614446.1155
96,613561.4436
97,613397.3104
98,613263.7121
99,613086.3437
100,612946.4871
101,612793.7044
102,612634.1351
103,612485.146
104,612324.5217
105,612170.7027
106,612017.9151
107,611865.3308
108,611713.7596
109,612303.2353
110,611443.6085
111,611252.7183
112,611882.5216
113,611701.979
114,611545.8774
115,611409.8974
116,610684.8999
117,610402.0368
118,610253.2115
119,610075.3625
120,609939.8804
121,610458.327
122,609648.0412
123,609699.3874
124,609337.3392
125,609857.7621
126,609838.0741
127,609505.3107
128,609577.4129
129,609369.674
130,608875.4298
131,608868.6339
132,608924.3706
133,608759.3435
134,608649.0775
135,608174.7881
136,608035.9345
137,608193.1644
138,607195.3273
139,607029.3782
140,606845.4851
141,606713.6147
142,606547.6923
143,606409.6011
144,606251.7723
145,606094.9225
146,605944.884
147,605794.8835
148,605642.8613
149,605493.0629
150,605343.6586
151,605913.5269
152,605809.3342
153,605809.5428
154,604809.9792
155,604566.3273
156,604665.651
157,604266.3946
158,604115.9809
159,604685.9117
160,604544.4201
161,604103.2209
162,604074.0577
163,604193.8635
164,604016.0212
165,603791.2602
166,603654.5262
167,603497.024
168,603346.74
169,603201.9197
170,602687.1623
171,602537.0106
172,602385.8456
173,602237.4538
174,601794.5773
175,601575.2163
176,601437.1665
177,601276.0918
178,601182.8009
179,600974.7243
180,600833.8395
181,600683.1854
182,600528.1477
183,600377.6223
184,600228.4961
185,600078.5704
186,600591.4604
187,600475.0875
188,600397.0795
189,600282.5939
190,600018.2554
191,599925.2165
192,599712.8841
193,599585.6318
194,599395.9998
195,599470.7593
196,599321.5078
197,599172.4398
198,599023.2892
199,598733.1657
200,598510.8304
201,598361.781
202,598212.8957
203,598125.0732
204,598129.5142
205,597980.7176
206,597831.988
207,597483.9899
208,597344.0709
209,597199.4462
210,596381.0459
211,596201.3984
212,596055.9013
213,595905.5213
214,595771.3871
215,595622.5005
216,595461.3504
217,595316.8708
218,595164.5725
219,595016.0832
220,594867.6435
221,594719.9062
222,594572.6374
223,594424.8203
224,594963.4246
225,594197.8589
226,594177.3409
227,594064.9479
228,593695.3709
229,593579.6537
230,594028.7095
231,594046.0892
232,593969.7992
233,593292.8192
234,593106.3197
235,592797.8446
236,592840.954
237,592433.8151
238,592307.3347
239,592166.169
240,591993.2917
241,591887.3782
242,591704.3674
243,591542.7102
244,591428.1821
245,591249.9979
246,591135.8113
247,590991.8519
248,590811.9409
249,590703.1365
250,591196.0725
251,590414.689
252,590997.5803
253,590867.3185
254,589946.6151
255,589833.0384
256,589687.5779
257,590208.033
258,589385.8106
259,589314.0676
260,589054.6648
261,588894.2572
262,588828.4936
263,588657.5021
264,588819.9855
265,588595.8362
266,588472.5811
267,588293.095
268,588167.2735
269,588122.0433
270,587878.6821
271,587745.526
272,587640.8337
273,587038.4527
274,586911.1687
275,586768.2821
276,586592.6136
277,586446.2804
278,586326.6301
279,586296.3925
280,586118.4704
281,586173.6774
282,585919.5168
283,585773.7705
284,585628.045
285,585486.8563
286,585407.0697
287,585276.4425
288,584999.595
289,584949.0564
290,584876.0776
291,584601.6922
292,584350.1659
293,584150.0213
294,584004.1955
295,583860.3395
296,583727.5828
297,583573.0424
298,583433.3895
299,583280.1289
300,583142.2614
301,582989.3568
302,582844.2327
303,582699.7042
304,582555.0283
305,582411.0994
306,582266.3973
307,582152.4559
308,582698.9042
309,582588.6494
310,582431.835
311,582297.844
312,581430.0447
313,581279.0568
314,581150.5655
315,581046.806
316,580806.8479
317,581325.7567
318,580515.9571
319,580601.0309
320,580449.3179
321,580088.3179
322,579942.5598
323,580540.4834
324,580393.3615
325,580290.8185
326,579748.8483
327,580023.0191
328,579927.6418
329,579480.2564
330,579680.0202
331,579536.2757
332,579392.4944
333,579248.6755
334,578223.8802
335,578078.4769
336,577938.8308
337,577791.5829
338,577660.816
339,577508.5885
340,577367.9852
341,577240.3941
342,577077.0573
343,576932.9981
344,576789.6226
345,576647.0576
346,577171.7524
347,577026.4179
348,576929.713
349,576948.2596
350,576605.2514
